X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,individualCount,occurrenceRemarks,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,barcode,imagecode,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,locality,continentOcean,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,typeStatus,fieldNumber,sex,preparationType,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.4599990844727,-22.9200000762939,"22",2019-11-21 10:02:30-03,IBt,SP,"59101",S,Plantae,NA,NA,Bromeliaceae,Aechmea,vanhoutteana,Aechmea vanhoutteana,(Van Houtte) Mez,"Wendt, T","1992","07",NA,NA,"30","Kuhlmann, M",s.n.,"1961","10",NA,Brasil,São Paulo,Pindamonhangaba,SP050714,SP050714,-45.4599990844727,-22.9200000762939,"24176",auto,Eugênio Lefevre.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.7700004577637,-22.5300006866455,"23",2019-11-21 10:02:30-03,IBt,SP,"370283",S,Plantae,NA,NA,Bromeliaceae,Aechmea,vanhoutteana,Aechmea vanhoutteana,(Van Houtte) Mez,"Martins, SE","2005","02",NA,NA,NA,"Martins, SE","870","2004","09","07",Brasil,São Paulo,Queluz,SP050715,SP050715,-44.7700004577637,-22.5300006866455,"14382",auto,Beira do Rio Marambaia.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
