X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,class,infraspecificEpithet,relatedCatalogItem,typeStatus,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.988639,-22.711056,"42",2019-11-21 14:37:21-03,UFJF,CESJ,"71192",PreservedSpecimen,Plantae,Angiosperma,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"L.C. Pereira; L. Menini Neto; S.G. Furtado; L.V.V. Cruz; T. Rubioli","64","2018","02","26",América do Sul,Brasil,Rio de Janeiro,Itatiaia,"Parque Nacional do Itatiaia., Coletado ao lado da ponte da Cachoeira do Maromba.",-44.988639,-22.711056,NA,NA,"Subarbusto epífitico. Folhas verdes-escuras. Frutos carnosos, brancos com cálice verde-claro, englobando quase todo o fruto.",CESJ071192,NA,NA,(Schott) Wiehler,L.C. Pereira,"2018","02","26",NA,NA,"-44.988639","-22.711056",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.781667,-22.455556,"69",2019-08-20 10:15:39-03,UNICAMP,UEC,"73718",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"Koch, I; Belinello, R","233","1995","04","07",NA,Brazil,São Paulo,Queluz,Beira do Rio das Cruzes,-44.781667,-22.455556,NA,NA,"flor, Erva epífita, flores vermelhas. Mata.",UEC134994,UEC134994,NA,(Schott) Wiehler,"Chautems, A","1996","01",NA,NA,NA,"-44.781667","-22.455556",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.781667,-22.455556,"70",2019-08-20 10:15:39-03,UNICAMP,UEC,"83981",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"Árbocz, GF; Belinello, R; Koch, I; Macias, L; Goldenberg, R","2726","1996","05","23",NA,Brazil,São Paulo,Queluz,Margens do Rio das Cruzes,-44.781667,-22.455556,NA,NA,"flor, Epífita; flores vermelhas internamente amareladas. Mata ciliar.",UEC134996,UEC134996,NA,(Schott) Wiehler,"Chautems, A","1998","01",NA,NA,NA,"-44.781667","-22.455556",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"73",2019-08-20 10:15:39-03,UNICAMP,UEC,"75802",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"Sugiyama, M; Catharino, ELM; Proença, SL; Kiyama, CY","1346","1995","05","09",NA,Brazil,São Paulo,Bananal,"Serra da Bocaina, Sede da Fundação Pró-Bocaina.",-44.3199996948242,-22.6800003051758,"26795",NA,"flor, epífita, cerca de 2,0 m de altura. Corola vermelha.",UEC134992,UEC134992,auto,(Schott) Wiehler,"Chautems, A","1996","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"74",2019-08-20 10:15:39-03,UNICAMP,UEC,"109340",S,Plantae,Magnoliopsida,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"Freitas, L","719","1999","09","27",NA,Brazil,São Paulo,São José do Barreiro,"Trilha do Ouro, Cerca de 4 km da Guarita do IBAMA. Localidade Boqueirão.",-44.5699996948242,-22.6399993896484,"30784",NA,"flor, Erva epífita com cerca de 80 cm. Flores horizontais, pedúnculo pendente; porção superior do tubo (giba) constringida; estilete-estigma localizado na porção inferior do tubo; corola vermelho alaranjado. Folhas carnosas. Floresta",UEC134993,UEC134993,auto,(Schott) Wiehler,"Chautems, A","2000","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"120",2020-12-11 11:36:40-03,UFMG,BHCB,"144949",PreservedSpecimen,Plantae,Dicotyledon,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"Giacomin, LL; Viana, PL; Mota, NFO","837","2009","04","08",Southern America,Brasil,São Paulo,Bananal,"Estação Ecológica de Bananal, Trilha das sete quedas. Entre a quinta e a sexta queda.",-44.3199996948242,-22.6800003051758,"26795",NA,Arbusto escandente.,BHCB025700,NA,auto,(Schott) Wiehler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"202",2020-06-15 15:30:46-03,UNESP-RC,HRCB,"35278",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"Dittrich,V.A.O.","955","2001","09","11",NA,Brasil,São Paulo,Bananal,NA,-44.3199996948242,-22.6800003051758,"26795",NA,"Epífita entre 40cm e 2m de altura na floresta. Corola vermelha, cálice verde.",NA,NA,auto,(Schot) Wiehler,"Dittrich, V.A.O.","2002","02",NA,"1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"238",2019-11-13 11:20:19-03,USP,SPF,"101163",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,"Sugiyama, M","1346","1995","05","09",NA,Brasil,São Paulo,Bananal,Serra da Bocaina,-44.3199996948242,-22.6800003051758,"26795",NA,NA,SPF00101163,SPF00101163,auto,(Schott) Wiehler,"Chautems, A","1998","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"247",2020-07-23 12:08:37-03,CEPLAC,CEPEC,"30853",PreservedSpecimen,Plantae,NA,NA,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,A. M. de Carvalho,"21","1977","03","24",NA,Brasil,São Paulo,BANANAL,"Parque Nacional de Serra da Bocaina, Seda Moderna.",-44.3199996948242,-22.6800003051758,"26795",NA,NA,NA,NA,auto,NA,A. Chautems,NA,NA,NA,NA,NA,0W0'0,0S0'0,NA,NA,03/03/1983,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.1699981689453,-22.6100006103516,"260",2021-03-04 15:46:37-03,IF,SPSF,"34078",PreservedSpecimen,Plantae,Magnoliophyta,Scrophulariales,Gesneriaceae,Nematanthus,crassifolius,Nematanthus crassifolius,F.A.R.D.P.Arzolla & A.L.Sene,"691","2005","03","03",América do Sul,Brasil,SP,Piquete,NA,-45.1699981689453,-22.6100006103516,"13434",NA,"COLETA: Epífita de flores vermelhas.; GEOGRAFIA: Floresta Ombrófila Densa Montana. Em propriedade da IMBEL, fábrica Presidente Vargas.;",NA,NA,auto,((Schott)) Wiehler,A.Chautems,"2011","10","24",NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
