X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,recordNumber,phylum,order,scientificNameAuthorship,stateProvince,locality,decimalLongitude,decimalLatitude,county,identifiedBy,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"408",2021-03-01 16:35:58-03,UNICAMP,UEC,"90993",S,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Hanazaki, N","1995","03","23",NA,Brazil,NA,NA,Praia do Camburí,UEC038193,"33771",Magnoliopsida,NA,Gaudich.,São Paulo,Praia do Camburí,-45.0699996948242,-23.4300003051758,Ubatuba,"Santos, A",NA,NA,NA,NA,"34265",auto,"2011","04","26",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"475",2020-12-21 16:36:03-03,MBM,MBM,"302101",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Fiachi, P.; et al.; et al.","2000","03","03",Southern America,Brazil,NA,NA,NA,MBM302101,"155",NA,NA,Gaudich.,São Paulo,Praia da Lagoinha,-45.0699996948242,-23.4300003051758,Ubatuba,"Costa, R.M. da",MBM302101,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015278,-23.228056,"540",2020-10-01 14:24:38-03,JBB,HEPH,"32356",S,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Maruyama, A; Cicco, L","2016","08","15",Southern America,Brasil,NA,NA,NA,NA,"524",Dicotyledon,Rosales,Gaudich.,São Paulo,NA,-45.015278,-23.228056,Cunha,"Maruyama, A",NA,"1100","1100",NA,NA,NA,"2016","08","15","-45.015278","-23.228056",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"869",2020-08-31 09:17:20-03,INPA,INPA,"196604",S,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Muniz, FH","1994","10","04",Southern America,Brasil,NA,NA,NA,INPA0196604,B81,Dicotyledon Rosids,Rosales,Gaudich.,São Paulo,"MA, Buriticupu, Reserva Florestal da CVRD.",-47.560001373291,-22.4099998474121,Rio Claro,NA,INPA0196604_e2 INPA0196604_e3 INPA0196604_e4,NA,NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"907",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"11037",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Ribeiro, J. E. L. S.",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Gaudich.,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,Ubatuba,P. P. Carauta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"908",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"13142",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Romero, R.",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Gaudich.,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,Ubatuba,Carauta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"909",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"9168",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Ribeiro, J. E. L. S.",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Gaudich.,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,Ubatuba,J. P. P. Carauta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"910",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"9508",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Cunha, N. M. L.",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Gaudich.,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,Ubatuba,P. P. Carauta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"911",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"9727",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Garcia, F. C. P.",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Gaudich.,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,Ubatuba,P. P. Carauta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"912",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"9847",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Garcia, F. C. P.",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Gaudich.,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,Ubatuba,P. P. Carauta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"913",2020-06-17 15:25:17-03,UNESP-RC,HRCB,"9863",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Garcia, F. C. P.",NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,Gaudich.,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,Ubatuba,P. P. Carauta,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-21.5900001525879,"918",2017-11-24 14:11:40-02,UFLA,ESAL,"14795",S,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,Marcel Fernando Torres,NA,NA,NA,NA,Brasil,NA,NA,"árvore; 8,0 - 12,0; amarela escura, mediana;; floresta",NA,s.n.,NA,NA,Gaudich.,São Paulo,Fazenda W-3,-46.8800010681152,-21.5900001525879,São José do Rio Pardo,Ary T.O.Filho,NA,"7","7",NA,"15885",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"1077",2019-11-13 11:26:29-03,USP,SPF,"98487",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Morais, MD","1993","11","11",NA,Brasil,NA,NA,"Árvore de 5 m alt., frutos verdes.",SPF00098487,"29335",NA,NA,Gaudich.,São Paulo,Estrada do Poriba.,-45.0699996948242,-23.4300003051758,Ubatuba,"Romaniuc Neto, S",NA,NA,NA,NA,"34265",auto,"1999","06",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.013611,-23.229722,"1272",2021-03-04 15:45:55-03,IF,SPSF,"50766",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,A. Maruyama & L. Cicco,"2015","10","12",América do Sul,Brasil,NA,NA,"COLETA: Árvore ca. 4,3 m alt.; GEOGRAFIA: Floresta Ombrófila Densa;",NA,"143",Magnoliophyta,Rosales,Gaudich.,SP,NA,-45.013611,-23.229722,Cunha,A. Maruyama,NA,"1143","1143",NA,NA,NA,"2015","10","12",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.013611,-23.229167,"1273",2021-03-04 15:45:55-03,IF,SPSF,"50881",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,A. Maruyama & L. Cicco,"2016","07","08",América do Sul,Brasil,NA,NA,"COLETA: Árvore ca. 5,0 m alt. Inflorescência imatura de coloração verde.; GEOGRAFIA: Floresta Ombrófila Densa;",NA,"479",Magnoliophyta,Rosales,Gaudich.,SP,NA,-45.013611,-23.229167,Cunha,A. Maruyama,NA,"1088","1088",NA,NA,NA,"2016","07","08",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015278,-23.228056,"1274",2021-03-04 15:45:55-03,IF,SPSF,"50926",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,A. Maruyama & L. Cicco,"2016","08","15",América do Sul,Brasil,NA,NA,"COLETA: Árvore ca. 6,0 m alt. Botões florais de coloração amarronzada.; GEOGRAFIA: Floresta Ombrófila Densa;",NA,"524",Magnoliophyta,Rosales,Gaudich.,SP,NA,-45.015278,-23.228056,Cunha,A. Maruyama,NA,"1100","1100",NA,NA,NA,"2016","08","15",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015,-23.228333,"1275",2021-03-04 15:45:55-03,IF,SPSF,"50981",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,A. Maruyama & L. Cicco,"2016","08","26",América do Sul,Brasil,NA,NA,"COLETA: Árvore ca. 5,0 m alt. Flores de coloração vinácea.; GEOGRAFIA: Floresta Ombrófila Densa;",NA,"529",Magnoliophyta,Rosales,Gaudich.,SP,NA,-45.015,-23.228333,Cunha,A. Maruyama,NA,"1098","1098",NA,NA,NA,"2016","08","26",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"1276",2021-03-04 15:45:55-03,IF,SPSF,"15693",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,F.T.Rocha,"1992","11","24",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Rosales,Gaudich.,SP,F.E.Instituto Florestal,-49.1300010681152,-23.8600006103516,Itaberá,A.Santos,NA,NA,NA,NA,"29370",auto,"2010","07","19",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"1277",2021-03-04 15:45:55-03,IF,SPSF,"08685",PreservedSpecimen,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,J.A.Pastore & O.T. Aguiar,"1984","09","14",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,Magnoliophyta,Rosales,Gaudich.,SP,P.E.Morro do Diabo,-52.1599998474121,-22.5300006866455,Teodoro Sampaio,A.Santos,NA,NA,NA,NA,"54606",auto,"2010","07","19",NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"1353",2020-11-19 09:29:32-03,IBt,SP,"363297",S,Plantae,Moraceae,Sorocea,guilleminiana,Sorocea guilleminiana,"Morais, MD","1993","11","11",NA,Brasil,NA,NA,NA,NA,"29335",NA,NA,Gaudich.,São Paulo,NA,-45.0699996948242,-23.4300003051758,Ubatuba,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
