X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relationshipType,relatedCatalogItem,previousCatalogNumber,individualCount,typeStatus,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"5",2021-03-15 16:37:00-03,NY,NYBG,"00527162",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Wied-Nuew.,G. M. Barroso,J. S. Silva,"1974","04","09",Brazil,São Paulo,Sao Paulo,"Sao Paulo, nativa no Jardim Botânico e Parque do Estado. Area 07",-46.621883,-23.654505,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112338' target='other'> <mi>dwc_moreinfo</mi></a>,NY00527162,NY00527162_01,NA,NA,NA,"277",Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"7",2021-03-15 16:37:00-03,NY,NYBG,"00527163",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Wied-Nuew.,NA,S. Romaniuc Neto,"1982","04","27",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botanico, Quadrado 02",-46.618358,-23.646109,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112345' target='other'> <mi>dwc_moreinfo</mi></a>,NY00527163,NY00527163_01,NA,NA,NA,"41",Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"8",2021-03-15 16:37:00-03,NY,NYBG,"00527161",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Wied-Nuew.,M. Kuhlmann,A. Etzel,"1937","07","24",Brazil,São Paulo,Sao Paulo,Sao Paulo. Viv. da Prefeitura Municipal.,-46.63,-23.5403,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112342' target='other'> <mi>dwc_moreinfo</mi></a>,NY00527161,NY00527161_01,NA,NA,NA,s.n.,Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9025,-23.5278,"10",2021-03-15 16:37:00-03,NY,NYBG,"00527166",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Wied-Nuew.,J. R. I. Wood,S. Tsugaru,"1987","11","17",Brazil,São Paulo,Jandira,"Rua Fernando Pessoa, Jandira, Sao Paulo",-46.9025,-23.5278,NA,NA,"750","750",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112343' target='other'> <mi>dwc_moreinfo</mi></a>,NY00527166,NY00527166_01,NA,NA,NA,B-2112,Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"12",2021-03-15 16:37:00-03,NY,NYBG,"00527164",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Wied-Nuew.,A. Custodio Filho,T. Sendulsky,"1968","08","21",Brazil,São Paulo,Sao Paulo,"Sao Paulo, Jardim Botânico e Parque do Estado",-46.621883,-23.654505,NA,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112339' target='other'> <mi>dwc_moreinfo</mi></a>,NY00527164,NY00527164_01,NA,NA,NA,"968",Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.6,"15",2021-03-15 16:37:00-03,NY,NYBG,"00527165",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Wied-Nuew.,J. R. I. Wood,C. G. Fonseca,"1961","04","03",Brazil,São Paulo,Sao Paulo,"Parque do Estado (on old maps Parque de Agua Funda), grounds of the Instituto de Botânica. Ca. 10 km. south and ca. 1 km. east of center of Sao Paulo (Praça da Sé)",-46.63,-23.6,NA,NA,"800","800",<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=112344' target='other'> <mi>dwc_moreinfo</mi></a>,NY00527165,NY00527165_01,NA,NA,NA,"49",Magnoliophyta,Lamiales,South America,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"34",2021-03-30 12:32:50-03,EAO,IAN,"35763",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Ker Gawl.,NA,"Santoro, J","1944","09",NA,Brasil,São Paulo,Campinas,Campo Experimental Instituto.,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,IAN035763,IAN035763 IAN035763_e,NA,NA,NA,"7622",NA,NA,Southern America,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"35",2021-03-30 12:32:50-03,EAO,IAN,"35478",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Ker Gawl.,Epling,"Santoro, J","1937","10","22",Brasil,São Paulo,Campinas,Jardim Instituto Agronomico.,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,IAN035478,IAN035478 IAN035478_e,NA,NA,NA,"1012",NA,NA,Southern America,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"39",2020-01-20 14:40:31-03,UPM,MACK,"394",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Wied-Neuw.,"A. V. G. Sousa; J. S. Ferraz",J. S. Ferraz,"2008","03","26",Brasil,SP,São Paulo,Jardim da Universidade Presbiteriana Mackenzie,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"2008","03","26","6",NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.716972,-23.566194,"40",2019-12-12 15:31:44-03,UFABC,HUFABC,"000736",PreservedSpecimen,Plantae,Lamiaceae,Salvia,splendens,Salvia splendens,Sellow ex Roem. & Schult.,"Ivanauskas, N","Teixeira-Costa, L; Rodrigues, D","2014","10","08",Brasil,São Paulo,São Paulo,"Horto Oswaldo Cruz, Horto botânico dentro da área do Instituto Butantan",-46.716972,-23.566194,"-46.716972","-23.566194",NA,NA,"Herbácea, c.s. 2 metros. Borda da mata. Corola de cor vermelha.",HUFABC000736,HUFABC000736,NA,NA,NA,"75",Angiospermas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
