X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,county,phylum,order,scientificNameAuthorship,identifiedBy,imagecode,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8897,-22.0103,"13",2021-03-15 16:37:00-03,NY,NYBG,"594925",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,G. Eiten,"3490","1961","12","02",South America,Brazil,São Paulo,Porto Pulador on the Rio Moji-Guaçu. 9.0 km NNE of the RR station at Santa Eudoxia,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479714' target='other'> <mi>dwc_moreinfo</mi></a>,NY00594925,Sao Carlos,Magnoliophyta,Myrtales,O.Berg,F. F. Mazine,NY00594925_01,-47.8897,-22.0103,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"46",2020-11-04 11:14:41-03,ESALQ,ESA,"14847",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","160.0","1993","03","25",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA014847,Piracicaba,Magnoliophyta,NA,O.Berg,"Kawasaki, M.L.",ESA014847,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"47",2020-11-04 11:14:41-03,ESALQ,ESA,"83228",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Chaddad Jr., J.","120.0","2002","12","20",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA083228,Piracicaba,Magnoliophyta,NA,NA,"Mazine, F.F.",NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"48",2020-11-04 11:14:41-03,ESALQ,ESA,"14650",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Pereira, D.L.","14.0","1986","10","07",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA014650,Piracicaba,Magnoliophyta,NA,O.Berg,"Kawasaki, M.L.",ESA014650,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"49",2020-11-04 11:14:41-03,ESALQ,ESA,"4326",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Catharino, E.L.M.","630.0","1986","01","07",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA004326,Piracicaba,Magnoliophyta,NA,Berg,"Kawasaki, M.L.",ESA004326,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.6100006103516,-23.1000003814697,"55",2020-11-04 11:14:41-03,ESALQ,ESA,"17702",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Ivanauskas, N.M. ; Nave, A.G.",NA,"1994","01","12",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA017702,Itatinga,Magnoliophyta,NA,O.Berg,"Sobral, M. & Mazine, F.F.",ESA017702,-48.6100006103516,-23.1000003814697,NA,NA,NA,NA,NA,NA,NA,"28219",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"56",2020-11-04 11:14:41-03,ESALQ,ESA,"12750",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Souza, V.C. et al.","4852.0","1993","12","02",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA012750,Piracicaba,Magnoliophyta,NA,O.Berg,"Mazine, F.F.",NA,-47.6399993896484,-22.7199993133545,NA,NA,"1998","11",NA,NA,"13","44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"57",2020-11-04 11:14:41-03,ESALQ,ESA,"14656",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Pereira, D.L.","20.0","1986","10","07",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA014656,Piracicaba,Magnoliophyta,NA,O.Berg,"Kawasaki, M.L.",ESA014656,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"58",2020-11-04 11:14:41-03,ESALQ,ESA,"4327",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Catharino, E.L.M.","241.0","1985","02","17",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA004327,Piracicaba,Magnoliophyta,NA,O.Berg,"Kawasaki, M.L.",ESA004327,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"59",2020-11-04 10:56:24-03,ESALQ,ESA,"136027",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,F.F. Mazine,"1090.0","2008","11","13",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA136027,Piracicaba,NA,NA,O. Berg,F.F. Mazine,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"60",2020-11-04 10:56:24-03,ESALQ,ESA,"137009",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,C.M. Beltrati,"118.0","1987","11","12",NA,Brasil,São Paulo,Bruna,NA,NA,NA,ESA137009,Rio Claro,NA,NA,O.Berg,F.F. Mazine,NA,-47.560001373291,-22.4099998474121,NA,NA,"1997",NA,NA,NA,NA,"21773",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885,-24.608333,"75",2021-03-01 16:36:23-03,UNICAMP,UEC,"72738",S,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC","1017","1995","01","10",NA,Brazil,São Paulo,Estação Experimental do IAC,NA,NA,"Árvore ca. 10m alt.; flores brancas.; Floresta Alta",NA,Pariquera-Açu,Magnoliopsida,NA,O.Berg,"Mazine, FF",NA,-47.885,-24.608333,NA,NA,"2002","10","-47.885","-24.608333",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"77",2021-03-01 16:36:24-03,UNICAMP,UEC,"662528",S,Plantae,Myrtaceae,Eugenia,ypanemensis,Eugenia ypanemensis,"Pedroni, F",s.n.,"1993","05","21",NA,Brazil,São Paulo,Núcleo Picinguaba.,NA,NA,"Árvore de 5 m de altura, frutos de casca amarelada.; Margens do Rio da Fazenda.",UEC080188,Ubatuba,Magnoliopsida,NA,O.Berg,NA,UEC080188,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2999992370605,-21.2700004577637,"118",2020-12-21 16:36:42-03,MBM,MBM,"248161",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,repanda,Eugenia repanda,"Nicolau, S.A.; et al.; et al.","2135","1999","12","16",Southern America,Brazil,São Paulo,"Fazenda Santa Carlota, Rio Pardo",NA,NA,NA,MBM248161,Cajuru,NA,NA,O.Berg,"Kawasaki, M.L.",MBM248161,-47.2999992370605,-21.2700004577637,NA,NA,NA,NA,NA,NA,NA,"21243",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
