X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,barcode,imagecode,geoFlag,yearIdentified,monthIdentified,dayIdentified,locality,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,typeStatus,continentOcean,class,order,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"1",2020-11-04 11:03:58-03,ESALQ,ESA,"14479",PreservedSpecimen,Plantae,Magnoliophyta,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A.","Barreto, K.D. et al.","1222.0","1993","09","22",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",ESA014479,ESA014479,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5975,-22.716944,"3",2021-02-07 08:35:28-03,MN,R,"224129",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Neves, B.F.S.","Neves, B.F.S. 342; Almeida, M.C.",NA,"2015","07","11",Brasil,São Paulo,São José do Barreiro,-44.5975,-22.716944,NA,R010016874,NA,NA,"2015","07","11",Parque Nacional da Bocaina,44°35'51''W,22°43'01''S,"1890","1890",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"4",2021-02-07 08:35:28-03,MN,R,"214743",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,NA,"Mattos, J.","14998","1967","07","26",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",R010016877,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"5",2021-02-07 08:35:28-03,MN,R,"214742",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,NA,"Moura, R.","550","2008","04","02",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",R010016876,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-22.566667,"8",2019-08-20 09:59:18-03,UNICAMP,UEC,"69193",S,Plantae,Liliopsida,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Sazima, M; Sazima, I","32536","1994","12","15",Brazil,São Paulo,Campos do Jordão,-47.55,-22.566667,NA,UEC043477,UEC043477,NA,"1998","08","18",Parque Estadual de Campos do Jordão,"-47.55","-22.566667",NA,NA,"flor, Flores vermelho-acastanhado, odor semelhante ao alho, antese noturna. Há diapositivos da planta no ambiente. Há material fixado (flores).",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"9",2021-03-01 16:19:09-03,UNICAMP,UEC,"98864",S,Plantae,Liliopsida,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Sazima, M; Buzato, S; Sazima, I","32328","1995","04","24",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",UEC055698,UEC055698,auto,"1998","08","18",Horto Florestal de Campos do Jordão,NA,NA,NA,NA,Flores amarelas.,holotypus,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"10",2021-03-01 16:19:09-03,UNICAMP,UEC,"86417",S,Plantae,Liliopsida,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Sazima, M; Buzato, S; Sazima, I","32329","1995","04","24",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",UEC083921,UEC083921,auto,"1998","08","18",Horto Florestal de Campos do Jordão,NA,NA,NA,NA,Flores rosadas.,paratypus,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"11",2021-03-01 16:19:09-03,UNICAMP,UEC,"86418",S,Plantae,Liliopsida,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Sazima, M; Buzato, S; Sazima, I","32328","1995","04","24",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",UEC083924,UEC083924,auto,"1998","08","18",Horto Florestal de Campos do Jordão,NA,NA,NA,NA,Flores amarelas.,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"12",2021-03-01 16:19:09-03,UNICAMP,UEC,"98863",S,Plantae,Liliopsida,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Sazima, M; Buzato, S; Sazima, I","32329","1995","04","24",Brazil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",UEC055693,UEC055693,auto,"1998","08","18",Horto Florestal de Campos do Jordão,NA,NA,NA,NA,Flores rosadas.,paratypus,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.015278,-23.228333,"19",2021-03-04 15:42:00-03,IF,SPSF,"51479",PreservedSpecimen,Plantae,Magnoliophyta,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,A. Maruyama,A. Maruyama & L. Cicco,"634","2016","11","14",Brasil,SP,Cunha,-45.015278,-23.228333,NA,NA,NA,NA,"2016","11","14",NA,NA,NA,"1083","1083","COLETA: Epífita com sépalas esverdeadas e inflorescência alongada; GEOGRAFIA: Floresta Aluvial;",NA,América do Sul,Liliopsida,Bromeliales,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"23",2019-11-21 10:02:55-03,IBt,SP,"101698",S,Plantae,NA,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Mattos, J; Mattos, N","14998","1967","07","26",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",SP053892,SP053892,auto,"1998","08","18",Fazenda da Guarda (Reserva Florestal),NA,NA,NA,NA,"Na mata virgem sobre o tronco de myrtaceas, pedúnculo com ca. de 1,5m compr., flores amarelas, filetes, estiletes e estígma amarelos",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"24",2019-11-21 10:02:55-03,IBt,SP,101698a,Extra,Plantae,NA,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Mattos, J; Mattos, N","14998","1967","07","26",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",SP053893,SP053893,auto,"1998","08","18",Fazenda da Guarda (Reserva Florestal),NA,NA,NA,NA,"Na mata virgem sobre o tronco de myrtaceas, pedúnculo com ca. de 1,5m compr., flores amarelas, filetes, estiletes e estígma amarelos",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"25",2019-11-21 10:02:55-03,IBt,SP,"101695",S,Plantae,NA,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Mattos, J; Mattos, N","14997","1967","07","26",Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",SP053894,SP053894,auto,"1998","08","18",Fazenda da Guarda (Reserva Florestal),NA,NA,NA,NA,"Na mata virgem, sobre a casca do tronco da Araucaria angustifolia",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"26",2019-11-21 10:02:55-03,IBt,SP,"32436",S,Plantae,NA,Bromeliaceae,Vriesea,sazimae,Vriesea sazimae,Leme,"Costa, A","Kuhlmann, M",s.n.,"1935","01",NA,Brasil,São Paulo,Campos do Jordão,-45.5900001525879,-22.7299995422363,"21048",SP053895,SP053895,auto,"1998","08","18",Umuarama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
