X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,class,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.29971,-23.777841,"3",2021-03-15 16:37:00-03,NY,NYBG,"685218",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,L. G. Clark,M. Kuhlmann,"2740","1951","11","22",South America,Brazil,São Paulo,NA,Paranapiacaba,-46.29971,-23.777841,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887511' target='other'> <mi>dwc_moreinfo</mi></a>,NY00685218,NY00685218_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"22",2020-12-20 21:18:55-03,UFV,VIC,"45833",PreservedSpecimen,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Doll) L.G.Clarck,NA,"R.J.F.Garcia; G.M.P.Ferreira","1482","1998","06","03",NA,Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu., Área à direita da estrada. Borda de matinha de até 10 m de altura num fundo de linha de drenagem.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Planta bambusóide; ápice dos entre-nós branco; corte rente ao chão.; Ápice dos entre-nós branco.; Planta bambusóide.",VIC045833,VIC045833,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8400001525879,-23.5300006866455,"38",2020-12-21 16:40:11-03,MBM,MBM,"194537",PreservedSpecimen,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Doell) L.G. Clark,"Clark, L.G.","Clark, L.G.; et al.; et al.","832",NA,NA,NA,Southern America,Brazil,São Paulo,Salesópolis,Reserva Biológica de Boracéia,-45.8400001525879,-23.5300006866455,NA,NA,NA,NA,MBM194537,MBM194537,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"65",2019-11-13 11:28:42-03,USP,SPF,"165590",PreservedSpecimen,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,Anônimo,"Garcia, RJF","1521","1998","06","04",NA,Brasil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha à direita da estrada da entrada.&nf;Coordenadas: X = 323316 - Y = 7346704.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SPF00165590,SPF00165590 SPF00165590_1,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"90",2021-03-04 15:42:11-03,IF,SPSF,"31575",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Chusquea,attenuata,Chusquea attenuata,NA,NA,R.J.F. Garcia,"1521","1998","06","04",América do Sul,Brasil,SP,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutú",-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"53584",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"91",2021-03-04 15:42:11-03,IF,SPSF,"41946",PreservedSpecimen,Plantae,Magnoliophyta,Poales,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Doell) L.G.Clark,L.G.Clark,R.J.F. Garcia & J.V.Coffani Nunes & B.Utsumi & M.A.Mata,"1433","1997","12","13",América do Sul,Brasil,SP,São Paulo,"P.E.Serra do Mar, Núcleo Curucutu",-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: Planta bambusóide entouceirada, espiguetas verdes.; GEOGRAFIA: Trilha do Mirante.;",NA,NA,"53584",auto,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5,-23.8,"98",2019-11-21 10:15:05-03,IBt,SP,"238270",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,NA,"Clark, L; Windisch, P","729","1990","03","05",NA,Brasil,São Paulo,São Bernardo do Campo,"old road to Santos, Caminho do Mar, km 41.3, near Pouso Paranapiacaba (Casa de Pedra)",-46.5,-23.8,"740","740",NA,NA,SP042269,SP042269,NA,NA,NA,NA,NA,NA,"-46.5","-23.8",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.453611,-23.861389,"100",2019-11-21 10:15:06-03,IBt,SP,"415739",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,"Shirasuna, RT","Shirasuna, RT","2770","2010","02","12",NA,Brasil,São Paulo,São Bernardo do Campo,"São Bernardo-Cubatão, Estrada Velha de Santos, Caminho do Mar",-46.453611,-23.861389,"499","499",NA,NA,NA,NA,NA,NA,NA,"2010","02",NA,"-46.453611","-23.861389",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.323889,-23.777778,"101",2019-11-21 10:15:06-03,IBt,SP,"425858",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,"Shirasuna, RT","Shirasuna, RT; et al.","2893","2010","10","20",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, trilha 25",-46.323889,-23.777778,"786","786",NA,NA,SP042267,SP042267,NA,NA,NA,"2010","10",NA,"-46.323889","-23.777778",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"103",2019-11-21 10:15:05-03,IBt,SP,"235403",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,"Clark, LG","Hashimoto, G","10715","1984","11","25",NA,Brasil,São Paulo,Cubatão,Serra do Mar,-46.4199981689453,-23.8899993896484,NA,NA,NA,NA,NA,NA,"15123",auto,NA,"2006","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"104",2019-11-21 10:15:05-03,IBt,SP,"195205",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,"Shirasuna, RT","Kirizawa, M; Lopes, EA","1111","1983","11","29",NA,Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,Freqüente na área de campo,NA,NA,"27258",auto,NA,"2014","05","20",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"105",2019-11-21 10:15:06-03,IBt,SP,"270041",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,"Shirasuna, RT","Sugiyama, M; Rossi, L","1234","1994","09","30",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Campo Grande, mata secundária",-46.5299987792969,-23.6599998474121,NA,NA,NA,"Muito freqüente na área, subida do morro perto do campo queimado",NA,NA,"27258",auto,NA,"2014","05","20",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"106",2019-11-21 10:15:06-03,IBt,SP,"270043",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,"Shirasuna, RT","Sugiyama, M; Rossi, L","1236","1994","09","30",NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, Campo Grande, picada um",-46.5299987792969,-23.6599998474121,NA,NA,NA,"Coletada em área de campo, próximo do morro do Touro, estéril",NA,NA,"27258",auto,NA,"2014","05","20",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"107",2019-11-21 10:15:05-03,IBt,SP,"153830",S,Plantae,NA,NA,Poaceae,Chusquea,attenuata,Chusquea attenuata,(Döll) L.G.Clark,"Shirasuna, RT","Kuhlmann, M","2740","1951","11","21",NA,Brasil,São Paulo,Santo André,Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,A beira da estrada de rodagem,SP042270,SP042270,"27258",auto,NA,"2014","05","20",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
