X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,phylum,order,infraspecificEpithet,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.25,-23.75,"48",2021-02-08 11:09:32-03,UNESP-IBB,BOTU,"13171",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,brasiliensis,Calyptranthes brasiliensis,Spreng.,NA,"Amaral Jr., A.","44","1985","04","25",Brasil,São Paulo,Santo André,NA,-46.25,-23.75,46°15'w,23°45's,NA,NA,NA,BOTU013171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"71",2020-01-20 14:40:42-03,UPM,MACK,"2436",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O. Berg,R. J. F. Garcia,E. H. P. Barretto,"1","2009","11","10",Brasil,SP,São Paulo,Parque Tenente Siqueira Campos (Trianon),-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"2012","07","11",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"72",2020-01-20 14:40:42-03,UPM,MACK,"2634",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O. Berg.,M. Fascina,E. H. P. Barretto,"1","2009","11","10",Brasil,SP,São Paulo,Parque Trianon,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"2011","12",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"73",2020-01-20 14:40:42-03,UPM,MACK,"519",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O. Berg,S. Honda,S. Honda,"653","2008","06","16",Brasil,SP,São Paulo,"Sítio Roda d'água, Parelheiros, mata",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"2009","04","08",NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"159",2020-11-04 11:14:21-03,ESALQ,ESA,"87404",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Aguiar, O.T.","Arzolla, F.A.R.D.P.","108.0","2000","03","22",Brasil,São Paulo,Mairiporã,NA,-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,NA,ESA087404,ESA087404,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4599990844727,-24.2800006866455,"160",2020-11-04 10:56:23-03,ESALQ,ESA,"116666",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,NA,"Meireles, L.D.","Souza, V.C.",NA,"2012","01","01",Brasil,São Paulo,Miracatu,NA,-47.4599990844727,-24.2800006866455,NA,NA,NA,NA,NA,ESA116666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43974",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"161",2020-11-04 11:14:21-03,ESALQ,ESA,"28948",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M.","250.0","1995","07","20",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA028948,ESA028948,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"162",2020-11-04 11:14:21-03,ESALQ,ESA,"28956",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M.","184.0","1995","05","25",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA028956,ESA028956,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"163",2020-11-04 11:14:21-03,ESALQ,ESA,"28946",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M.","109.0","1995","04","18",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA028946,ESA028946,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"164",2020-11-04 11:14:21-03,ESALQ,ESA,"28947",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M.","185.0","1995","05","25",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA028947,ESA028947,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"165",2020-11-04 11:14:21-03,ESALQ,ESA,"40026",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,NA,"Sartori, A. et al.","33152.0","1995","02","10",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA040026,ESA040026,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9099998474121,-22.5400009155273,"166",2020-11-04 10:56:23-03,ESALQ,ESA,"132705",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,NA,NA,"Souza, V.C.",NA,"2013","07","01",Brasil,São Paulo,São Pedro,"Cerca de 1 km do portal do Alto da Serra em direção a Itirapina. Fragmento de Floresta Estacional Semidecidual, na borda da estrada.",-47.9099998474121,-22.5400009155273,"-47,914,639","-2,249,825",NA,NA,"Arvoreta, ca. 5 m alt. Vegetativo.",ESA132705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19379",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5099983215332,-22.5799999237061,"169",2020-11-04 11:14:21-03,ESALQ,ESA,"14905",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Sobral, M.","Barreto, K.D. et al.","1007.0","1993","08","11",Brasil,São Paulo,Iracemápolis,NA,-47.5099983215332,-22.5799999237061,NA,NA,NA,NA,NA,ESA014905,ESA014905,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"15394",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"170",2020-11-04 11:14:21-03,ESALQ,ESA,"9085",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M. ; Godon, M.","396.0",NA,NA,NA,Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA009085,ESA009085,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"171",2020-11-04 11:14:21-03,ESALQ,ESA,"27822",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,Cambess.,"Sobral, M.","Souza, V.C. et al.","10466.0","1996","01","25",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA027822,ESA027822,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"172",2020-11-04 11:14:21-03,ESALQ,ESA,"17729",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Aguiar, O.T.","Ivanauskas, N.M.","15.0","1995","02","10",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA017729,ESA017729,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"173",2020-11-04 11:14:21-03,ESALQ,ESA,"28955",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M.","157.0","1995","05","24",Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,ESA028955,ESA028955,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"174",2020-11-04 11:14:21-03,ESALQ,ESA,"6961",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg,"Barroso, G.M.","Moraes, P.L.R.",NA,"1990","01","01",Brasil,São Paulo,São Miguel Arcanjo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,ESA006961,ESA006961,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,"27904",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"175",2020-11-04 11:14:21-03,ESALQ,ESA,"123644",PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","1032.0","2013","04","30",Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA), Trilha da Serraria.",-47.5,-23.9599990844727,NA,NA,NA,NA,"Árvore, 18m",ESA123644,NA,"2013","04","30",Magnoliophyta,NA,NA,NA,NA,NA,"41034",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.39,-23.96,"178",2015-07-02 14:03:07-03,JBP,HPL,"12024",S,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O. Berg,M. Sobral,"C. Moura, M. Fachada & J. Cardoso","54","2003","11","27",Brasil,SP,São Vicente,"Coletado no Parque Estadual Xixová-Japuí, trilha da costeira, morro do Japuí, mata de encosta. 23° 58' 37 - 24° 02' 06 lat. S e 46° 22' 19 - 46° 24' 42 long. W.",-46.39,-23.96,NA,NA,NA,NA,NA,NA,NA,"2005","10","10",NA,NA,NA,NA,NA,NA,"25482",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.55,-24.7,"179",2015-07-02 14:03:07-03,JBP,HPL,"9417",S,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,NA,R. Tsuji,R. Tsuji,"2127","2007","09","05",Brasil,SP,Iguape,"Coletado nas proximidades do município de Iguape; Bairro Jaeri, em estrada de terra.",-47.55,-24.7,NA,NA,NA,NA,NA,NA,NA,"2007","09","05",NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.88,-24.71,"180",2015-07-02 14:03:07-03,JBP,HPL,"10210",S,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,NA,H. Lorenzi,H. Lorenzi,"1575","1994","06","20",Brasil,SP,Pariquera-Açú,"Coletado na estação do Instituto Agronômico de Campinas (IAC); em área de mata de terreno seco.",-47.88,-24.71,NA,NA,NA,NA,NA,NA,NA,"1994","06","20",NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.624975,-23.643586,"293",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0060138,PreservedSpecimen,Plantae,Myrtaceae,Calyptranthes,grandifolia,Calyptranthes grandifolia,O.Berg in Mart.,M. L. Kawasaki,O. Handro,NA,"1934","1","30",Brazil,Sao Paulo,NA,São Paulo. Nativa no Jardim Botânico.,-46.624975,-23.643586,NA,NA,NA,NA,"Árvore grande da mata, flores alvas.",NA,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
