X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,dayIdentified,typeStatus,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"133",2019-05-06 11:54:06-03,UFU,HUFU,"71152",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Scaramuzza, C.A.M.; Souza, V.C.","657","1991","02","08",NA,Brasil,NA,NA,"Erva com flor alvas.; Campo limpo.",HUFU00072397,NA,NA,Sch.Bip. ex Baker,"Nakajima, J.N.",São Paulo,Itararé,"Horto Florestal, Área pedregosa.",-49.3400001525879,-24.1100006103516,HUFU00072397,NA,NA,"2015","11",NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"134",2019-05-06 11:54:06-03,UFU,HUFU,"71158",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, V.C.; Sakuragui, C.M.; Scaramuzza, C.A.M.; Fina, B.G.; Rolim, G.S. & Shimabukuro, M.T.","2246","1993","02","13",NA,Brasil,NA,NA,"Erva, flores alvas.",HUFU00072400,NA,NA,Sch.Bip. ex Baker,"Nakajima, J.N.",São Paulo,Itararé,"Itararé Bonsucesso, Próximo à entrada da Fazenda São Nicolau.",-49.3400001525879,-24.1100006103516,HUFU00072400,NA,NA,"2000","08",NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"141",2019-05-06 11:54:06-03,UFU,HUFU,"71184",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Pirani, J.R.; Yano, O. & Santos, D.P.","382","1983","01","12",NA,Brasil,NA,NA,"Erva, flores alvas, entre gramíneas.",HUFU00072404,NA,NA,Sch.Bip. ex Baker,"Scaramuzza, C.A.M.",São Paulo,Itaberá,"Rio Lageado da Vaca, Margem do Rio Lageado da Vaca",-49.1300010681152,-23.8600006103516,HUFU00072404,NA,NA,"1995","03",NA,NA,"29370",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"142",2019-05-06 11:54:06-03,UFU,HUFU,"71156",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, V.C.; Miyagi, P.H.; Souza, J.P. & Scalon, V.R.","8618","1995","05","28",NA,Brasil,NA,NA,"Erva, até 20 cm alt.; flores alvas.; Campo arenoso.",HUFU00072398,NA,NA,Sch.Bip. ex Baker,"Nakajima, J.N.",São Paulo,Itapeva,Estação Ecológica de Itapeva,-48.8699989318848,-23.9799995422363,HUFU00072398,NA,NA,"2000","10",NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"143",2019-05-06 11:54:06-03,UFU,HUFU,"71159",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, V.C.; Sakuragui, C.M.; Scaramuzza, C.A.M.; Fina, B.G.; Rolim, G.S. & Shimabukuro, M.T.","2310","1993","02","14",NA,Brasil,NA,NA,"Erva, 40 cm alt., invólucro vináceo-escuro, capítulos verde-claros.",HUFU00072401,NA,NA,Sch.Bip. ex Baker,"Nakajima, J.N.",São Paulo,Itararé,Fazenda do IAC,-49.3400001525879,-24.1100006103516,HUFU00072401,NA,NA,"1997","05",NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.259722,-24.270556,"148",2019-11-21 10:01:24-03,IBt,SP,"405403",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Elias, SI; Silva, MMR; Amador, DB; Freitas, FO; Rodrigues, RR; Souza, VC; Tamashiro, JY; e","241","1997","12","16",NA,Brasil,NA,NA,NA,NA,NA,NA,Sch.Bip. ex Baker,"Nakajima, JN",São Paulo,Bom Sucesso de Itararé,Fazenda Santa Maria do Espinho e Saco Grande,-49.259722,-24.270556,NA,NA,NA,NA,NA,"-49.259722","-24.270556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1399993896484,-24.3099994659424,"153",2019-11-21 10:01:24-03,IBt,SP,"278767",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, VC; Miyagi, PH; Moncaio, E","6176","1994","06","04",NA,Brasil,NA,NA,NA,NA,NA,NA,Sch.Bip. ex Baker,"Nakajima, JN",São Paulo,Bom Sucesso de Itararé,Fazenda São Nicolau,-49.1399993896484,-24.3099994659424,NA,NA,NA,"1999","01",NA,NA,"14955",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-23.8600006103516,"154",2019-11-21 10:01:24-03,IBt,SP,"184038",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Pirani, JR; Yano, O; Santos, DP","382","1983","01","12",NA,Brasil,NA,NA,NA,NA,NA,NA,Sch.Bip. ex Baker,"Scaramuzza, CAM",São Paulo,Itaberá,Margem do rio Lageado da Vaca,-49.1300010681152,-23.8600006103516,NA,NA,NA,"1995","03",NA,NA,"29370",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"155",2019-11-21 10:01:24-03,IBt,SP,"287300",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, VC; Miyagi, PH; Souza, JP; Scalon, VR","8618","1995","05","28",NA,Brasil,NA,NA,NA,NA,NA,NA,Sch.Bip. ex Baker,"Nakajima, JN",São Paulo,Itapeva,Estação Ecológica de Itapeva,-48.8699989318848,-23.9799995422363,NA,NA,NA,"1999","01",NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"156",2019-11-21 10:01:24-03,IBt,SP,"287318",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Miyagi, PH; et al.","434","1995","02","12",NA,Brasil,NA,NA,NA,NA,NA,NA,Sch.Bip. ex Baker,"Nakajima, JN",São Paulo,Itararé,"Fazenda São Nicolau. Borda de encosta, ca. 35 km de Itararé em direção a Bonsucesso de Itararé",-49.3400001525879,-24.1100006103516,NA,NA,NA,"1999","01",NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
