X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,dayIdentified,typeStatus,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"15",2020-11-04 11:02:12-03,ESALQ,ESA,"8799",PreservedSpecimen,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1991","02","08",NA,Brasil,NA,NA,NA,ESA008799,Magnoliophyta,NA,Schl. Bip. ex Baker,"Nakajima, J.N.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,ESA008799,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"16",2020-11-04 11:02:12-03,ESALQ,ESA,"20423",PreservedSpecimen,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","434.0","1995","02","12",NA,Brasil,NA,NA,Subarbusto. flores brancas,ESA020423,Magnoliophyta,NA,NA,"Nakajima, J.N.",São Paulo,Itararé,Fazenda São Nicolau. Campo. Borda de encosta. ca 35 Km de Itararé em direção a Bonsucesso de Itararé.,-49.3400001525879,-24.1100006103516,NA,NA,NA,"2017",NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"17",2020-11-04 11:02:12-03,ESALQ,ESA,"8788",PreservedSpecimen,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Scaramuzza, C.A.M. ; Souza, V.C.","66.0","1989","04","09",NA,Brasil,NA,NA,NA,ESA008788,Magnoliophyta,NA,NA,"Nakajima, J.N.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,"2017",NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"19",2020-11-04 11:02:12-03,ESALQ,ESA,"25590",PreservedSpecimen,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Scalon, V.R.","8618.0","1995","05","28",NA,Brasil,NA,NA,NA,ESA025590,Magnoliophyta,NA,NA,"Nakajima, J.N.",São Paulo,Itapeva,NA,-48.8699989318848,-23.9799995422363,NA,NA,NA,"2017",NA,NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"20",2020-11-04 11:02:12-03,ESALQ,ESA,"26552",PreservedSpecimen,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, V.C. et al.","2246.0","1993","02","13",NA,Brasil,NA,NA,NA,ESA026552,Magnoliophyta,NA,Schl. Bip. ex Baker,"Nakajima, J.N.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,ESA026552,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"21",2020-11-04 11:02:12-03,ESALQ,ESA,"9136",PreservedSpecimen,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, V.C. et al.","2310.0","1993","02","14",NA,Brasil,NA,NA,NA,ESA009136,Magnoliophyta,NA,Schl. Bip. ex Baker,"Nakajima, J.N.",São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,ESA009136,NA,NA,NA,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.29,-22.77,"22",2015-07-02 14:00:58-03,JBP,HPL,"11396",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,H. Lorenzi,"6489","2008","05","04",NA,Brasil,NA,NA,NA,NA,NA,NA,Sch. Bip. ex Baker,V.C. Souza,SP,Nova Odessa,"Coletado e cultivado no Jardim Botânico Plantarum; originário de Itararé-SP, nativa em campos.",-47.29,-22.77,NA,NA,NA,"2011","01",NA,NA,"8440",auto,NA,NA,"25",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.8699989318848,-23.9799995422363,"37",2021-03-01 16:25:19-03,UNICAMP,UEC,"76291",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, VC; Miyage, PH; Souza, JP; Scalon, VR","8618","1995","05","28",NA,Brazil,NA,NA,Erva até 20cm alt. Flores alvas.,UEC130476,Magnoliopsida,NA,Sch.Bip. ex Baker,"Nakajima, JN",São Paulo,Itapeva,Estação ecológica de Itapeva. Campo arenoso.,-48.8699989318848,-23.9799995422363,UEC130476,NA,NA,"1997","03",NA,NA,"42926",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.259722,-24.270556,"130",2019-05-06 11:54:06-03,UFU,HUFU,"71161",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Ivanauskas, N.M. &","241","1997","12","16",NA,Brasil,NA,NA,"Erva, de 15 cm alt. Caule arroxeado. flores brancas.; Campo, beira do Rio.",HUFU00072402,NA,NA,Sch.Bip. ex Baker,"Nakajima, J.N.",São Paulo,Bom Sucesso do Itararé,"Fazenda Santa Maria do Espinho, E Saco Grande Bom Sucesso do Itararé",-49.259722,-24.270556,HUFU00072402,NA,NA,"1998",NA,"-49.259722","-24.270556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.15,-24.266667,"131",2019-05-06 11:54:06-03,UFU,HUFU,"71157",S,Plantae,Asteraceae,Stevia,leptophylla,Stevia leptophylla,"Souza, V.C.; Miyagi, P.H. & Moncaio, E.","6176","1994","06","04",NA,Brasil,NA,NA,"Erva, até 25 cm alt.; flores alvas.; Campo rupestre em escarpa íngreme.",HUFU00072399,NA,NA,Sch.Bip. ex Baker,"Nakajima, J.N.",São Paulo,Bonsucesso de Itararé,"Fazenda São Nicolau, Fazenda São Nicolau.",-49.15,-24.266667,HUFU00072399,NA,NA,"2000","10","-49.15","-24.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
