X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8800010681152,-24.7099990844727,"21",2020-11-04 11:14:21-03,ESALQ,ESA,"28949",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M.","182.0","1995","05","25",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA028949,ESA028949,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"22",2020-11-04 11:14:21-03,ESALQ,ESA,"29413",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M. et al.","968.0","1995","01","01",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029413,ESA029413,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"23",2020-11-04 11:14:21-03,ESALQ,ESA,"52000",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O. Berg.,NA,"Lima, R.A.F.","431.0",NA,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente (sub-parcela D0) - Parque Estadual de Carlos Botelho,-47.9199981689453,-24.3799991607666,NA,"1,2cm de DAP e 2,5 m de altura",ESA052000,ESA052000,NA,"400","400","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"24",2020-11-04 11:14:21-03,ESALQ,ESA,"83727",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,NA,"Souza, V.C.","Souza, V.C.; Duarte, A.R.; Sampaio, D.; Nogueira, A.; Castanho, C.T.; Rando, J.G.","29005.0","2003","02","18",NA,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho. Floresta Ombrófila Densa. Área do Projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,"Arvoreta, ca. 4 m alt.; botões castanhos.",ESA083727,NA,NA,"300","300","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"25",2020-11-04 11:14:21-03,ESALQ,ESA,"128857",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,NA,"Meireles, L.","Colletta, G.D.","1226.0","2013","06","17",NA,Brasil,São Paulo,Ilhabela,"Trilha para castelhanos, Poço da ducha",-45.3499984741211,-23.7700004577637,NA,"Árvore, 4m, frutos imaturos verdes, indumento ferrugineo",ESA128857,NA,NA,NA,NA,"23719",auto,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.36,-23.45,"27",2020-11-04 11:14:21-03,ESALQ,ESA,"68353",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,NA,"Mazine, F.F.","Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3624.0","2000","04","20",NA,Brasil,São Paulo,São Sebastião,Parque Estadual da Serra do Mar. Trilha das cachoeiras do Ribeirão Itu. Floresta Ombrófila Densa de Encosta com sinais perturbação. Interior de floresta (próximo à borda do ribeirão),-45.36,-23.45,NA,"Árvore 7m, flores brancas.",ESA068353,ESA068353,NA,"190","190",NA,NA,NA,NA,NA,NA,"-45.36","-23.45",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"28",2020-11-04 11:14:21-03,ESALQ,ESA,"101546",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,NA,"Rodrigues, R.R. & Souza, V.C.","Braidotti, J.C.","92.0","2005","03","26",NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA101546,ESA101546,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"29",2020-11-04 10:56:23-03,ESALQ,ESA,"136229",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O. Berg,S. Honda,R.J.F. Garcia,"2434.0","2005","02","16",NA,Brasil,São Paulo,Cubatão,NA,-46.4199981689453,-23.8899993896484,NA,NA,ESA136229,NA,NA,NA,NA,"15123",auto,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"30",2020-11-04 11:14:21-03,ESALQ,ESA,"29414",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,"Ivanauskas, N.M.","Ivanauskas, N.M. et al.","969.0","1996","01","30",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA029414,ESA029414,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"31",2020-11-04 11:14:21-03,ESALQ,ESA,"76182",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Calyptranthes,lanceolata,Calyptranthes lanceolata,O.Berg,NA,"Godoy, J.R.L. et al.","55.0","1999","01","10",NA,Brasil,São Paulo,Pariquera-Açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA076182,ESA076182,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
