X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,continentOcean,preparationType,previousCatalogNumber,phylum,order,infraspecificEpithet,typeStatus,class,relatedCatalogItem,individualCount,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.3400001525879,-24.1100006103516,"363",2020-11-04 11:05:57-03,ESALQ,ESA,"16687",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Vitta, F.A.","Souza, V.C. et al.","2346.0","1993","02","17",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA016687,ESA016687,NA,NA,NA,"27729",auto,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"364",2020-11-04 11:05:57-03,ESALQ,ESA,"26566",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Vitta, F.A.","Barreto, K.D. et al.","2905.0","1994","08","16",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,NA,ESA026566,ESA026566,NA,NA,NA,"27729",auto,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7000007629395,-21.5499992370605,"365",2020-11-04 11:05:57-03,ESALQ,ESA,"86472",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link.,"Araújo, A.C.","Bopp, L.T.","64.0",NA,NA,NA,Brasil,São Paulo,Luís Antônio,NA,-47.7000007629395,-21.5499992370605,NA,NA,NA,NA,NA,ESA086472,ESA086472,NA,NA,NA,"26872",auto,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5099983215332,-21.9300003051758,"382",2019-02-15 11:38:49-02,IPA,IPA,"57588",S,Plantae,Cyperaceae,Rhynchospora,enmanuelis,Rhynchospora enmanuelis,Luceño & Rocha,"Rocha, E.A.; Luceño, M.","Vanzela, A.L.L.","148","1995","12","25",Brasil,São Paulo,Tupá,Represa do Sete,-50.5099983215332,-21.9300003051758,NA,NA,NA,NA,NA,IPA0057588,IPA0057588,NA,NA,NA,"21791",auto,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5099983215332,-21.9300003051758,"389",2019-02-15 11:38:52-02,IPA,IPA,"60132",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,NA,"Vanzela, A.L.L.",s.n.,"1995","12","25",Brasil,São Paulo,Tupá,Represa do Sete,-50.5099983215332,-21.9300003051758,NA,NA,NA,NA,NA,IPA0060132,NA,NA,NA,NA,"21791",auto,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5099983215332,-21.9300003051758,"390",2019-02-15 11:38:52-02,IPA,IPA,"66505",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Luceño, M.; Vanzella, A.L.L.","Vanzela, A.L.L.","149","1995","12","25",Brasil,São Paulo,Tupá,Represa do Sete,-50.5099983215332,-21.9300003051758,NA,NA,NA,NA,NA,IPA0066505,NA,NA,NA,NA,"21791",auto,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5099983215332,-21.9300003051758,"394",2019-02-15 11:38:52-02,IPA,IPA,"66506",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Luceño, M.; Vanzella, A.L.L.","Vanzela, A.L.L.","150","1995","12","25",Brasil,São Paulo,Tupá,Represa do Sete,-50.5099983215332,-21.9300003051758,NA,NA,NA,NA,NA,IPA0066506,NA,NA,NA,NA,"21791",auto,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"406",2019-02-15 11:38:52-02,IPA,IPA,"86725",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Silva-Filho, P.J.S.","Eiten, G.; Eiten, L.T.; Eiten, L.T.","2807","1961","05","20",Brasil,São Paulo,Caraguatatuba,beira da estrada.,-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,Restinga.,IPA0086725,NA,"2016","06","13","30093",auto,Southern America,NA,NA,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"486",2021-04-07 11:42:55-03,UFMS,CGMS,"49071",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,Pedro Joel S. Silva Filho,"V.C. Souza; C.M. Sakuragui; C.A.M. Scaramuzza; B.G. Fina; G.S. Rolim; M.T. Shimabukuro","2346","1993","02","17",Brasil,São Paulo,Itararé,Fazenda do IAC. Próximo ao Rio Verde.,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,Espigueta castanhas. Habitat: Afloramento rochoso. Campo dominado por Baccharis trimera. Habito: Erva.,CGMS1079016,NA,"2018",NA,NA,"27729",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.215556,-24.283444,"506",2021-03-01 16:19:44-03,UNICAMP,UEC,"89390",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Vitta, FA","Barreto, KD; Fernandes, GD; Gouvea, J","2905","1994","08","16",Brazil,São Paulo,Itararé,Estação Experimental do IAC,-49.215556,-24.283444,"-49.215556","-24.283444",NA,NA,"Erva, 10cm. de altura. Frutos castanhos.; Brejo.",UEC098254,UEC098254,"1994","10",NA,NA,NA,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"537",2019-08-20 10:00:07-03,UNICAMP,UEC,"110508",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Vitta, FA","Faria, AD; Bittrich, V","323","1999","11",NA,Brazil,São Paulo,Campinas,"Borda de lago, Borda de lago localizado próximo ao Jardim Botânico da UNICAMP.",-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,UEC087733,UEC087733,"2000",NA,NA,"23900",auto,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"538",2021-03-01 16:19:41-03,UNICAMP,UEC,"132858",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Faria, AD","Bittrich, V; Aona, LYS",s.n.s.n.,"2004","02",NA,Brazil,São Paulo,Campinas,"Instituto de Biologia, Espontânea em tanques de cultivo de plantas aquáticas, casa de vegetação, Unicamp.",-47.060001373291,-22.8999996185303,NA,NA,NA,NA,Até 50 cm.,UEC039568,UEC039568,NA,NA,NA,"23900",auto,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"539",2019-08-20 10:00:07-03,UNICAMP,UEC,"94539",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Araújo, AC","Faria, AD; Aona, LYS",95/42,"1995","12","05",Brazil,São Paulo,Campinas,"Unicamp, Lago próx. Engenharia Elétrica no Campus.",-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,UEC087732,UEC087732,"1998","11",NA,"23900",auto,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"540",2021-03-01 16:19:44-03,UNICAMP,UEC,"89388",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Vitta, FA","Souza, VC; Sakuragui, CM; Scaramuzza, CAMR; Fina, BG; Rolim, GS; Shimabukuro, MT","2346","1993","02","17",Brazil,São Paulo,Itararé,"Fazenda do IAC, Próximo ao Rio Verde.",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,"Erva, espiguetas castanhas.; Afloramento rochoso.",UEC098256,UEC098256,"1993","10",NA,"27729",auto,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7000007629395,-21.5499992370605,"541",2019-08-20 10:00:07-03,UNICAMP,UEC,"148207",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Dinato, DO","Dahlström, L","52","2008","04","01",Brazil,São Paulo,Luís Antônio,"Campo de gramíneas, encharcado e com poucos arbustos",-47.7000007629395,-21.5499992370605,NA,NA,NA,NA,NA,UEC098253,UEC098253,"2008","08",NA,"26872",auto,NA,NA,NA,Liliopsida,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.519444,-21.935278,"546",2020-02-17 09:45:32-03,UFRPE,PEUFR,"52554",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"M.Luceño; A.L.L.Vanzela",A.L.L.Vanzela,"149","1995","12","25",Brasil,São Paulo,Tupã,Represa dos sete,-50.519444,-21.935278,50º31'10W,21º56'07S,NA,NA,NA,PEUFR052554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.519444,-21.935278,"547",2020-02-17 09:45:32-03,UFRPE,PEUFR,"52555",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"M.Luceño; A.L.L.Vanzela",A.L.L.Vanzela,"145","1995","12","25",Brasil,São Paulo,Tupã,Represa dos sete,-50.519444,-21.935278,50º31'10W,21º56'07S,NA,NA,NA,PEUFR052555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.0525,-24.366111,"593",2021-03-16 17:54:20-03,UCS,HUCS,"44993",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Wild ex Link,NA,"Silva, C.R.M.",s.n.,NA,NA,NA,Brasil,São Paulo,Palmitalzinho,NA,-49.0525,-24.366111,"-49.0525","-24.366111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angiospermae,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.1699981689453,-21.2800006866455,"599",2021-03-16 17:54:20-03,UCS,HUCS,"45368",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Wild ex Link,"Araujo, A.C.","Pietrobom, M.R.S.","3969","1997","01","21",Brasil,São Paulo,Cassia dos Coqueiros,"estrada para o Mirante, em direção a Fazenda Toca da Onça",-47.1699981689453,-21.2800006866455,NA,NA,"1150","1150","mata seca semidecídua de encosta e cerrado, margeando o paredão",NA,NA,NA,NA,NA,"13265",auto,NA,NA,NA,Angiospermae,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6300010681152,-24.3199996948242,"683",2020-12-21 16:22:34-03,MBM,MBM,"272086",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link.,"Thomas, W.W.","Barreto, K.D.; et al.; et al.","3339","1994","12","01",Brazil,São Paulo,Juquiá,Fazenda Primavera,-47.6300010681152,-24.3199996948242,NA,NA,NA,NA,NA,MBM272086,MBM272086,NA,NA,NA,"32505",auto,Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"737",2019-11-01 15:28:11-03,PUC-RIO,FCAB,"1173",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,NA,P.E. Leite S.J.,s.n.,"1946","01",NA,Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,"001173",NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,Angiospermae,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.26667,-24.13333,"812",2017-10-12 15:39:24-03,MNHN,RECOLNAT_MNHN_P,P02228714,PreservedSpecimen,NA,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,NA,"Smith, L.B.|Hatschbach, G.|Klein, R.M.",NA,"1965","1","18",Brasil,Paraná,Jaguariaíva,"Barra do Rio das Mortes, Rio Jaguariaíva.",-49.26667,-24.13333,NA,NA,"810",NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02228714' target='other'> <mi>dwc_moreinfo</mi></a>,P02228714,P02228714_01,NA,NA,NA,NA,NA,NA,hb,NA,NA,NA,NA,NA,NA,NA,NA,"14739",NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"889",2020-12-11 11:43:53-03,UFMG,BHCB,"42151",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,NA,"Souza, VC de; Sakuragui, CM; Scaramuzza, CAM; Fina, BG; Rolim, GS; Shimabukuro, MT","2346","1993","02","17",Brasil,São Paulo,Itararé,"Fazenda do IAC, Próximo ao Rio Verde",-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,"Erva, espiguetas castanhas.; Afloramento rochoso. Campo dominado por Baccharis trimera",BHCB032270,NA,"2018",NA,NA,"27729",auto,Southern America,NA,NA,Monocotyledon,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"1178",2020-08-31 09:20:50-03,INPA,INPA,"78009",S,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Link,"Thomas, WW","Leitão Filho, HF","4037","1976","12","06",Brasil,São Paulo,Mogi Guaçu,Fazenda Campininha.,-46.9421997070312,-22.372200012207,NA,NA,NA,NA,NA,INPA0078009,INPA0078009 INPA0078009_e,"1986",NA,NA,"39309",auto,Southern America,NA,NA,Monocotyledon,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"1299",2021-03-01 11:55:55-03,UFPE,UFP,"34996",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,NA,"Alves, M; E.Anunciação; R.Garcia","1772","2000","01","07",Brasil,São Paulo,Peruíbe,NA,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,"Abundante em área recentemente erodida.; Abundante em área recentemente erodida.",UFP034996,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1300",2021-03-01 11:55:55-03,UFPE,UFP,"36022",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,R.Gross,A.Gehrt,s.n.,"1921","01","10",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Terreno úmido.; Terreno úmido.",UFP036022,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1301",2021-03-01 11:55:55-03,UFPE,UFP,"36023",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,C.F.S.Muniz,F.C.Hoehne,s.n.,"1931","04","02",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP036023,NA,"1979","10",NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.5099983215332,-21.9300003051758,"1302",2021-03-01 11:55:55-03,UFPE,UFP,"12245",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Vanzela, ALL","Vanzela, ALL","150","1995","12","25",Brasil,São Paulo,Tupã,NA,-50.5099983215332,-21.9300003051758,NA,NA,NA,NA,NA,UFP012245,NA,"1995","12",NA,"21791",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"1332",2021-03-01 11:55:55-03,UFPE,UFP,"23167",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,Gehrt A.,"Viegas G.P.; Santoro J.",UFP23167,"1938","12","18",Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,"Herbáceo.; Herbáceo.",UFP023167,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1333",2021-03-01 11:55:55-03,UFPE,UFP,"19177",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Rocha, EA","Vanzela, ALL","380","1996","04","29",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP019177,NA,"1997","08",NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1334",2021-03-01 11:55:55-03,UFPE,UFP,"23170",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,Gros R.,Gerth A.,UFP23170,"1921","11","10",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP023170,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1335",2021-03-01 11:55:55-03,UFPE,UFP,"35401",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,R.Gross,"Barbosa, J",s.n.,"1908","02","06",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP035401,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"1336",2021-03-01 11:55:55-03,UFPE,UFP,"23183",PreservedSpecimen,Plantae,Cyperaceae,Rhynchospora,tenuis,Rhynchospora tenuis,Willd. ex Link,"Rocha, EA",?,"2842","1949","02","11",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,UFP023183,NA,"1997","08",NA,"53584",auto,NA,NA,NA,NA,Poales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
