X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,minimumElevationInMeters,preparationType,occurrenceRemarks,infraspecificEpithet,maximumElevationInMeters,typeStatus,class,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.63,-24.32,"12",2021-03-15 16:37:00-03,NY,NYBG,"555402",PreservedSpecimen,Plantae,Piperaceae,Peperomia,trinervis,Peperomia trinervis minor,C.DC.,NA,E. Pereira,"1961","10","15",Brazil,São Paulo,Juquiá,-47.63,-24.32,NA,NA,NY00555402,NY00555402_01,Magnoliophyta,Piperales,"6030",South America,"BR-2, pr. Juquiá",NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191785' target='other'> <mi>dwc_moreinfo</mi></a>,minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"94",2020-06-15 15:31:08-03,UNESP-RC,HRCB,"70416",PreservedSpecimen,Plantae,Piperaceae,Peperomia,trinervis,Peperomia trinervis,Ruiz & Pav.,G.M. Marcusso,Grupo vermelho_2017,NA,NA,NA,Brasil,São Paulo,Cunha,-44.9599990844727,-23.0699996948242,45.0214° W,23.2357° S,NA,NA,NA,NA,NA,NA,Parque Estadual da Serra do Mar- Núcleo Cunha,NA,NA,NA,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
