X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,typeStatus,infraspecificEpithet,class,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.1300010681152,-23.5200004577637,"10",2020-11-04 11:07:28-03,ESALQ,ESA,"27152",PreservedSpecimen,Plantae,Magnoliophyta,NA,Euphorbiaceae,Croton,hemiargyreus,Croton hemiargyreus,Müll. Arg.,"Caruzo, M.B.R.","Cardoso-Leite, E. ; Oliveira, A.","56.0","1993","07","21",NA,Brasil,São Paulo,São Roque,NA,-47.1300010681152,-23.5200004577637,NA,NA,ESA027152,ESA027152,NA,NA,NA,NA,NA,"15567",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"11",2020-11-04 10:55:26-03,ESALQ,ESA,"133565",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Croton,hemiargyreus,Croton hemiargyreus,Müll.Arg.,"Lima, L.R.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","55.0","2015","06","29",NA,Brasil,São Paulo,Nova Odessa,"Instituto de Zootecnia; Fragmento de Floresta Estacional Semidecidual degradada",-47.2900009155273,-22.7700004577637,NA,Presença de nectários extraflorais,ESA133565,NA,"553","553",NA,NA,NA,"8440",auto,"2015","07","22","-47,.28982º","-22,760175º",NA,NA,NA,"35",São Paulo,SP,Sudeste
