X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,geoFlag,class,order,imagecode,typeStatus,fieldNumber,preparationType,minimumElevationInMeters,verbatimLongitude,verbatimLatitude,maximumElevationInMeters,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"16",2019-11-21 09:59:45-03,IBt,SP,"16811",S,Plantae,NA,Asteraceae,Aldama,goyazii,Aldama goyazii,E.E.Schill. & Panero,"Magenta, M","2015",NA,NA,"Edwall, G",s.n.,"1904","06",NA,NA,Brasil,São Paulo,Itirapina,Morro Pelado.,-47.8199996948242,-22.25,"22843",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"17",2019-11-21 09:59:45-03,IBt,SP,"75378",S,Plantae,NA,Asteraceae,Aldama,goyazii,Aldama goyazii,E.E.Schill. & Panero,"Simão Bianchini, R","2015","04","23","Mattos, JR; Mattos, NF","8534","1960","11","18",NA,Brasil,São Paulo,Mogi Guaçu,Fazenda Campininha 2km NNW de Padua Sales.,-46.9421997070312,-22.372200012207,"39309",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"18",2019-11-21 09:59:45-03,IBt,SP,"80679",S,Plantae,NA,Asteraceae,Aldama,goyazii,Aldama goyazii,E.E.Schill. & Panero,"Magenta, M","2015",NA,NA,"Kuhlmann, M","3695","1955","10","27",NA,Brasil,São Paulo,Mogi Guaçu,"Fazenda Campininha, Padua Sales.",-46.9421997070312,-22.372200012207,"39309",NA,SP032121,auto,NA,NA,SP032121,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.9599990844727,"19",2019-11-21 09:59:45-03,IBt,SP,"50424",S,Plantae,NA,Asteraceae,Aldama,goyazii,Aldama goyazii,E.E.Schill. & Panero,"Magenta, M","2015",NA,NA,"Macedo, A","109","1943","12","06",NA,Brasil,São Paulo,São Vicente,NA,-46.3899993896484,-23.9599990844727,"25482",NA,SP032123,auto,NA,NA,SP032123,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
