X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,relationshipType,relatedCatalogItem,coordinatePrecision,geoFlag,fieldNumber,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.481667,-22.7,"11",2021-03-19 17:59:23-03,UFMG,BHCB,"195332",PreservedSpecimen,Plantae,Monocotyledon,NA,Orchidaceae,Habenaria,umbraticola,Habenaria umbraticola,Barb.Rodr.,NA,"Batista, JAN; Lustre, GMC","3559","2018","02","06",Southern America,Brasil,São Paulo,"Parque Estadual de Campos do Jordão, Horto Florestal. Trilha do Rio Sapucaí",NA,NA,NA,"Erva terrestre. Ocasional; observado um conjunto grande de plantas, mas concentrado em um único ponto ao longo da trilha. Em plena floração. Flores verdes; pétalas e labelo verde claro.; Em floresta montana.",BHCB195332,NA,"2018","02","06",Campos do Jordão,-45.481667,-22.7,"-45.481667","-22.7",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"23",2019-11-21 10:13:27-03,IBt,SP,"55336",S,Plantae,NA,NA,Orchidaceae,Habenaria,umbraticola,Habenaria umbraticola,Barb.Rodr.,"Batista, JAN","Pabst, G","346","1947","02","20",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,NA,NA,"1998","09",NA,Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,"21048",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
