X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,country,stateProvince,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,month,locality,phylum,day,barcode,imagecode,occurrenceRemarks,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,continentOcean,class,order,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-25.0100002288818,"5",2019-08-20 10:00:54-03,UNICAMP,UEC,"139754",S,Plantae,Orchidaceae,Miltonia,russelliana,Miltonia russelliana,(Lindl.) Lindl.,"Singer, RB","Breier, TB; Singer, RB","1036","2003",Brazil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,"37574",auto,"2003","05",NA,"05","Parque Estadual da Ilha do Cardoso, Início da trilha dos índios.",Liliopsida,"10",UEC001907,UEC001907,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"6",2019-08-20 10:00:54-03,UNICAMP,UEC,"140314",S,Plantae,Orchidaceae,Miltonia,russelliana,Miltonia russelliana,(Lindl.) Lindl.,NA,"Ribeiro, JE",s.n.,NA,Brazil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",auto,NA,NA,NA,NA,Picinguaba,Liliopsida,NA,UEC001908,UEC001908,Data de floração: 07/07/2004. Cultivado na casa de vegetação da Unicamp.,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"14",2020-06-17 15:25:21-03,UNESP-RC,HRCB,"10799",PreservedSpecimen,Plantae,Orchidaceae,Miltonia,russelliana,Miltonia russelliana,(Lindl.) Lindl.,J. E. L. S. Ribeiro,"Ribeiro, J. E. L. S.",NA,NA,Brasil,São Paulo,Ubatuba,-45.0699996948242,-23.4300003051758,"34265",auto,NA,NA,NA,NA,Picinguaba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"15",2021-03-04 15:42:06-03,IF,SPSF,"38490",PreservedSpecimen,Plantae,Orchidaceae,Miltonia,russeliana,Miltonia russeliana,Lindl.,R.B.Singer,T.B.Breier & R.B.Singer,"1036","2003",Brasil,SP,Cananéia,-47.9199981689453,-25.0100002288818,"37574",auto,"2003","05","31","05",Parque Estadual da Ilha do Cardoso,Magnoliophyta,"10",NA,NA,"COLETA: Início da trilha dos índios.;",NA,NA,NA,NA,América do Sul,Liliopsida,Orchidales,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"21",2019-11-21 10:12:52-03,IBt,SP,"390545",S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,"Romanini, RP","Romanini, RP","301",NA,Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,"37574",auto,NA,NA,NA,NA,"Ilha do Cardoso, Cultivada na Seção do Orquidário do Instituto de Botânica sob nº IC-93, florescendo em 5-VI-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"22",2019-11-21 10:12:52-03,IBt,SP,"376912",S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,"Romanini, RP","Romanini, RP","207",NA,Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,"37574",auto,"2006",NA,NA,NA,"Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15751, fl. 11-V-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"23",2019-11-21 10:12:52-03,IBt,SP,"377188",S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,"Romanini, RP","Romanini, RP",s.n.,NA,Brasil,São Paulo,Cananéia,-47.9199981689453,-25.0100002288818,"37574",auto,"2006",NA,NA,NA,"Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 17945, fl. 8-VI-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"24",2019-11-21 10:12:52-03,IBt,SP,"8380",S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,"Mamede, MCH","Gehrt, A",s.n.,"1923",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,"15123",auto,"2011","07",NA,"05",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"25",2019-11-21 10:12:52-03,IBt,SP,45970A,S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,"Mamede, MCH","Handro, O",s.n.,"1938",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,"15123",auto,"2011","07",NA,"06",Encosta da Serra do Mar,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"26",2019-11-21 10:12:52-03,IBt,SP,"27293",S,Plantae,Orchidaceae,Anneliesia,russelliana,Anneliesia russelliana,(Lindl.) Senghas & Lückel,NA,"Loefgren, A",CGG3330,"1896",Brasil,São Paulo,Cubatão,-46.4199981689453,-23.8899993896484,"15123",auto,NA,NA,NA,"06",Mata virgem.,NA,NA,SP009622,SP009622,Epífita dep. bulb. e folhas grandes 3-fol.,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
