X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,typeStatus,fieldNumber,individualCount,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"6",2020-11-04 11:18:47-03,ESALQ,ESA,"31255",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Mart.,"Taylor, C.M.","Leitão Filho, H.F. et al.",NA,Brasil,NA,NA,ESA031255,NA,"1997","01","01","34650.0","1996","02","04",São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"7",2020-11-04 11:18:47-03,ESALQ,ESA,"27719",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Mart.,"Taylor, C.M.","Leitão Filho, H.F. et al.",NA,Brasil,NA,NA,ESA027719,ESA027719,"1997","01","01","34593.0","1996","02","01",São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"9",2020-11-04 11:18:47-03,ESALQ,ESA,"31116",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Mart.,"Taylor, C.M.","Leitão Filho, H.F. et al.",NA,Brasil,NA,NA,ESA031116,ESA031116,"1997","01","01","34517.0","1996","01","30",São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"10",2020-11-04 11:18:47-03,ESALQ,ESA,"122963",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,NA,NA,"Zipparro, V.B.",NA,Brasil,NA,NA,ESA122963,NA,NA,NA,NA,"2358.0","2008","02","21",São Paulo,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"11",2020-11-04 11:18:47-03,ESALQ,ESA,"16164",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Mart.,"Taylor, C.M.","Souza, V.C. ; Sakuragui, C.M.",NA,Brasil,NA,NA,ESA016164,ESA016164,"1997","01","01","1616.0","1990","01","01",São Paulo,Ilhabela,NA,-45.3499984741211,-23.7700004577637,NA,NA,NA,NA,"23719",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"12",2020-11-04 11:18:47-03,ESALQ,ESA,"73224",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,NA,"Oliveira, A.C.P.","Ivanauskas, N.M. et al.",NA,Brasil,NA,NA,ESA073224,ESA073224,NA,NA,NA,"4537.0","2001","09","19",São Paulo,São Sebastião,NA,-45.4099998474121,-23.7600002288818,NA,NA,NA,NA,"41977",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"13",2020-11-04 11:18:47-03,ESALQ,ESA,"27643",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Mart.,"Taylor, C.M.","Leitão Filho, H.F. et al.",NA,Brasil,NA,NA,ESA027643,ESA027643,"1997","01","01","34741.0","1996","01","31",São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"14",2020-11-04 11:18:47-03,ESALQ,ESA,"18337",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,"Gomes, M.","Furlan, A. et al.",NA,Brasil,NA,NA,ESA018337,ESA018337,"1997","04","28","1543.0","1994","04","17",São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"15",2020-11-04 11:18:47-03,ESALQ,ESA,"122965",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,NA,NA,"Zipparro, V.B.",NA,Brasil,NA,NA,ESA122965,NA,NA,NA,NA,"2358.0","2008","04","17",São Paulo,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"16",2020-11-04 11:18:47-03,ESALQ,ESA,"12570",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Mart.,"Taylor, C.M.","Campos, M.T.V.A. et al.",NA,Brasil,NA,NA,ESA012570,ESA012570,"1997","01","01","98.0","1991","04","20",São Paulo,Ilhabela,NA,-45.3499984741211,-23.7700004577637,NA,NA,NA,NA,"23719",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
