X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,continentOcean,country,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,recordNumber,year,month,day,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,typeStatus,fieldNumber,individualCount,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"17",2020-11-04 11:18:47-03,ESALQ,ESA,"122946",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,NA,NA,"Zipparro, V.B.",NA,Brasil,NA,NA,ESA122946,NA,NA,NA,NA,"2414.0","2008","05","23",São Paulo,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"18",2020-11-04 11:18:47-03,ESALQ,ESA,"122964",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,NA,NA,"Luize, B.G. ; Zipparro, V.B.",NA,Brasil,NA,NA,ESA122964,NA,NA,NA,NA,"48.0","2007","08","16",São Paulo,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA).,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"19",2020-11-04 11:18:47-03,ESALQ,ESA,"13420",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,"Gomes, M.","Tamashiro, J.Y. et al.",NA,Brasil,NA,NA,ESA013420,ESA013420,"1997","04","28","18715.0","1986","11","04",São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,"37616",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"43",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"31021",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,NA,"Bencke, C. S. C.",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Ubatuba,Núcleo Picinguaba - Parque Estadual da Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"44",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"15998",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,Zappi,"Assis, M. A. de",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"45",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"20736",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,Zappi,"Assis, M. A. de",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"46",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"23390",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,Mario Gomes,"Assis, M. A. de",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"47",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"8382",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,Zappi,"Ribeiro, J. E. L. S.",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"48",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"9166",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,Zappi,"Ribeiro, J. E. L. S.",NA,Brasil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.996942,-23.796325,"63",2019-06-24 08:11:46-03,IAC,IAC,"43359",S,Plantae,NA,NA,Rubiaceae-221.Rubioideae-Psychotrieae,Psychotria,glaziovii,Psychotria glaziovii,Müll.Arg.,E.L.M. Catharino,E.L.M. Catharino,NA,Brasil,NA,NA,NA,NA,NA,NA,NA,s/nº,NA,NA,NA,São Paulo,Cotia,"Morro Grande, Reserva, área Torres 16.4",-46.996942,-23.796325,"-46.996942","-23.796325",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"64",2021-03-04 15:46:07-03,IF,SPSF,"32720",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,NA,NA,R.M.R.Duarte,América do Sul,Brasil,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"2001","04","29",SP,Ubatuba,Parque Estadual da Ilha Anchieta,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,"34265",auto,NA,NA,NA,Magnoliopsida,"35",São Paulo,SP,Sudeste
-45.058333,-23.541667,"65",2021-03-04 15:46:07-03,IF,SPSF,"46731",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,NA,V.B.Zipparro,América do Sul,Brasil,NA,"COLETA: Árvore com ca. De 4,5 m de altura, presença de frutos imaturos de coloração verde.; GEOGRAFIA: Trilha do Sul, descida para a Praia do Sul, floresta ombrófila densa em estágio intermediário de regeneração, ambiente iluminado.;",NA,NA,NA,NA,NA,"2393","2008","04","17",SP,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA),-45.058333,-23.541667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,"35",São Paulo,SP,Sudeste
-45.058333,-23.541667,"66",2021-03-04 15:46:07-03,IF,SPSF,"46732",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,NA,V.B.Zipparro,América do Sul,Brasil,NA,"COLETA: Parcela T, arvoreta com cerca de 2,5 m de altura, presença de frutos imaturos de coloração verde.; GEOGRAFIA: Trilha do leste , floresta ombrófila densa em estado intermediário de regeneração.;",NA,NA,NA,NA,NA,"2414","2008","05","23",SP,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA),-45.058333,-23.541667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,"35",São Paulo,SP,Sudeste
-45.058333,-23.541667,"67",2021-03-04 15:46:07-03,IF,SPSF,"46750",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll. Arg.,NA,V.B.Zipparro,América do Sul,Brasil,NA,"COLETA: Árvore, cerca de 4,5m de altura, presença de botões brancos e flores brancas muito aromáticas.; GEOGRAFIA: Trilha do Leste, floresta ombrófila densa, ambiente sombreado. Parcela U.;",NA,NA,NA,NA,NA,"2358","2008","02","21",SP,Ubatuba,Parque Estadual da Ilha Anchieta (PEIA),-45.058333,-23.541667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,"35",São Paulo,SP,Sudeste
-47.4599990844727,-24.2800006866455,"74",2019-11-21 10:18:18-03,IBt,SP,"200283",S,Plantae,NA,NA,Rubiaceae,Psychotria,glaziovii,Psychotria glaziovii,Müll.Arg.,"Gomes, M","Martuscelli, P",NA,Brasil,NA,NA,NA,NA,"1996","04","26","22","1984","06","24",São Paulo,Miracatu,"Sítio Irapuã, Br. 116, km 348,5",-47.4599990844727,-24.2800006866455,NA,NA,NA,NA,"43974",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
