X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,county,minimumElevationInMeters,maximumElevationInMeters,typeStatus,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,relatedCatalogItem,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.060001373291,-22.8999996185303,"45",2020-06-29 11:30:35-03,UFRJ,RFA,"5132",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Melanoxylon,brauna,Melanoxylon brauna,Schott,NA,Mendes Magalhães,"9946","1957","10","00",NA,Brasil,São Paulo,Instituto de Agronômia,-47.060001373291,-22.8999996185303,NA,"Árvores esparsas, flor amarela , frequencia +++.",RFA25521,NA,Campinas,NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5054,-24.48015,"46",2020-11-24 17:10:42-03,UTFPR,DVPR,"4162",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Melanoxylon,brauna,Melanoxylon brauna,Schott,"Cordeiro, J; Barboza, E","Caxambu, MG; et al.","4054","2012","04","28",NA,Brasil,São Paulo,Propriedade do Sr. Flávio.,-47.5054,-24.48015,NA,"arvoreta ca. 3m, heliófita. Flores alvas com interior amarelo. Cultivada.; Relevo: suave-ondulado. Vegetação: Floresta Ombrófila Densa Submontana.",DVPR004162,NA,Pariquera Açu,"36","36",NA,"-47.5054","-24.48015",NA,NA,"2012",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"103",2019-07-26 11:40:11-03,IPA,IPA,"9485",S,Plantae,Plantae,NA,Leguminosae-Caes.,Melanoxylon,brauna,Melanoxylon brauna,Schott,NA,"Koscinski, M.","9485","1936","03",NA,Southern America,Brasil,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,Frutos em agosto,IPA0009485,NA,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5054,-24.48015,"150",2019-11-27 13:48:57-03,UFS,ASE,"40537",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Melanoxylon,brauna,Melanoxylon brauna,Schott.,"Cordeiro, J; E. Barboza","Caxambu, MG; et al.","4054","2012","04","28",Southern America,Brasil,São Paulo,Propriedade do Sr. Flávio,-47.5054,-24.48015,NA,"Arvoreta ca. 3m, heliófita. Flores alvas com interior amarelo. Cultivada.; Floresta Ombrofila densa submontana.",ASE0042058,NA,Pariquera-Açu,"36","36",NA,"-47.5054","-24.48015",NA,NA,"2012",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"158",2019-08-20 10:14:13-03,UNICAMP,UEC,"92314",S,Plantae,Magnoliopsida,NA,Fabaceae,Melanoxylon,brauna,Melanoxylon brauna,Schott,"Hoehne, FC","Koscinski, M","293",NA,NA,NA,NA,Brazil,São Paulo,Horto Florestal,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.96,-22.57,"211",2013-04-01 09:18:28-03,IPT,BCTW,"18735",S,Plantae,Magnoliophyta,NA,NA,Melanoxylon,brauna,Melanoxylon brauna,Schott,NA,NA,NA,NA,NA,NA,NA,Brasil,São Paulo,Vale do Paraíba,-44.96,-22.57,NA,NA,NA,NA,Cruzeiro,NA,NA,NA,NA,NA,"17702",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"244",2020-12-21 16:27:06-03,MBM,MBM,"138747",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Melanoxylon,brauna,Melanoxylon brauna,Schoot,NA,"Lopes, B.","8196",NA,NA,NA,Southern America,Brazil,São Paulo,Arboreto da Vila Amália,-46.6300010681152,-23.5400009155273,NA,NA,MBM138747,MBM138747,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"245",2020-12-21 16:27:06-03,MBM,MBM,"152687",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Melanoxylon,brauna,Melanoxylon brauna,Schoot,"Pickel, D.B.","Cunha, M.A.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Arboreto da Vila Amália,-46.6300010681152,-23.5400009155273,NA,NA,MBM152687,MBM152687,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"253",2020-12-21 16:27:06-03,MBM,MBM,"150937",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Melanoxylon,brauna,Melanoxylon brauna,Schoot,"Pickel, D.B.","Cunha, M.A.",s.n.,NA,NA,NA,Southern America,Brazil,São Paulo,Vila Amália,-46.6300010681152,-23.5400009155273,NA,NA,MBM150937,MBM150937,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"332",2021-03-03 13:56:18-03,UFF,NIT,NITw1023,PreservedSpecimen,Plantae,NA,NA,Leguminosae,Melanoxylon,brauna,Melanoxylon brauna,Schott,NA,NA,NA,NA,NA,NA,NA,Brasil ,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,Serv. Flor. De S. Paulo n 11,NITw00001928,NA,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
