X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,year,locality,identifiedBy,month,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,typeStatus,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"68",2019-11-01 15:28:12-03,PUC-RIO,FCAB,"1252",PreservedSpecimen,Plantae,NA,Angiospermae,Euphorbiaceae,Croton,compressus,Croton compressus,Lam.,P. Capell S.J.,s.n.,NA,Brasil,São Paulo,NA,NA,"001252",NA,"1952",NA,NA,"12","14",Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"202",2019-11-21 10:04:00-03,IBt,SP,"13818",S,Plantae,NA,NA,Euphorbiaceae,Croton,compressus,Croton compressus,Lam.,"Luederwaldt, H; Fonseca",s.n.,NA,Brasil,São Paulo,NA,NA,NA,NA,"1920",Ilha de Alcatrazes,"Croizat, L","10",NA,São Sebastião,-45.4099998474121,-23.7600002288818,NA,NA,"1939",NA,NA,"41977",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
