X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,class,fieldNumber,typeStatus,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.06,-22.9,"22",2015-07-02 14:04:12-03,JBP,HPL,"3399",S,Plantae,NA,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,M.S. Ferrucci,H. Lorenzi,"4863","2004","06","24",NA,Brasil,SP,Campinas,"Coletada no IAC, perto do prédio de botânica.",-47.06,-22.9,NA,NA,NA,NA,"2009","05","16","23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.067778,-23.325556,"24",2021-03-01 16:40:42-03,UNICAMP,UEC,"166835",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,"Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1147","2008",NA,NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,"Núcleo Santa Virgínia, Parcela K.",-45.067778,-23.325556,NA,"K1291 Árvore, ca. 24 m, com frutos.; Floresta Ombrófila Densa Montana.",UEC039828,UEC039828,"2009",NA,NA,NA,NA,"-45.067778","-23.325556","1065","1093",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.068333,-23.325278,"25",2021-03-01 16:40:42-03,UNICAMP,UEC,"166739",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,"Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","314","2008",NA,NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,"PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.",-45.068333,-23.325278,NA,"K0353 Árvore, ca. 13 m, sem flores ou frutos. Abundância: 3 ind ha-1.",UEC039974,UEC039974,"2009",NA,NA,NA,NA,"-45.068333","-23.325278","1059","1093",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.816944,-23.3025,"27",2021-03-01 16:40:42-03,UNICAMP,UEC,"170726",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,"Sanchez, M","Sanchez, M; Belinello, R; Pedroni, F; Laps, RR","1801","1997","05","29",NA,Brazil,São Paulo,Ubatuba,"Brasil, São Paulo, Ubatuba, Picinguaba.",-44.816944,-23.3025,NA,"Árvore 827 com. m de altura, com botões e flores.; Mata Atlântica de Encosta, Morro do Corisco.",UEC059089,UEC059089,NA,NA,NA,NA,NA,"-44.816944","-23.3025","600","600",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.183333,-23.4,"28",2021-03-01 16:40:42-03,UNICAMP,UEC,"200454",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,"Coelho, LRG","Pereira, LS; Belinello, R; Gomes, JAMA",N107,"2007","12",NA,NA,Brazil,São Paulo,São Luiz do Paraitinga,Parque Estadual da Serra do Mar,-45.183333,-23.4,NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 18 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica",UEC158026,UEC158026,"2010",NA,NA,NA,NA,"-45.183333","-23.4","990","1045",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.516667,-23.371389,"29",2021-03-01 16:40:42-03,UNICAMP,UEC,"187180",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,NA,s/ coletor,"03","2014","07","30",NA,Brazil,São Paulo,São Luiz do Paraitinga,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia.",-45.516667,-23.371389,NA,"Árvore.; Floresta Ombrófila Densa Montana.",UEC116686,UEC116686,NA,NA,NA,NA,NA,"-45.516667","-23.371389","741","741",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.9899997711182,"30",2021-03-01 16:40:42-03,UNICAMP,UEC,"50005",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,furfuracea,Cupania furfuracea,Radlk.,"Ferrucci, MS","Leitão Filho, HF; Tamashiro, JY; Rodrigues, RR; et al.","18748","1986","11","05",NA,Brazil,São Paulo,Guarujá,"Rodovia Guarujá - Bertioga Km 19, Trilha da prainha branca.",-46.25,-23.9899997711182,NA,"Árvore até 9m, em frutificação.; Em mata.",UEC160036,UEC160036,"1997",NA,NA,"18989",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.080223,-23.373498,"83",2019-01-25 15:46:53-02,IAC,IAC,"49019",S,Plantae,NA,NA,Sapindaceae-4.Sapindoideae,Cupania,furfuracea,Cupania furfuracea,Radlk.,J.A.M.A. Gomes et al.,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","374","2007","05","20",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,NA,"subparcela 46, indivíduo G 763",NA,NA,"2007","05","20",NA,NA,"-45.080223","-23.373498",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.080223,-23.373498,"84",2019-01-25 15:46:53-02,IAC,IAC,"49022",S,Plantae,NA,NA,Sapindaceae-4.Sapindoideae,Cupania,furfuracea,Cupania furfuracea,Radlk.,G.A.D.C. Franco,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","377","2007","02","03",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,NA,"subparcela 99, indivíduo G 1585",NA,NA,"2009","03","20",NA,NA,"-45.080223","-23.373498",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.082063,-23.373125,"85",2019-01-25 15:46:53-02,IAC,IAC,"50205",S,Plantae,NA,NA,Sapindaceae-4.Sapindoideae,Cupania,furfuracea,Cupania furfuracea,Radlk.,J.A.M.A. Gomes et al.,"J.A.M.A. Gomes; F. Benedetti; J.F. Benedito & O. Santos",s/nº,"2008","04","03",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",-45.082063,-23.373125,NA,"Subparcela 77, Indivíduo H1183",NA,NA,"2008","04","03",NA,NA,"-45.082063","-23.373125",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
