X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,imagecode,typeStatus,fieldNumber,individualCount,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.8800010681152,-23.1700000762939,"9",2020-12-20 21:19:22-03,UFV,VIC,"011191",PreservedSpecimen,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Silva, A.F.; Menezes Silva, S.","1566","1987","08","29",NA,Brasil,São Paulo,São José dos Campos,Flora da reserva florestal Boa Vista,-45.8800010681152,-23.1700000762939,NA,NA,NA,"Árvore de ate 5 m,flores em botão de cor verde.",VIC011191,NA,NA,NA,NA,NA,"39297",auto,NA,VIC011191,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9375,-23.075,"10",2021-03-01 16:40:34-03,UNICAMP,UEC,"53256",S,Plantae,Magnoliopsida,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Silva, AF; Menezes Silva, S","1566","1987","08","29",NA,Brazil,São Paulo,São José dos Campos,Reserva florestal de boa vista,-45.9375,-23.075,NA,NA,NA,"Árvore até 5m, flores em botão de cor verde.",UEC154630,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,UEC154630,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"11",2021-03-01 16:40:34-03,UNICAMP,UEC,"185316",S,Plantae,Magnoliopsida,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Silva, SMP; Matos, VA; Ferreira, MI; Cruz, GC; Lima Júnior, EO; Silva, AM","187","2006","07","19",NA,Brazil,São Paulo,Pindamonhangaba,"Brasil; São Paulo; Município de Pindamonhangaba, Fazenda São Sebastião do Ribeirão Grande; Sub-bosque, úmido, ocorrência de samambaiaçu, ingrime. (22.923900N- 45.461700L)",-45.4599990844727,-22.9200000762939,"557","557",NA,Árvore médio porte: Frutos verdes.,UEC105755,"Jung-Mendaçolli, SL","2007","10",NA,NA,"24176",auto,NA,UEC105755,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.724778,-22.647472,"27",2019-11-13 11:31:15-03,USP,SPF,"200373",PreservedSpecimen,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Freitas, HS","85","2008","07","27",NA,Brasil,São Paulo,Areias,NA,-44.724778,-22.647472,"835","835",NA,NA,SPF00200373,"Lombardi, JA","2009",NA,"-44.724778","-22.647472",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1500015258789,-23.2000007629395,"30",2019-11-13 11:31:15-03,USP,SPF,"161311",PreservedSpecimen,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","1938","1949","08","02",NA,Brasil,São Paulo,Igaratá,NA,-46.1500015258789,-23.2000007629395,NA,NA,NA,NA,SPF00161311,"Ramos, E","2011","11",NA,NA,"24798",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.2200012207031,-23.3099994659424,"31",2019-11-13 11:31:15-03,USP,SPF,"81855",PreservedSpecimen,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","2550","1950","09","26",NA,Brasil,São Paulo,Santa Isabel,NA,-46.2200012207031,-23.3099994659424,NA,NA,NA,NA,SPF00081855,"Ramos, E","2011","11",NA,NA,"15272",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.26,-22.616667,"35",2019-01-25 15:46:26-02,IAC,IAC,"46589",S,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,F.A.R.P. Arzolla et al.,"703","2005","03","03",NA,Brasil,São Paulo,Piquete,Fábrica Presidente Vargas - IMBEL,-45.26,-22.616667,NA,NA,NA,"22o37#?#S, 45o15#?#36W;&nf;Confirmado por Eliana Ramos em 30/11/2011",NA,E. Ramos,"2005","05","-45.260000","-22.616667",NA,NA,NA,NA,NA,NA,NA,"31","35",São Paulo,SP,Sudeste
-45.4617,-22.9239,"36",2019-01-25 15:46:26-02,IAC,IAC,"48788",S,Plantae,NA,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"S.M.P. Silva; V.A. Matos; M.I. Ferreira; G.C. Cruz; E.O. Lima Jr.; A.M. Silva & J.D. Braz","187","2006","07","19",NA,Brasil,São Paulo,Pindamonhangaba,Fazenda São Sebastião do Ribeirão Grande,-45.4617,-22.9239,NA,NA,NA,Nome vulgar: ameixa-do-mato,NA,S.L. Jung-Mendaçolli,"2007","10","-45.4617","-22.9239",NA,NA,NA,NA,NA,NA,NA,"19","35",São Paulo,SP,Sudeste
-46.1500015258789,-23.2000007629395,"38",2019-11-01 15:10:09-03,UnB,UB,"165407",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,"Kuhlmann, M","1938","1949","08","02",Southern America,Brasil,São Paulo,Igaratá,Mata da Fazenda do Snr. Barbosa.,-46.1500015258789,-23.2000007629395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24798",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2200012207031,-23.6499996185303,"39",2021-03-04 15:45:52-03,IF,SPSF,"44192",PreservedSpecimen,Plantae,Magnoliophyta,Ranunculales,Sabiaceae,Meliosma,itatiaiae,Meliosma itatiaiae,Urb.,R.A.F.Lima & A.G.Aguirre,"855","2008","10","24",América do Sul,Brasil,SP,Ibiúna,"Parque Estadual de Jurupará, Fazenda Tucano",-47.2200012207031,-23.6499996185303,NA,NA,NA,"COLETA: Floresta Ombrófila Densa Montana.; GEOGRAFIA: Trilha da Cachoeira do Grito.;",NA,NA,NA,NA,NA,NA,"43112",auto,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
