X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,recordNumber,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,county,locality,decimalLongitude,decimalLatitude,imagecode,infraspecificEpithet,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,typeStatus,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.694617,-23.338119,"34",2019-12-12 15:31:49-03,UFABC,HUFABC,"001878",PreservedSpecimen,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,Keller V.C.,"2016","11","04",NA,Brasil,NA,NA,Erva,HUFABC001878,"12",Angiospermas,NA,(Trin.) Chase,R. Rodrigues,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Subida para a cabeceira da pista de aviação",-46.694617,-23.338119,NA,NA,NA,NA,"-46.694617","-23.338119","2018","06","28",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.703308,-23.34915,"35",2019-12-12 15:31:49-03,UFABC,HUFABC,"001885",PreservedSpecimen,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,Keller V.C.,"2016","11","04",NA,Brasil,NA,NA,Erva,HUFABC001885,"6",Angiospermas,NA,(Trin.) Chase,R. Rodrigues,São Paulo,Franco da Rocha,"Parque Estadual do Juquery, Esrada para o Ovo da Pata, próximo à torre de energia",-46.703308,-23.34915,NA,NA,NA,NA,"-46.703308","-23.34915","2018","06","28",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"41",2019-02-15 11:48:00-02,IPA,IPA,"8947",S,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,"Pickel, B.","1941","11","10",Southern America,Brasil,NA,NA,NA,IPA0008947,"5483",Plantae,NA,(Trin.) Chase,Chase.,São Paulo,São Paulo,"Bosque, Em campo alto.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"1942","02","10","53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.205277,-24.268333,"175",2020-09-02 16:36:51-03,Cenargen,CEN,"65476",PreservedSpecimen,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,João Luís Sanches Tannus,"2005","11","30",NA,Brasil,Exsicatas,NA,"Campo altimontano. Solo arenoso bem drenado à úmido. Inflorescência castanha. Doação do Herbario Rioclarense - HRCB - Rio Claro, São Paulo.",CEN00065476,"1021",NA,NA,(Trin.) Chase,G. H. Rua,SP,ITARARE,Unidade de Pesquisa e Desenvolimento de Itararé.,-49.205277,-24.268333,CEN00065476,NA,NA,NA,"-49.205277","-24.268333","2007","04",NA,NA,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"205",2019-11-13 11:28:52-03,USP,SPF,"84301",PreservedSpecimen,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,"Joly, AB","1947","11","22",NA,Brasil,NA,NA,NA,SPF00084301,"576",NA,NA,(Trin.) Chase,"Longhi-Wagner, HM",São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"1999","08",NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"206",2019-11-13 11:28:52-03,USP,SPF,"83293",PreservedSpecimen,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,"Handro, O","1949","12","20",NA,Brasil,NA,NA,NA,SPF00083293,"146",NA,NA,(Trin.) Chase,"Longhi-Wagner, HM",São Paulo,São Paulo,Jabaquara.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,"1999","08",NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3317,-24.1125,"213",2019-01-25 15:44:38-02,IAC,IAC,"49714",S,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,J.L.S. Tannus,"2005","11","30",NA,Brasil,NA,NA,"Coordenadas do material: 24°16#?#06#?#S, 49°12#?#19#?#W",NA,"1021",NA,NA,(Trin.) Chase,J.L.S. Tannus,São Paulo,Itararé,Unidade de Pesquisa e Desenvolvimento de Itararé,-49.3317,-24.1125,NA,NA,NA,NA,"-49.3317","-24.1125","2006","07","30",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"252",2021-03-04 15:42:12-03,IF,SPSF,"30437",PreservedSpecimen,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,J.B.Baitello,"2002","10","03",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo apos queimada&nf;;",NA,"1197",Magnoliophyta,Poales,(Trin.) Chase,H.Longhi-Wagner,SP,Franco da Rocha,P.E.Juqueri,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12135",auto,Liliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"253",2021-03-04 15:42:12-03,IF,SPSF,"30684",PreservedSpecimen,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,J.B.Baitello,"2002","12","02",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo/cerrado apos queimada&nf;;",NA,"1295",Magnoliophyta,Poales,(Trin.) Chase,H.Longhi-Wagner,SP,Franco da Rocha,Parque Estadual do Juquery,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12135",auto,Liliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"290",2019-11-21 10:15:59-03,IBt,SP,"9847",S,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum ferrugineum,"Edwall, G","1894","11","27",NA,Brasil,NA,NA,NA,SP010074,CGG3036,NA,NA,(Trin.) Chase,"Filgueiras, TS",São Paulo,São Paulo,"Ipiranga, campo seco.",-46.6300010681152,-23.5400009155273,SP010074,ferrugineum,NA,NA,NA,NA,"1984","04","25","53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"291",2019-11-21 10:15:59-03,IBt,SP,"10614",S,Plantae,Poaceae,Mesosetum,ferrugineum,Mesosetum ferrugineum,"Handro, O","1949","12","20",NA,Brasil,NA,NA,NA,SP034647,"146",NA,NA,(Trin.) Chase,"Longhi Wagner, HM",São Paulo,São Paulo,Jabaquara.,-46.6300010681152,-23.5400009155273,SP034647,NA,NA,NA,NA,NA,"1999","08",NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
