X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,individualCount,class,coordinatePrecision,geoFlag,infraspecificEpithet,recordNumber,continentOcean,preparationType,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,typeStatus,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.850833,-24.879444,"36",2019-08-20 10:00:37-03,UNICAMP,UEC,"86635",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,"Pansarin, ER; Borba, EL","1998","03",NA,"Leitão Filho, HF; et al.; Rezende, RR","1995","02","07",Brazil,São Paulo,Pariquera-Açu,"Estrada para Cananéia, Vegetação: transição restinga de encosta.",-47.850833,-24.879444,"-47.850833","-24.879444","Epífita, pétalas rosas com pontos lilases. Lobos do cabelo mediano lilases e laterais cremes na face adaxial e lilases na face abaxial.",UEC064614,UEC064614,Liliopsida,NA,NA,NA,NA,NA,NA,"32829",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"38",2019-08-20 10:00:37-03,UNICAMP,UEC,"139885",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,"Breier, TB","2003","02",NA,"Breier, TB; Breier, ACB","2002","12","11",Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Parcelas permanentes.",-47.9199981689453,-25.0100002288818,NA,NA,Preparada 16/02/2004. Obra: Pabst & Dungs 1975.,UEC141168,UEC141168,Liliopsida,NA,NA,NA,"37574",auto,NA,"783",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"39",2019-08-20 10:00:37-03,UNICAMP,UEC,"139886",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,"Breier, TB","2004","09",NA,"Breier, TB; Andrade, MAR","2002","05","23",Brazil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Parcelas permanentes.",-47.9199981689453,-25.0100002288818,NA,NA,Preparada 16/02/2004.,UEC064616,UEC064616,Liliopsida,NA,NA,NA,"37574",auto,NA,"125",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"67",2020-08-01 18:19:14-03,UNESP-IBILCE,SJRP,"22166",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,Eric de Camargo Smidt,NA,NA,NA,Eric de Camargo Smidt,NA,NA,NA,Brasil,São Paulo,Ubatuba,Ilha Anchieta,-45.0699996948242,-23.4300003051758,NA,NA,"Epífita de flores verde amareladas;",NA,NA,Tracheophyta,Asparagales,NA,Liliopsida,"34265",auto,NA,NA,América do Sul,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"98",2021-03-04 15:42:04-03,IF,SPSF,"38412",PreservedSpecimen,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,(Lindl.),T.B.Breier,"2003","02","01",T.B.Breier & A.C.B.Breier,"2002","12","11",Brasil,SP,Cananéia,Parque Estadual da Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,"GEOGRAFIA: Parcelas permanentes.;",NA,NA,Magnoliophyta,Orchidales,NA,Liliopsida,"37574",auto,NA,"783",América do Sul,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"126",2019-11-21 10:12:59-03,IBt,SP,"384858",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,NA,NA,NA,NA,"Romanini, RP","2006","02","14",Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Cultivada no Instituto de Botânica sob n° 10.267",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,"256",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"127",2019-11-21 10:12:59-03,IBt,SP,"374628",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,"Romanini, RP","2005","03","02","Romanini, RP",NA,NA,NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 10323, fl. 2-III-2005",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,"181",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"128",2019-11-21 10:12:59-03,IBt,SP,"253222",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,"Romanini, RP","2004","05",NA,"Barros, F",NA,NA,NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15757, fl. 3-II-1992",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,s.n.,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"129",2019-11-21 10:12:59-03,IBt,SP,"74359",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,"Bicalho, HD","1969",NA,NA,"Eiten, G; Eiten, LT","1961","05","20",Brasil,São Paulo,Caraguatatuba,NA,-45.4099998474121,-23.6200008392334,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30093",auto,NA,"2806",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"130",2019-11-21 10:12:59-03,IBt,SP,4585a,S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata compacta,Hoehne & Schltr.,"Hoehne, FC","1926",NA,NA,"Luederwaldt, H","1920","11","22",Brasil,São Paulo,São Sebastião,"Ilha de Alcatrazes, Cultivada na estufa do Horto em Butantan",-45.4099998474121,-23.7600002288818,NA,NA,NA,SP000108,SP000108,NA,NA,NA,NA,"41977",auto,compacta,s.n.,NA,NA,NA,NA,NA,Isotype,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"131",2019-11-21 10:12:59-03,IBt,SP,"4585",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata compacta,Hoehne & Schltr.,"Hoehne, FC","1926",NA,NA,"Luederwaldt, H","1920","11","22",Brasil,São Paulo,São Sebastião,"Ilha de Alcatrazes, Cultivada na estufa do Horto em Butantan",-45.4099998474121,-23.7600002288818,NA,NA,NA,SP000107,SP000107,NA,NA,NA,NA,"41977",auto,compacta,s.n.,NA,NA,NA,NA,NA,Isotype,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"132",2019-11-21 10:12:59-03,IBt,SP,"489782",S,Plantae,Orchidaceae,Cattleya,guttata,Cattleya guttata,Lindl.,"Gonçalves, GF","2016","10","10","Gonçalves, GF","2016","10","10",Brasil,São Paulo,São Sebastião,Sítio da Juréia. Cult. no Orquidário do Instituto de Botânica,-45.4099998474121,-23.7600002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41977",auto,NA,"80",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
