X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,country,stateProvince,year,month,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,infraspecificEpithet,yearIdentified,monthIdentified,dayIdentified,recordNumber,day,preparationType,occurrenceRemarks,barcode,imagecode,fieldNumber,locality,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,continentOcean,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5699996948242,-22.6399993896484,"26",2019-11-21 10:13:27-03,IBt,SP,"27104",S,Plantae,Orchidaceae,Hadrolaelia,crispa,Hadrolaelia crispa,(Lindl.) Chiron & V.P.Castro,NA,"Edwall, G",Brasil,São Paulo,"1897","01",São José do Barreiro,-44.5699996948242,-22.6399993896484,"30784",auto,NA,NA,NA,NA,CGG3668,NA,NA,NA,SP009605,SP009605,NA,"Em cultivo na commissão, capital.",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4000015258789,-24,"27",2019-11-21 10:13:30-03,IBt,SP,"140169",S,Plantae,Orchidaceae,Laelia,crispa,Laelia crispa,(Lindl.) Rchb.f.,"Handro, O","Kuhlmann, M",Brasil,São Paulo,"1963","11",Praia Grande,-46.4000015258789,-24,"22363",auto,NA,"1963","11",NA,s.n.,NA,NA,NA,NA,NA,NA,Suarão,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
