X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,county,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,fieldNumber,individualCount,class,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.9599990844727,-23.0699996948242,"21",2020-11-04 11:18:47-03,ESALQ,ESA,"34205",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll. Arg.,"Souza, V.C.","Albuquerque, L.B. et al.","60.0","1996","11","12",NA,Brasil,São Paulo,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA034205,ESA034205,NA,NA,NA,Cunha,NA,NA,"38855",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"22",2020-11-04 11:18:47-03,ESALQ,ESA,"11248",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll. Arg.,"Souza, V.C.","Moraes, P.L.R.","187.0","1990","06","26",NA,Brasil,São Paulo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA011248,ESA011248,NA,NA,NA,São Miguel Arcanjo,NA,NA,"27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"23",2020-11-04 11:18:47-03,ESALQ,ESA,"79668",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Mull. Arg.,"Jung-Mendaçolli, S.L.","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","270.0","2002","04","21",NA,Brasil,São Paulo,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana ao longo e no entorno do Rio Bonito.",-47.9199981689453,-24.3799991607666,NA,NA,NA,Arbusto,ESA079668,ESA079668,NA,NA,NA,Sete Barras,"-47,994,167","-24,141,389","34059",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"24",2020-11-04 11:18:47-03,ESALQ,ESA,"85042",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll.Arg.,"Jung-Mendaçolli, S.L.","Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","156.0","2003","04","17",NA,Brasil,São Paulo,"Parque Estadual Intervales, trilha da Bocaina em direção à gruta da Mãozinha e Minotauro, Floresta Ombrófila Densa Montana",-48.3600006103516,-24.0900001525879,"820","820",NA,"Arbusto, 0,8m alt.Frutos imaturos verdes",ESA085042,ESA085042,NA,NA,NA,Ribeirão Grande,"-48,447,222","-24,270,833","25028",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"25",2020-11-04 11:18:47-03,ESALQ,ESA,"51947",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll. Arg.,NA,"Lima, R.A.F.","340.0",NA,NA,NA,NA,Brasil,São Paulo,Trilha Taquaral - Parque Estadual de Carlos Botelho,-47.9900016784668,-23.8700008392334,"800","800",NA,"1,8m de altura",ESA051947,ESA051947,NA,NA,NA,São Miguel Arcanjo,NA,NA,"27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.449694,-24.077444,"27",2020-11-04 11:18:47-03,ESALQ,ESA,"128644",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,NA,"Ferreira, M.P.","Virillo, C.B.","67.0","2013","03","27",NA,Brasil,São Paulo,Reserva Particulrar da Votorantim (CBA). Trilha dezembro entre a UHE Alecrim e UHE Porto raso. Floresta ombrófila densa na margem do rio dezembro,-47.449694,-24.077444,"403","403",NA,arbusto,ESA128644,NA,"2013",NA,NA,Tapiraí,"-47.449694","-24.077444",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"35",2020-11-04 11:18:47-03,ESALQ,ESA,"5760",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll. Arg.,"Souza, V.C.","Moraes, P.L.R.","82.0","1990","06","08",NA,Brasil,São Paulo,NA,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,ESA005760,ESA005760,NA,NA,NA,São Miguel Arcanjo,NA,NA,"27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"37",2020-11-04 11:18:47-03,ESALQ,ESA,"33975",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Müll. Arg.,"Souza, V.C.","Yamamoto, L.F. et al.","12.0","1996","12","12",NA,Brasil,São Paulo,NA,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,ESA033975,NA,NA,NA,NA,Cunha,NA,NA,"38855",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"38",2020-11-04 11:18:47-03,ESALQ,ESA,"79629",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Mull. Arg.,"Bernacci, L.C. & Jung-Mendaçolli, S.L.","Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","716.0","2002","04","24",NA,Brasil,São Paulo,"Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha do Taquaral 2.",-47.9900016784668,-23.8700008392334,NA,NA,NA,"Arbusto de 1,8 m. Fruto imaturo verde.",ESA079629,ESA079629,NA,NA,NA,São Miguel Arcanjo,"-47,986,944","-24,062,222","27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"41",2020-11-04 11:18:47-03,ESALQ,ESA,"79691",PreservedSpecimen,Plantae,Magnoliophyta,NA,Rubiaceae,Psychotria,forsteronioides,Psychotria forsteronioides,Mull. Arg.,"Jung-Mendaçolli, S.L.","Savassi, A.P.; Silva, F.D.; Campos, L.M.; Duarte, A.R.; Arango, B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","384.0","2002","04","25",NA,Brasil,São Paulo,Parque Estadual de Carlos Botelho. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha da Represa.,-47.9900016784668,-23.8700008392334,NA,NA,NA,Arbusto de 1m coletado na borda da trilha. Flores e frutos verdes.,ESA079691,ESA079691,NA,NA,NA,São Miguel Arcanjo,"-47,986,944","-24,062,222","27904",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
