X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,imagecode,geoFlag,identifiedBy,continentOcean,typeStatus,minimumElevationInMeters,maximumElevationInMeters,individualCount,class,order,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,preparationType,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.8400001525879,-23.5300006866455,"6",2020-12-21 16:40:23-03,MBM,MBM,"194534",PreservedSpecimen,Plantae,Poaceae,Eremocaulon,setosum,Eremocaulon setosum,Londoño & L.G. Clark,"Clark, L.G.; et al.; et al.","829",NA,NA,NA,Brazil,São Paulo,Salesópolis,Estação Biológica de Boracéia,-45.8400001525879,-23.5300006866455,"18032",NA,MBM194534,MBM194534,auto,"Clark, L.G.",Southern America,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.6725,-23.645555,"12",2020-09-02 16:36:10-03,Cenargen,CEN,"35508",PreservedSpecimen,Plantae,Poaceae,Aulonemia,setosa,Aulonemia setosa,(Londoño & L.G.Clark) P.L.Viana & Filg.,Juliana Paula-Souza,"3463","2000","04","25",Brasil,SP,CARAGUATATUBA,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Estrada intermediária, cerca km 41.",-45.6725,-23.645555,NA,Espiguetas passadas castanhas. Interior de mata úmida.,CEN00035508,CEN00035508,NA,P. L. Viana,NA,NA,"1100","1100","1",NA,NA,"2010","04","-45.6725","-23.645555",Exsicatas,"35",São Paulo,SP,Sudeste
