X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,typeStatus,class,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"3",2021-03-15 16:37:00-03,NY,NYBG,"413900",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,NA,M. Kuhlmann,"3242","1946","01","31",South America,Brazil,São Paulo,Sao Paulo,Nativa no Jardim Botanico,-46.618358,-23.646109,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93255' target='other'> <mi>dwc_moreinfo</mi></a>,NY00413900,NY00413900_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"11",2021-03-15 16:37:00-03,NY,NYBG,"413882",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,"A. C. Filho; W. Mantovani",J. S. Silva,"10","1972","02","21",South America,Brazil,São Paulo,Sao Paulo,Nativa no Parque do Estado e Jardim Botanico,-46.621883,-23.654505,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93238' target='other'> <mi>dwc_moreinfo</mi></a>,NY00413882,NY00413882_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"12",2021-03-15 16:37:00-03,NY,NYBG,"413899",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,F. C. Hoehne,F. C. Hoehne,"28452","1931","11","13",South America,Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93244' target='other'> <mi>dwc_moreinfo</mi></a>,NY00413899,NY00413899_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.618358,-23.646109,"20",2021-03-15 16:37:00-03,NY,NYBG,"413898",PreservedSpecimen,Plantae,Magnoliophyta,Fabales,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,F. C. Hoehne,F. C. Hoehne,"28452","1931","11","13",South America,Brazil,São Paulo,Sao Paulo,Jardim Botanico,-46.618358,-23.646109,NA,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93243' target='other'> <mi>dwc_moreinfo</mi></a>,NY00413898,NY00413898_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5,-23.9599990844727,"33",2020-11-04 11:09:43-03,ESALQ,ESA,"123698",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Inga,sellowiana,Inga sellowiana,NA,"Ivanauskas, N.M.","Colletta, G.D. ; Ferreira, M.A.P.","1086.0","2013","04","01",NA,Brasil,São Paulo,Tapiraí,"Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.",-47.5,-23.9599990844727,NA,NA,NA,"Árvore, 3m",ESA123698,NA,"41034",auto,"2013","05","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"37",2020-11-04 11:09:43-03,ESALQ,ESA,"80692",PreservedSpecimen,Plantae,Magnoliophyta,NA,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,NA,"Gomes, S.M.; Antunes, R.M.; Gomes, P.B.; Nakakura, H.C.C.; Melo, M.S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","419.0","2002","04","21",NA,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, Km69), beira do Rio Bonito. Floresta Ombrófila Densa Montana. Borda de mata no entorno do Rio Bonito.",-47.9199981689453,-24.3799991607666,NA,NA,NA,Árvore de 8m de altura. Frutos verdes.,ESA080692,ESA080692,"34059",auto,NA,NA,NA,NA,NA,NA,"-47,994,167","-24,141,667",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"43",2020-12-20 21:17:28-03,UFV,VIC,"29887",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,"Garcia, F.C.P.","Silva, L.L.",s.n.,"2005","07","05",NA,Brasil,São Paulo,São Paulo,"Sítio Bourdin, Área úmida.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Árvore, 15 m de altura; frutos amarelos, sementes esverdeadas.",VIC029887,VIC029887,"53584",auto,"2005","07","13",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.968889,-24.0675,"44",2020-12-20 21:17:28-03,UFV,VIC,"21478",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,"Uliana, V.L.C.R.; Scaloni, V.","Savassi, A.P.; et al.","237","2002","04","20",NA,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana.",-47.968889,-24.0675,NA,NA,NA,"Árvore de 12m de altura. Flores com cálice verde, corola branca e estames brancos.",VIC021478,VIC021478,NA,NA,NA,NA,NA,NA,NA,NA,"-47.968889","-24.0675",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"45",2020-12-20 21:17:28-03,UFV,VIC,"29885",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,"Garcia, F.C.P.","Silva, L.L.",s.n.,"2005","04","14",NA,Brasil,São Paulo,São Paulo,"Sítio Bourdin, Área úmida.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Árvore, 8 m de altura; folhas discolores, botões florais verdes; frutos imaturos.",VIC029885,VIC029885,"53584",auto,"2005","07","13",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"46",2020-12-20 21:17:28-03,UFV,VIC,"29886",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,sellowiana,Inga sellowiana,Benth.,"Garcia, F.C.P.","Silva, L.L.",s.n.,"2005","04","14",NA,Brasil,São Paulo,São Paulo,"Sítio Bourdin, Área úmida.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Árvore, 15 m de altura; folhas jovens verde-claro brilhantes, levemente discolores; botões florais verdes; frutos imaturos verdes.",VIC029886,VIC029886,"53584",auto,"2005","07","13",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
