X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,barcode,imagecode,scientificNameAuthorship,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,class,order,typeStatus,continentOcean,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.884917,-23.655917,"2",2021-02-07 08:35:21-03,MN,R,"224029",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,NA,"Uribbe, F.P. 88; Neves, B.F.S.; Néri, J. & Gonçalves, L.F.",NA,"2012","10","08",Brasil,São Paulo,Boracéia,R010018049,R010018049,McWill. & L.B. Sm.,Estação Biológica de Boracéia,-45.884917,-23.655917,"45°53'05,7''W","23°39'21,3''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.088611,-23.324444,"3",2021-02-07 08:35:21-03,MN,R,"225179",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Neves, B.F.S.","Neves, B.F.S. 230; Almeida, M.C.",NA,"2015","02","06",Brasil,São Paulo,São Luiz do Paraitinga,R010018680,NA,McWill. & L.B. Sm.,Parque Estadual da Serra do Mar- Núcleo Santa Virgínia,-45.088611,-23.324444,45°05'19''W,23°19'28''S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.122222,-23.357611,"4",2021-02-07 08:35:21-03,MN,R,"225329",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Neves, B.F.S.","Neves, B.F.S. 381; Costa, A.F. & Zanella, C.M.",NA,"2015","10","06",Brasil,São Paulo,NA,R010018681,R010018681 R010018681_1,McWill. & L.B. Sm.,Divisa São Luís do Paraitinga/ Ubatuba. Parque Estadual da Serra do Mar- Núcleo Santa Virgínia,-45.122222,-23.357611,"45°07'20,0''W","23°21'27,4''S","2015","10","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"6",2021-02-07 08:35:21-03,MN,R,"233057",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,NA,"Kessous, I.M.","229","2015","05","06",Brasil,São Paulo,Bananal,R010044104,NA,McWill. & L.B. Sm.,NA,-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"7",2021-02-07 08:35:21-03,MN,R,"229490",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,NA,"Neves, B.F.S.","180","2013","02","02",Brasil,São Paulo,São Luís do Paraitinga,R010022218,NA,McWill. & L.B. Sm.,Parque Estadual da Serra do Mar- Núcleo Santa Virgínia.,-45.310001373291,-23.2199993133545,NA,NA,NA,NA,NA,"27362",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.133333,-23.316667,"8",2021-03-01 16:19:09-03,UNICAMP,UEC,"206929",S,Plantae,Liliopsida,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Wanderley, MGL","Vizentin-Bugoni, J",2011/92,"2011","11",NA,Brazil,São Paulo,São Luiz do Paraitinga,UEC001229,UEC001229,McWill. & L.B.Sm.,"Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar",-45.133333,-23.316667,"-45.133333","-23.316667","2012","02","10",NA,NA,"80","1200","Erva epífita.; Floresta Ombrófila Densa Sub-Montana.",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"9",2019-08-20 09:59:18-03,UNICAMP,UEC,"59642",S,Plantae,Liliopsida,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Leme, EMC","Buzato, S; Sazima, M","28000","1993","03","18",Brazil,São Paulo,Cunha,UEC083929,NA,McWill. & L.B.Sm.,Parque Estadual da Serra do Mar - Núcleo,-44.9599990844727,-23.0699996948242,NA,NA,"1995",NA,NA,"38855",auto,NA,NA,"fruto, Epífita, bráctea verde, frutificação",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.985278,-23.238889,"12",2020-06-15 15:29:42-03,UNESP-RC,HRCB,"62984",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Marcusso, G.M.","Marcusso, G.M.","235","2013","09","12",Brasil,São Paulo,Cunha,NA,NA,Mc Will. & L.B.Sm.,Parque Estadual da Serra do Mar,-44.985278,-23.238889,44º59'7W,23º14'20S,"2014","07",NA,NA,NA,"1150","1150",Epífita,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"13",2020-06-15 15:29:42-03,UNESP-RC,HRCB,"70520",PreservedSpecimen,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,NA,Equipe Tudo Azul,NA,NA,NA,NA,Brasil,São Paulo,Cunha,NA,NA,McWill. & L.B. Sm.,Parque Estadual da Serra do Mar - Núcleo Cunha,-44.9599990844727,-23.0699996948242,NA,NA,NA,NA,NA,"38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.8464,-23.5322,"15",2019-01-25 15:34:19-02,IAC,IAC,"5899",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,A. Costa,L. da Silva & A.S. Lima,s/nº,"1940","11","27",Brasil,São Paulo,Salesópolis,NA,NA,L.B.Sm. & Willians,"Bairro Ferreira, estrada Boracéia",-45.8464,-23.5322,"-45.8464","-23.5322","1997","10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.013611,-23.23,"16",2021-03-04 15:42:00-03,IF,SPSF,"51487",PreservedSpecimen,Plantae,Magnoliophyta,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,S.E. Martins,A. Maruyama & L. Cicco,"642","2016","11","14",Brasil,SP,Cunha,NA,NA,McWill. & L.B.Sm.,NA,-45.013611,-23.23,NA,NA,"2016","11","14",NA,NA,"1105","1105","COLETA: Epífita com inflorescência alongada e vistosa de coloração verde.; GEOGRAFIA: Floresta Aluvial;",Liliopsida,Bromeliales,NA,América do Sul,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"18",2019-11-21 10:02:54-03,IBt,SP,195762a,Extra,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Leme, EMC","Custodio Filho, A","1782","1983","11","11",Brasil,São Paulo,Biritiba-Mirim,SP053814,SP053814,McWill. & L.B.Sm.,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","1990","10","20",NA,NA,"890","950",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"19",2019-11-21 10:02:54-03,IBt,SP,"195762",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Leme, EMC","Custodio Filho, A","1782","1983","11","11",Brasil,São Paulo,Biritiba-Mirim,SP053813,SP053813,McWill. & L.B.Sm.,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","1990","10","20",NA,NA,"890","950",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"20",2019-11-21 10:02:54-03,IBt,SP,"195448",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Leme, EMC","Custodio Filho, A","1930","1983","11","24",Brasil,São Paulo,Biritiba-Mirim,SP053812,SP053812,McWill. & L.B.Sm.,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","1991","04",NA,NA,NA,"890","950",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"21",2019-11-21 10:02:54-03,IBt,SP,195327b,Extra,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Leme, EMC","Custodio Filho, A","1758","1983","10","26",Brasil,São Paulo,Biritiba-Mirim,SP053811,SP053811,McWill. & L.B.Sm.,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","1991","04",NA,NA,NA,"890","950",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
