X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,barcode,imagecode,scientificNameAuthorship,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,class,order,typeStatus,continentOcean,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.866667,-23.633333,"22",2019-11-21 10:02:54-03,IBt,SP,195327a,Extra,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Leme, EMC","Custodio Filho, A","1758","1983","10","26",Brasil,São Paulo,Biritiba-Mirim,SP053810,SP053810,McWill. & L.B.Sm.,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","1991","04",NA,NA,NA,"890","950",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.866667,-23.633333,"23",2019-11-21 10:02:54-03,IBt,SP,"195327",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Leme, EMC","Custodio Filho, A","1758","1983","10","26",Brasil,São Paulo,Biritiba-Mirim,SP053809,SP053809,McWill. & L.B.Sm.,Estação Biológica de Boracéia,-45.866667,-23.633333,"-45.866667","-23.633333","1991","04",NA,NA,NA,"890","950",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.433333,-22.8,"24",2019-11-21 10:02:54-03,IBt,SP,"402705",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Trindade Lima, T","Trindade Lima, T; et al.","173","2006","12","16",Brasil,São Paulo,Bananal,SP053808,SP053808,McWill. & L.B.Sm.,"Serra da Bocaina, Trilha para a Cachoeira do Bracuí.",-44.433333,-22.8,"-44.433333","-22.8","2006","12",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.835278,-24.517222,"25",2019-12-05 09:46:15-03,IBt,SP,"412472",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Wanderley, MGL","Martins, SE; et al.","1016","2007","04","23",Brasil,São Paulo,Apiaí,NA,NA,McWill. & L.B.Sm.,Parque Natural Municipal Morro do Ouro,-48.835278,-24.517222,"-48.835278","-24.517222","2007","04",NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.455944,-24.277222,"26",2019-11-21 10:02:54-03,IBt,SP,"384925",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Wanderley, MGL","Martinelli, G; et al.","15809","1999","10","02",Brasil,São Paulo,Ribeirão Grande,SP053807,SP053807,McWill. & L.B.Sm.,Parque Estadual de Intervales,-48.455944,-24.277222,"-48.455944","-24.277222","2007","05","04",NA,NA,"800","950",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"27",2019-11-21 10:02:54-03,IBt,SP,"277354",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Wanderley, MGL","Rodrigues, EA; et al.","240","1994","09","29",Brasil,São Paulo,Bananal,SP053806,SP053806,McWill. & L.B.Sm.,"Serra da Bocaina, Alto Vale do rio Paca (Bracuí).",-44.3199996948242,-22.6800003051758,NA,NA,"1995","03","30","26795",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"28",2019-11-21 10:02:54-03,IBt,SP,"266086",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Costa, A","Buzato, S; Sazima, I","28000","1993","03","18",Brasil,São Paulo,Cunha,SP053804,SP053804,McWill. & L.B.Sm.,"Parque Estadual da Serra do Mar, Núcleo Cunha.",-44.9599990844727,-23.0699996948242,NA,NA,"2000","01","27","38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"29",2019-11-21 10:02:54-03,IBt,SP,266086a,Extra,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Costa, A","Buzato, S; Sazima, I","28000","1993","03","18",Brasil,São Paulo,Cunha,SP053805,SP053805,McWill. & L.B.Sm.,"Parque Estadual da Serra do Mar, Núcleo Cunha.",-44.9599990844727,-23.0699996948242,NA,NA,"2000","01","27","38855",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"30",2019-11-21 10:02:54-03,IBt,SP,"309184",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Wanderley, MGL","Wanderley, MGL; et al.","2234","1997","05","09",Brasil,São Paulo,Ribeirão Grande,SP053802,SP053802,McWill. & L.B.Sm.,"Parque Estadual de Intervales, Beira do Lago Negro.",-48.3600006103516,-24.0900001525879,NA,NA,NA,NA,NA,"25028",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"31",2019-11-21 10:02:54-03,IBt,SP,309184a,Extra,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Wanderley, MGL","Wanderley, MGL; et al.","2234","1997","05","09",Brasil,São Paulo,Ribeirão Grande,SP053803,SP053803,McWill. & L.B.Sm.,"Parque Estadual de Intervales, Beira do Lago Negro.",-48.3600006103516,-24.0900001525879,NA,NA,NA,NA,NA,"25028",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"32",2019-12-05 09:46:15-03,IBt,SP,"412485",S,Plantae,NA,Bromeliaceae,Vriesea,pabstii,Vriesea pabstii,"Wanderley, MGL","Tavares, AR",s.n.,"2007","11",NA,Brasil,São Paulo,São Paulo,NA,NA,McWill. & L.B.Sm.,"Parelheiros, próximo ao Lote 4",-46.6300010681152,-23.5400009155273,NA,NA,"2007",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
