X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,typeStatus,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,individualCount,infraspecificEpithet,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.966667,-23.35,"36",2019-08-20 10:00:12-03,UNICAMP,UEC,"67417",S,Plantae,Liliopsida,NA,Dioscoreaceae,Dioscorea,mollis,Dioscorea mollis,Kunth,"Kirizawa, M","Kim, AC; et al.","30036","1993","11","11",NA,Brazil,São Paulo,Ubatuba,"Praia do Puruba, planície., Beira de estrada.",-44.966667,-23.35,NA,Liana. Frutos verdes e pilosos.,UEC075453,UEC075453,NA,NA,"1996","06","16","-44.966667","-23.35",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.966667,-23.35,"91",2020-07-02 08:40:07-03,IBt,SP,"279617",S,Plantae,NA,NA,Dioscoreaceae,Dioscorea,mollis,Dioscorea mollis,Kunth,NA,"Kim, AC","30036","1993","11","11",NA,Brasil,São Paulo,Ubatuba,NA,-44.966667,-23.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.966667","-23.35",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
