X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,imagecode,geoFlag,phylum,class,order,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"5",2019-11-21 10:13:40-03,IBt,SP,"3112",S,Plantae,Orchidaceae,Pelexia,sceptrum,Pelexia sceptrum,Schltr.,"Barros, F","2002","03","06","Brade, AC","7766","1917","09","08",NA,Brasil,São Paulo,Iguape,Cajavá,-47.5499992370605,-24.7000007629395,"55628",NA,SP002889,SP002889,auto,NA,NA,NA,Lectotype,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"6",2019-11-21 10:13:40-03,IBt,SP,"50358",S,Plantae,Orchidaceae,Pelexia,sceptrum,Pelexia sceptrum,Schltr.,"Singer, RB","2000","12","14","Kuhlmann, M","3709","1955","10","27",NA,Brasil,São Paulo,Mogi Guaçu,Fazenda Campininha,-46.9421997070312,-22.372200012207,"39309",NA,NA,NA,auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
