X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,continentOcean,preparationType,class,typeStatus,relatedCatalogItem,relationshipType,coordinatePrecision,geoFlag,individualCount,eventTime,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.9199981689453,-25.0100002288818,"121",2019-02-27 14:02:44-03,UFSJ,HUFSJ,"6546",S,Plantae,Myrtaceae,Eugenia,catharinensis,Eugenia catharinensis,D.Legrand,"Aguiar, OT","1990","12","18","Barros, F de; Martuscelli, P","1267","1986","04","09",Brasil,São Paulo,Cananéia,"Ilha do Cardoso, proximidades da Praia do ipanema, Morro do Tassuva.",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,"Arvoreta, ca. 4m de altura, crescendo em beira de rio. Frutos vermelhos escuros quando maduros.",HUFSJ006546,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"145",2020-08-26 10:49:55-03,MCN-FZBRS,HAS,"73737",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,catharinensis,Eugenia catharinensis,D.Legrand,"Mattos, J.","1971",NA,NA,"Mattos, J.","15613","1971","04",NA,Brasil,São Paulo,Pariquera-Açu,Perto da divisa com Cananéia,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,"Numa capoeira, arbusto com cerca de 2,5 m de altura.",HAS0073737,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"147",2019-11-21 10:11:22-03,IBt,SP,"157719",S,Plantae,Myrtaceae,Eugenia,catharinensis,Eugenia catharinensis,D.Legrand,"Mattos, JR","1971",NA,NA,"Mattos, J","15613","1971","06",NA,Brasil,São Paulo,Pariquera-Açu,"Perto da divisa com Cananéia,",-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,"Numa capoeira. Arbusto ca. 2,5m alt.",SP006340,SP006340,NA,NA,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8400001525879,-24.4799995422363,"148",2019-11-21 10:11:22-03,IBt,SP,"277593",S,Plantae,Myrtaceae,Eugenia,catharinensis,Eugenia catharinensis,D.Legrand,"Kawasaki, ML","1997",NA,NA,"Valente, AC",s.n.,"1994","12",NA,Brasil,São Paulo,Registro,Fazenda Guavireuva,-47.8400001525879,-24.4799995422363,NA,NA,NA,NA,"Árvore de pequeno porte, frutos carnosos, violáceos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25922",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
