X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,month,day,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,class,relatedCatalogItem,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"24",2020-11-04 11:14:56-03,ESALQ,ESA,"62740",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,NA,NA,"Kozera, C. et al.","832.0","1999",NA,Brasil,São Paulo,NA,NA,NA,ESA062740,NA,NA,"01","10",Iguape,-47.5499992370605,-24.7000007629395,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"27",2020-11-04 11:14:55-03,ESALQ,ESA,"51535",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,NA,NA,"Borges, A. et al.",NA,"2005",NA,Brasil,São Paulo,Ilha do Cardoso,NA,NA,ESA051535,NA,"Borges, A.","04","03",Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.95,-25.0167,"38",2018-03-08 09:13:18-03,ASU,ASU-PLANTS,ASU0055110,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,"J.B. Baitello; S.M. Borges","91","1981",NA,Brazil,Sao Paulo,No specific.,NA,"Coor from www.fallingrain.com/world; Arvoreta de folhas coriaceas, botoes jovens esverdeados.",NA,NA,"O.T. Aguiar, 1993.","11","11",Cananeia,-47.95,-25.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"40",2021-03-01 16:36:40-03,UNICAMP,UEC,"113773",S,Plantae,Magnoliopsida,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,"Pedroni, F; Sanches, M","178","1996",NA,Brazil,São Paulo,Picinguaba,NA,"Árvore 1456 com 4,5 de altura, com botões.; Mata de Planície. Restinga.",UEC103453,UEC103453,"Kawasaki, L","12","15",Ubatuba,-44.8,-23.366667,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8811,-24.715,"119",2019-01-25 15:35:34-02,IAC,IAC,"20807",S,Plantae,NA,NA,Myrtaceae-2.Myrtoideae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,H.F. Leitão Filho,"645","1968",NA,Brasil,São Paulo,Iguape,NA,NA,NA,NA,C.M.D.E. Legrand,"11","22",Pariquera-Açu,-47.8811,-24.715,NA,NA,NA,NA,"1969",NA,NA,"11","27","-47.8811","-24.7150",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"132",2019-02-27 14:03:09-03,UFSJ,HUFSJ,"7003",S,Plantae,NA,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,"Ferreira, S","320","1990",NA,Brasil,São Paulo,"Ilha do Cardoso, trilha da Cachoeira.",NA,"Árvore, 10m de altura, inflorescência branca.",HUFSJ007003,NA,NA,"11","28",Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"133",2019-02-27 14:03:09-03,UFSJ,HUFSJ,"7019",S,Plantae,NA,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,"Duarte, LSR","27","1981",NA,Brasil,São Paulo,Ilha do Cardoso.,NA,Cultivado.,HUFSJ007019,NA,"Mantovani, W","11","10",Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,"37574",auto,"1993",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"134",2019-12-09 10:46:08-03,UFSJ,HUFSJ,"7026",S,Plantae,NA,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,"Melo, MMRF; Penina, A","690","1987",NA,Brasil,São Paulo,"Ilha do Cardoso, estrada da Captação de água.",NA,"Árvore, ca. 10m de altura, frutos maduros pretos, adocicados às margens do Rio Perequê.",HUFSJ007026,NA,"Aguiar, OT","01","19",Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,"37574",auto,"1990",NA,NA,"12","18",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"135",2019-02-27 14:03:09-03,UFSJ,HUFSJ,"6569",S,Plantae,NA,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,"Grande, DA de; Lopes, EA","352","1990",NA,Brasil,São Paulo,"Ilha do Cardoso, trilha de acesso ao trapiche.",NA,"Árvore, ca. 6m de altura, flores brancas.",HUFSJ006569,NA,"Aguiar, OT","12","18",Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,"37574",auto,"1990",NA,NA,"12","18",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"136",2019-02-27 14:03:09-03,UFSJ,HUFSJ,"6570",S,Plantae,NA,NA,Myrtaceae,Myrcia,insularis,NA,Myrcia insularis,Gardner,NA,"Kirizawa, M","2019","1987",NA,Brasil,São Paulo,"Parque Estadual da Ilha do Cardoso. Regiãode transição mata de encosta, restinga arbórea, próximo ao Rio Perequê.",NA,"Árvore de 13m de altura, em intensa floração. Flores brancas.",HUFSJ006570,NA,"Aguiar, OT","12","10",Cananéia,-47.9199981689453,-25.0100002288818,NA,NA,"37574",auto,"1990",NA,NA,"12","18",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
