X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,county,coordinatePrecision,geoFlag,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.29,-22.77,"5",2015-07-02 14:01:03-03,JBP,HPL,"1957",S,Plantae,NA,NA,Begoniaceae,Begonia,coccinea,Begonia coccinea,NA,E.L. Jacques,H. Lorenzi,"2379","2000","09","01",NA,Brasil,SP,"Instituto Plantarum, coleção de begonias, canteiro 29, origem cultivada.",-47.29,-22.77,NA,NA,NA,NA,"2009",Nova Odessa,"8440",auto,NA,"10","19",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.546944,-24.155556,"17",2021-03-01 16:26:18-03,UNICAMP,UEC,"180542",S,Plantae,Magnoliopsida,NA,Begoniaceae,Begonia,coccinea,Begonia coccinea,Hook.,"Delfini, C","Delfini, C; Rigon, J; Diaz, DC; Oliveira, DB; Souza, VC; Rodrigues, RR","975","2013","04","02",NA,Brazil,São Paulo,"UHE Serraria, trilha da Igrejinha.",-47.546944,-24.155556,NA,"Erva robusta, até 2m alt.; flores e cápsulas jovens vermelhas; frutos marrons.; Floresta Ombrófila Densa bem conservada.",UEC047949,UEC047949,"2013",Tapiraí,NA,NA,NA,NA,NA,"-47.546944","-24.155556","29","29",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2900009155273,-22.7700004577637,"19",2021-03-12 12:52:36-03,UNICAMP,UEC,"209340",S,Plantae,Magnoliopsida,NA,Begoniaceae,Begonia,coccinea,Begonia coccinea alba,Regel,"Campos-Rocha, A","Campos-Rocha, A","1318","2013","10","31",NA,Brazil,São Paulo,"em cultivo no Jardim Botânico Plantarum, doado por Marco Lacerda",-47.2900009155273,-22.7700004577637,NA,"Herbácea ca. 1,3 m de altura, folhas algo discolores (face abaxial verde-clara com nervuras avermelhadas), eixo da inflorescência de coloração róseo-avermelhada, flores masculinas",UEC181523,UEC181523_v01,"2013",Nova Odessa,"8440",auto,NA,"10","31",NA,NA,NA,NA,alba,NA,NA,NA,"35",São Paulo,SP,Sudeste
