X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,class,monthIdentified,dayIdentified,relatedCatalogItem,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-48.416667,-23.45,"29",2019-08-20 10:00:50-03,UNICAMP,UEC,"97699",S,Plantae,Liliopsida,NA,Orchidaceae,Habenaria,schwackei,Habenaria schwackei,Barb.Rodr.,NA,"Pansarin, ER; Belinello, R; Mendonça, NG; Faria, AD","113","1997","12","23",NA,Brazil,São Paulo,"Estrada sentido Angatuba - Itatinga, Km 30.",NA,Primeira coleta da espécie para São Paulo.,UEC034566,UEC034566,"Batista, JAN",Angatuba,-48.416667,-23.45,NA,NA,"2000",NA,NA,NA,"03","30",NA,"-48.416667","-23.45",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"111",2021-03-04 15:42:05-03,IF,SPSF,"32320",PreservedSpecimen,Plantae,Magnoliophyta,Orchidales,Orchidaceae,Habenaria,platydactyla,Habenaria platydactyla,Krzl.,NA,E.E.Macedo,"313","1997","11","22",América do Sul,Brasil,SP,P.E.Furnas do Bom Jesus,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,F.Barros,Pedregulho,-47.4700012207031,-20.25,NA,NA,"2007","27552",auto,Liliopsida,"09","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
