X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,coordinatePrecision,geoFlag,infraspecificEpithet,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,class,dayIdentified,fieldNumber,individualCount,relatedCatalogItem,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.085,-21.3975,"90",2020-12-21 16:35:33-03,MBM,MBM,"425381",PreservedSpecimen,Plantae,NA,NA,Meliaceae,Trichilia,pseudostipularis,Trichilia pseudostipularis,(Adr. Juss.) C. DC.,"Moreira, B.A.","Bello, D.A.","32","2014","06","04",Southern America,Brazil,Rio de Janeiro,São Francisco de Itabapoana,Conglomerado 37-2-3-11,-47.085,-21.3975,NA,NA,NA,"Árvore, com 8,5 metros de altura. Base reta. Casca interna vermelha e externa parda, fina, áspera. Botões esverdeados.; Serrapilheira densa. Mata de tabuleiro, solo argilo-arenoso.",MBM425381,NA,NA,NA,NA,NA,"2017","-47.085","-21.3975","03",NA,"16",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.656667,-22.642778,"219",2019-11-13 11:26:15-03,USP,SPF,"200300",PreservedSpecimen,Plantae,NA,NA,Meliaceae,Trichilia,pseudostipularis,Trichilia pseudostipularis,(A.Juss.) C.DC.,"Freitas, HS","Freitas, HS","291","2007","10","28",NA,Brasil,São Paulo,São José do Barreiro,NA,-44.656667,-22.642778,"504","504",NA,NA,SPF00200300,SPF00200300,NA,NA,NA,NA,"2009","-44.656667","-22.642778",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"292",2021-03-04 15:46:27-03,IF,SPSF,"26259",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Meliaceae,Trichilia,pseudostipularis,Trichilia pseudostipularis,NA,NA,L.Sakai,"32655","1995","02","08",América do Sul,Brasil,SP,Barra do Turvo,mata atlantica de encosta,-48.5046997070312,-24.7563991546631,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: sub bosque&nf;;",NA,NA,NA,"38172",auto,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"298",2020-08-13 18:02:23-03,IBt,SP,"292110",S,Plantae,NA,NA,Meliaceae,Trichilia,pseudostipularis,Trichilia pseudostipularis,(A.Juss.) C.DC.,NA,"Sakai, L","32655","1995","02","08",NA,Brasil,São Paulo,Barra do Turvo,NA,-48.5046997070312,-24.7563991546631,NA,NA,NA,NA,NA,NA,NA,"38172",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
