X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,phylum,scientificNameAuthorship,identifiedBy,recordNumber,year,month,day,barcode,imagecode,coordinatePrecision,occurrenceRemarks,geoFlag,yearIdentified,monthIdentified,continentOcean,dayIdentified,individualCount,preparationType,typeStatus,class,order,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.689478,-20.050928,"32",2020-12-11 11:43:19-03,UFMG,BHCB,"149019",PreservedSpecimen,Plantae,Amaryllidaceae,Habranthus,irwinianus,Habranthus irwinianus,"Mansur, T; Vidal, CV",Brasil,Minas Gerais,Caeté,Serra Gandarela,-49.689478,-20.050928,"-49.689478","-20.050928","1515","1515",Monocotyledon,Ravenna,NA,"220","2011","02","28",BHCB055102,BHCB055102,NA,"Projeto Mina Apolo.; Herbáceo.; Campo rupestre sobre canga couraçada.",NA,"2011","03",Southern America,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2799987792969,-23.2000007629395,"83",2020-09-02 16:19:17-03,Cenargen,CEN,"93108",PreservedSpecimen,Plantae,Amaryllidaceae,Habranthus,irwinianus,Habranthus irwinianus,A. S. Lima,Brasil,SP,SALTO,"Beira do rio; -23.2008 N; -47.2869 L. (coordenadas: Municípios).",-47.2799987792969,-23.2000007629395,NA,NA,NA,NA,NA,Ravenna,A. C. Amaral-Lopes,NA,"1943","11","05",CEN00093108,CEN00093108,"11681",Doação do Instituto de botânica de São Paulo. Herbário IAC 7.316.,auto,"2011","06",NA,NA,"1",Exsicatas,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.2869,-23.2008,"89",2019-01-25 15:38:03-02,IAC,IAC,"7316",S,Plantae,Amaryllidaceae,Habranthus,irwinianus,Habranthus irwinianus,A.S. Lima,Brasil,São Paulo,Salto,NA,-47.2869,-23.2008,"-47.2869","-23.2008",NA,NA,NA,Ravenna,Amaral-Lopes. Andrielle Câmara,s/nº,"1943","11","05",NA,NA,NA,NA,NA,"2011","06",NA,"05",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"90",2019-11-01 15:12:43-03,UnB,UB,"105762",PreservedSpecimen,Plantae,Amaryllidaceae,Habranthus,irwinianus,Habranthus irwinianus,"Gottsberger, IS; Campos, CJ",Brasil,São Paulo,Botucatu,"18 km ao norte de Botucatu, estrada São Manuel - Piracicaba.",-48.416667,-22.75,"-48.416667","-22.75","550","550",Monocotyledonae,Ravenna,"Amaral, AC",16-22874,"1974","08","22",UB0000333,UB0000333,NA,"Flor Rosa; Cerrado aberto, queimado em julho de 1974.",NA,"2011","06",Southern America,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
