X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,yearIdentified,monthIdentified,dayIdentified,occurrenceRemarks,continentOcean,preparationType,previousCatalogNumber,typeStatus,phylum,order,infraspecificEpithet,class,coordinatePrecision,geoFlag,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3,-23.75,"22",2021-03-15 16:37:00-03,NY,NYBG,"498517",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,N. A. Rosa,N. A. Rosa,"3898","1980","11","26",Brazil,São Paulo,NA,"Sto. André, reserva Biológica do alto da serra Paranapiacaba",-46.3,-23.75,NA,NA,"750","890",NY00498517,NY00498517_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33447' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"31",2021-03-15 16:37:00-03,NY,NYBG,"498518",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,NA,G. T. Prance,"10462","1969","04","02",Brazil,São Paulo,Sao Paulo,"Alto da Serra Biological Reserve, Paranapiacaba, Sao Paulo",-46.63,-23.5403,NA,NA,"800","800",NY00498518,NY00498518_01,NA,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=33457' target='other'> <mi>dwc_moreinfo</mi></a>,South America,sheet,NA,NA,Pinophyta,Podocarpales,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3,-23.75,"43",2021-02-08 11:09:54-03,UNESP-IBB,BOTU,"3860",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,selowii,Podocarpus selowii,Klotzsch ex Endl.,NA,"Amaral Jr., A.","1543","1973","08","26",Brasil,São Paulo,Santo André,NA,-48.3,-23.75,48°18'w,23°45' s,NA,NA,BOTU003860,NA,NA,NA,NA,"800-830m altitude; mata pluvial tropical secundária, densa, muito úmida; árvore de 5m de alt., estéril",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"65",2020-01-20 14:40:47-03,UPM,MACK,"2702",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,cf. sellowii,Podocarpus cf. sellowii,Klotzsch ex Endl.,A. R. Balbin,"A. R. Balbin; R. S. L. Araujo","77","2015","06",NA,Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,NA,NA,"2015","06",NA,Frente ao prédio 3,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"66",2020-01-20 14:40:47-03,UPM,MACK,"2693",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,A. R. Balbin,A. R. Balbin,"56","2015","05","18",Brasil,SP,São Paulo,"UPM, Campus Higienópolis.",-46.6300010681152,-23.5400009155273,S,W,NA,NA,NA,NA,"2015","05","18","Ao lado direito do copex, dentro do 50",NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.895278,-25.025833,"81",2019-10-09 11:26:27-03,UFBA,ALCB,"131791",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotzsch ex Endl.,"Barboza, E","Caxambu, MG","4901","2013","11","02",Brasil,São Paulo,Ilha Comprida,arredores,-47.895278,-25.025833,"-47.895278","-25.025833","3","3",ALCB048450,ALCB048450,"2017",NA,NA,"ca 12m de altura, heliófita, espigas amarelas, masculinas.; Floresta Ombrófila Densa das Terras Baixas.",Southern America,NA,NA,NA,Gymnosperm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.35173,-24.03059,"107",2020-11-04 12:18:53-03,ESALQ,ESA,"128625",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,NA,"Potascheff, C.M.; Liboni, A.P.; Fagundes, I.C.; Cabral, F.N.","Cabral, F.N.","894.0","2013","03","30",Brasil,São Paulo,Tapiraí,"Trilha do Chagas, UHE da Fumaça, Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.",-47.35173,-24.03059,"-47.35173","-24.03059",NA,NA,ESA128625,NA,"2013","03","30","Arvore, 12 metros",NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"110",2020-11-04 12:18:53-03,ESALQ,ESA,"111645",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,NA,"Vieira, T.","Vieira, T.","5.0","2008","10","18",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA111645,NA,"2008","12","01",NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.1199989318848,-22.2800006866455,"111",2020-11-04 12:18:53-03,ESALQ,ESA,"35243",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotz.,"Chaddad Jr., J.","Cezare, C.H.",NA,NA,NA,NA,Brasil,São Paulo,Brotas,NA,-48.1199989318848,-22.2800006866455,NA,NA,NA,NA,ESA035243,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"26585",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3400001525879,-24.1100006103516,"112",2020-11-04 12:18:53-03,ESALQ,ESA,"12468",PreservedSpecimen,Plantae,Podocarpaceae,Podocarpus,sellowii,Podocarpus sellowii,Klotz.,"Souza, V.C.","Souza, V.C. et al.","4732.0","1993","11","27",Brasil,São Paulo,Itararé,NA,-49.3400001525879,-24.1100006103516,NA,NA,NA,NA,ESA012468,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,"27729",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
