X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,identifiedBy,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.96013,-22.425035,"5",2021-03-15 16:37:00-03,NY,NYBG,"805105",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,A. G. Hammar,"16104","1901","11","15",South America,Brazil,São Paulo,Moji-Mirim,Mogy-Mirim,-46.96013,-22.425035,sheet,Ex. Herv. do coll. n° 38 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798409' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805105,NY00805105_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"8",2021-03-15 16:37:00-03,NY,NYBG,"805098",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,G. Eiten,"2387","1960","09","22",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagôas. Fazenda Campininha, just N of Rio Moji-Guaçu. 10 km NNE of Padua Sales. About 27 km NW of city of Mori-Mirim",-47.142,-22.242,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798385' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805098,NY00805098_01,"575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0497,-23.5903,"13",2021-03-15 16:37:00-03,NY,NYBG,"805110",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,J. C. Lindeman,"3237","1966","10","19",South America,Brazil,São Paulo,Itapetininga,Km 158 in road from Sao Paulo to Londrina,-48.0497,-23.5903,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798474' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805110,NY00805110_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.370228,-21.932532,"16",2021-03-15 16:37:00-03,NY,NYBG,"1280686",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,F. R. Fosberg,"43292","1962","10","27",South America,Brazil,São Paulo,Piracicaba,"Emas, near Cachoeira.",-47.370228,-21.932532,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1619080' target='other'> <mi>dwc_moreinfo</mi></a>,NY01280686,NY01280686_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.88,-23.1703,"17",2021-03-15 16:37:00-03,NY,NYBG,"805109",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,I. Mimura,"25","1961","10","10",South America,Brazil,São Paulo,Sao José dos Campos,"6,8-7,2 km ao SSE em linha reta da praça principal de Sao Jose dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna",-45.88,-23.1703,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798456' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805109,NY00805109_01,"635","635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"18",2021-03-15 16:37:00-03,NY,NYBG,"805100",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,G. Eiten,"1484","1959","12","03",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagôas. Fazenda Campininha, just N of Rio Moji-Guaçu. 10 km NNE of Padua Sales. About 27 km NW of city of Mori-Mirim",-47.142,-22.242,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798393' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805100,NY00805100_01,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"19",2021-03-15 16:37:00-03,NY,NYBG,"805099",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,G. Eiten,"2387","1960","09","22",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagôas. Fazenda Campininha, just N of Rio Moji-Guaçu. 10 km NNE of Padua Sales. About 27 km NW of city of Mori-Mirim",-47.142,-22.242,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798389' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805099,NY00805099_01,"575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"20",2021-03-15 16:37:00-03,NY,NYBG,"805097",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,G. Eiten,"1567","1959","12","10",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. 9 km NNE of Padua Sales. About 27 km NW of city of Moji-Mirim",-47.142,-22.242,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798375' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805097,NY00805097_01,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.375621,-21.941912,"21",2021-03-15 16:37:00-03,NY,NYBG,"805112",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,J. Cuatrecasas,"26590","1962","10","27",South America,Brazil,São Paulo,Pirassununga,Piraçununga. Cerrado de Cachoeira de Emas,-47.375621,-21.941912,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798491' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805112,NY00805112_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.164784,-22.242395,"25",2021-03-15 16:37:00-03,NY,NYBG,"805108",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,J. R. Mattos,"8454","1960","11","17",South America,Brazil,São Paulo,Moji-Guaçu,"Fazenda Campininha, 3,4 km NNW de Padua Sales. Ca. 100 m E da sede.",-47.164784,-22.242395,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798447' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805108,NY00805108_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"26",2021-03-15 16:37:00-03,NY,NYBG,"805101",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,G. Eiten,"1501","1959","12","04",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~15 km. N. of PADUA SALES. (about 27 km. NW of city of MOJI-MIRIM)",-47.142,-22.242,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798397' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805101,NY00805101_01,"575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.142,-22.242,"27",2021-03-15 16:37:00-03,NY,NYBG,"805102",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,G. Eiten,"1501","1959","12","04",South America,Brazil,São Paulo,Moji-Guaçu,"Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~15 km. N. of PADUA SALES. (about 27 km. NW of city of MOJI-MIRIM)",-47.142,-22.242,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798399' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805102,NY00805102_01,"575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.96013,-22.425035,"28",2021-03-15 16:37:00-03,NY,NYBG,"805106",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,A. G. Hammar,"16104","1901","11","15",South America,Brazil,São Paulo,Moji-Mirim,Mogy-Mirim,-46.96013,-22.425035,sheet,Ex. Herv. do coll. n° 38 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798419' target='other'> <mi>dwc_moreinfo</mi></a>,NY00805106,NY00805106_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"31",2021-02-08 11:07:27-03,UNESP-IBB,BOTU,"10534",PreservedSpecimen,Plantae,NA,NA,Asteraceae,Lessingianthus,grandiflorus,Lessingianthus grandiflorus,(Less.) H.Rob.,"Gottsberger, I.S.",6R,"1970","11","20",NA,Brasil,São Paulo,Botucatu,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.",-48.416667,-22.75,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio",BOTU010534,NA,NA,NA,NA,NA,"Barroso, G.M.","1973",NA,48°25'w,22°45's,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
