X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,phylum,order,recordNumber,continentOcean,preparationType,occurrenceRemarks,class,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,individualCount,fieldNumber,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.85,-23.7,"2",2021-03-15 16:37:00-03,NY,NYBG,"761905",PreservedSpecimen,Plantae,Poaceae,Paspalum,exaltatum,Paspalum exaltatum,J.Presl,NA,W. D. Clayton,"1965","02","13",Brazil,São Paulo,NA,3 km N of city of Itapecerica da Serra,-46.85,-23.7,NA,NA,"800","800",NY00761905,NY00761905_01,Magnoliophyta,Poales,"4644",South America,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34749' target='other'> <mi>dwc_moreinfo</mi></a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"46",2020-12-11 11:45:16-03,UFMG,BHCB,"57919",PreservedSpecimen,Plantae,Poaceae,Paspalum,exaltatum,Paspalum exaltatum,J.Presl,NA,"Viegas, AP",NA,NA,NA,Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,NA,Monocotyledon,NA,s.n.,Southern America,NA,NA,NA,NA,NA,NA,"23900",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"153",2019-11-21 10:16:25-03,IBt,SP,"9775",S,Plantae,Poaceae,Paspalum,exaltatum,Paspalum exaltatum,J.Presl,"Oliveira, RC; Vals, J","Edwall, G","1898","03","22",Brasil,São Paulo,São Paulo,"Horto Botânico, beira de córrego, lugar úmido",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP010098,SP010098,NA,NA,CGG3860,NA,NA,"Alta, lisa",NA,"1999",NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
