X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,county,decimalLongitude,decimalLatitude,typeStatus,yearIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,infraspecificEpithet,fieldNumber,individualCount,class,relatedCatalogItem,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.63,-24.32,"14",2021-03-15 16:37:00-03,NY,NYBG,"557920",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,striata,Eugenia striata,Mattos & D.Legrand,M. Sobral,J. R. Mattos,"8868","1961","04","04",South America,Brazil,São Paulo,"Juquiá, ca. de 8 km NE de cidade",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479578' target='other'> <mi>dwc_moreinfo</mi></a>,NY00557920,NY00557920_01,NA,NA,Juquiá,-47.63,-24.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"22",2019-10-09 11:21:13-03,UFBA,ALCB,"133421",PreservedSpecimen,Plantae,Dicotyledon,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,O. Berg,NA,"Sobral, M; Gianotti, A","7474",NA,NA,NA,Southern America,Brasil,São Paulo,Estação Ecológica da Juréia. Região de Mata Atlântica (mata ombrófila densa).,NA,Mata Atlântica.,ALCB053287,ALCB053287,NA,NA,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,"21922",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"29",2020-11-04 11:14:35-03,ESALQ,ESA,"92228",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,O. Berg,"Ivanauskas, N.M.","Ivanauskas, N.M. et al.","4504.0","2001","08","17",NA,Brasil,São Paulo,NA,NA,NA,ESA092228,ESA092228,NA,NA,São Sebastião,-45.4099998474121,-23.7600002288818,NA,NA,"41977",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.7600002288818,"30",2020-11-04 11:14:35-03,ESALQ,ESA,"92227",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,O. Berg,"Ivanauskas, N.M.","Ivanauskas, N.M. et al.","4499.0","2001","08","15",NA,Brasil,São Paulo,NA,NA,NA,ESA092227,ESA092227,NA,NA,São Sebastião,-45.4099998474121,-23.7600002288818,NA,NA,"41977",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"31",2020-11-04 11:14:34-03,ESALQ,ESA,"109443",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Duarte, A.R.","521.0",NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,ESA109443,ESA109443,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"32",2020-11-04 11:14:35-03,ESALQ,ESA,"34116",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Zipparro, V.B. et al.","424.0","1994","05","14",NA,Brasil,São Paulo,NA,NA,NA,ESA034116,NA,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"33",2020-11-04 11:14:34-03,ESALQ,ESA,"109464",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30151.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109464,ESA109464,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"34",2020-11-04 11:14:34-03,ESALQ,ESA,"109466",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30153.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109466,ESA109466,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"35",2020-11-04 11:14:34-03,ESALQ,ESA,"109462",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30149.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109462,ESA109462,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"36",2020-11-04 11:14:34-03,ESALQ,ESA,"109906",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29379.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109906,ESA109906,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"37",2020-11-04 11:14:34-03,ESALQ,ESA,"109404",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30144.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109404,ESA109404,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"38",2020-11-04 11:14:34-03,ESALQ,ESA,"109389",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,oblongata,Eugenia oblongata,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30138.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,NA,NA,ESA109389,ESA109389,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
