X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,coordinatePrecision,imagecode,geoFlag,yearIdentified,monthIdentified,dayIdentified,typeStatus,fieldNumber,individualCount,verbatimLongitude,verbatimLatitude,class,minimumElevationInMeters,maximumElevationInMeters,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.060001373291,-22.8999996185303,"6",2021-03-30 12:34:47-03,EAO,IAN,"35773",PreservedSpecimen,Plantae,Dicotiledônea,NA,Asteraceae,Eupatorium,riedelii,Eupatorium riedelii,(Sch.Bip.) Baker,NA,"Santoro, J","7648","1944","12","27",Southern America,Brasil,São Paulo,Campinas,Rua Prefeito Passos.,-47.060001373291,-22.8999996185303,NA,Herbaceo.,IAN035773,"23900",IAN035773 IAN035773_e,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"10",2021-03-01 16:23:39-03,UNICAMP,UEC,"126944",S,Plantae,Magnoliopsida,NA,Asteraceae,Campuloclinium,riedelii,Campuloclinium riedelii,(Baker) R.M.King & H.Rob.,"Nakajima, JN","Freitas, L","271","1998","02","17",NA,Brazil,São Paulo,São José do Barreiro,Pq. Nacional da Serra da Bocaina,-44.5699996948242,-22.6399993896484,NA,"Erva ca. 30 cm, flores magenta; Campo de altitude",UEC123786,"30784",UEC123786,auto,"2015","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"11",2021-03-01 16:23:39-03,UNICAMP,UEC,"126942",S,Plantae,Magnoliopsida,NA,Asteraceae,Campuloclinium,riedelii,Campuloclinium riedelii,(Baker) R.M.King & H.Rob.,"Nakajima, JN","Freitas, L","269","1998","02","17",NA,Brazil,São Paulo,São José do Barreiro,Pq. Nacional da Serra da Bocaina,-44.5699996948242,-22.6399993896484,NA,"Erva ca. 30 cm, flores magenta; Campo de altitude",UEC123787,"30784",UEC123787,auto,"2015","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"12",2021-03-01 16:24:13-03,UNICAMP,UEC,"126943",S,Plantae,Magnoliopsida,NA,Asteraceae,Eupatorium,riedelii,Eupatorium riedelii,Baker,"Nakajima, JN","Freitas, L","270","1998","02","17",NA,Brazil,São Paulo,São José do Barreiro,NA,-44.5699996948242,-22.6399993896484,NA,"Erva, ca. 30 cm; flores magenta.; Campo de altitude.",UEC121647,"30784",UEC121647,auto,"2015","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0531,-23.5917,"31",2019-01-25 15:33:56-02,IAC,IAC,"20615",S,Plantae,NA,NA,Asteraceae,Eupatorium,riedelii,Eupatorium riedelii,Baker,H.F. Leitão Filho,Nelson Mazzaro,s/nº,"1969","03","20",NA,Brasil,São Paulo,Itapetininga,NA,-48.0531,-23.5917,NA,NA,NA,NA,NA,NA,"1969","04","08",NA,NA,NA,"-48.0531","-23.5917",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.0608,-22.9056,"32",2019-01-25 15:33:56-02,IAC,IAC,"7648",S,Plantae,NA,NA,Asteraceae,Eupatorium,riedelii,Eupatorium riedelii,Baker,R.P. Malagarriga Heras,J. Santoro,s/nº,"1944","12","27",NA,Brasil,São Paulo,Campinas,Rua Prefeito Passos,-47.0608,-22.9056,NA,NA,NA,NA,NA,NA,"1944","12","27",NA,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"35",2021-03-04 15:42:29-03,IF,SPSF,"04216",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Campuloclinium,riedelii,Campuloclinium riedelii,(Baker) R.M.King & H.Robinson,NA,J.Santoro,NA,"1944","12","27",América do Sul,Brasil,SP,Campinas,NA,-47.060001373291,-22.8999996185303,NA,"COLETA: XLS: SPSFAntigo;",NA,"23900",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.964694,-23.185194,"36",2019-11-21 10:00:13-03,IBt,SP,"297726",S,Plantae,NA,NA,Asteraceae,Campuloclinium,riedelii,Campuloclinium riedelii,(Herb. & Lindl.) Pridgeon & M.W.Chase,"Mamede, MCH","Souza, VC; Souza, JP; Scalon, VR; Astorino, A","10397","1996","01","24",NA,Brasil,São Paulo,Avaré,"Ca. 50 km da cidade, em direção a Itaí, entrada para hotéis Península e Berro d'água",-48.964694,-23.185194,NA,NA,NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,"-48.964694","-23.185194",NA,"610","610",NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"38",2019-11-21 10:00:13-03,IBt,SP,"267424",S,Plantae,NA,NA,Asteraceae,Campuloclinium,riedelii,Campuloclinium riedelii,(Herb. & Lindl.) Pridgeon & M.W.Chase,"Esteves, RL","Santoro, J",s.n.,"1944","12","27",NA,Brasil,São Paulo,Campinas,NA,-47.060001373291,-22.8999996185303,NA,NA,SP031925,"23900",SP031925,auto,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.0499992370605,-23.5900001525879,"39",2019-11-21 10:00:13-03,IBt,SP,"267903",S,Plantae,NA,NA,Asteraceae,Campuloclinium,riedelii,Campuloclinium riedelii,(Herb. & Lindl.) Pridgeon & M.W.Chase,"Robinson, BL","Leitão Filho, HF",s.n.,"1969","04","08",NA,Brasil,São Paulo,Itapetininga,Nativa em cerrado a beira da estrada.,-48.0499992370605,-23.5900001525879,NA,NA,SP031926,"40712",SP031926,auto,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
