X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,eventTime,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.164784,-22.242395,"4",2021-03-15 16:37:00-03,NY,NYBG,"01096260",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Psidium,cinereum,NA,Psidium cinereum,Mart. ex DC.,NA,W. Mantovani,"1814","1981","04","27",South America,Brazil,São Paulo,Martinho Prado. Reserva Biológica da Fazenda Campininha,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235885' target='other'> <mi>dwc_moreinfo</mi></a>,NY01096260,NY01096260_01,NA,Moji-Guaçu,-47.164784,-22.242395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4397,-22.88,"34",2021-03-15 16:37:00-03,NY,NYBG,"1017398",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,T. Sendulsky,"867","1968","11","22",South America,Brazil,São Paulo,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206483' target='other'> <mi>dwc_moreinfo</mi></a>,NY01017398,NY01017398_01,L. R. Landrum,Botucatu,-48.4397,-22.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.4397,-22.88,"41",2021-03-15 16:37:00-03,NY,NYBG,"1017397",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,T. Sendulsky,"867","1968","11","22",South America,Brazil,São Paulo,NA,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206481' target='other'> <mi>dwc_moreinfo</mi></a>,NY01017397,NY01017397_01,L. R. Landrum,Botucatu,-48.4397,-22.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.733333,-22.8,"44",2021-02-08 11:09:38-03,UNESP-IBB,BOTU,"27887",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,cinereum,NA,Psidium cinereum,Mart.ex DC.,NA,"Ishara, K.L.","24","2008","01","09",NA,Brasil,São Paulo,Fazenda Palmeira da Serra,NA,"Arbusto 1m,frutos verdes",BOTU027887,NA,"Ishara, K.L.",Pratânia,-48.733333,-22.8,NA,NA,48°44'w,22°48's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.733333,-22.8,"45",2021-02-08 11:09:38-03,UNESP-IBB,BOTU,"27885",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,"Ishara, K.L.","71","2008","03","18",NA,Brasil,São Paulo,Fazenda Palmeira da Serra,NA,"Subarbusto 1,3m,fruto verde e vermelho",BOTU027885,NA,"Ishara, K.L.",Pratânia,-48.733333,-22.8,NA,NA,48°44'w,22°48's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.416667,-22.75,"46",2021-02-08 11:09:38-03,UNESP-IBB,BOTU,"11079",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,"Gottsberger, I.S.","30971","1971","09","30",NA,Brasil,São Paulo,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.",NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Shrub, 0,5m to 0,8m tall. Ripe fruits green covered with red.; Coleção: Cerrado Estação 13 de Maio",BOTU011079,NA,"Gottsberger, I.S.",Botucatu,-48.416667,-22.75,NA,NA,48°25'w,22°45's,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.491944,-22.891944,"47",2021-02-08 11:09:38-03,UNESP-IBB,BOTU,"24357",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,"Maroni, B.C.","54","2005","01","31",NA,Brasil,São Paulo,Rubião Júnior,NA,"Cerrado. Arbusto , 60cm, folhas alternas, com face inferior prateada, frutos verdes.",BOTU024357,NA,"Campos, C.J.",Botucatu,-48.491944,-22.891944,NA,NA,48°29' 31w,22°53'31s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7200012207031,-23.3199996948242,"53",2020-01-20 14:40:43-03,UPM,MACK,"2965",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,G. Amole,"11","2015","10","02",NA,Brasil,SP,Parque Estadual do Juquery,NA,NA,NA,NA,Gonçalves,Franco da Rocha,-46.7200012207031,-23.3199996948242,NA,NA,NA,NA,"2017",NA,NA,"12135",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.701828,-23.345083,"56",2019-12-12 15:31:46-03,UFABC,HUFABC,"002155",PreservedSpecimen,Plantae,Angiospermas,NA,Myrtaceae,Psidium,grandifolium,NA,Psidium grandifolium,Mart. ex DC.,NA,Keller V.C.,"297","2018","05","12",NA,Brasil,São Paulo,"Parque Estadual do Juquery, Próximo à torre de observação do setor B",NA,"Arbusto, flores brancas",HUFABC002155,NA,O. T. Aguiar,Franco da Rocha,-46.701828,-23.345083,NA,NA,"-46.701828","-23.345083","2018","08","31",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"80",2020-11-04 10:56:25-03,ESALQ,ESA,"140319",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,cinereum,NA,Psidium cinereum,Mart. ex DC.,NA,A. Ferraro,"202.0",NA,NA,NA,NA,Brasil,São Paulo,Estação Ecológica de Águas de Santa Bárbara,NA,NA,ESA140319,NA,N. Pilon,Águas de Santa Bárbara,-49.238899230957,-22.8805999755859,"645","645",49º13'09.1,22º48'01.3,"2017",NA,NA,"18363",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
