X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,stateProvince,locality,county,decimalLongitude,decimalLatitude,imagecode,identifiedBy,class,yearIdentified,coordinatePrecision,geoFlag,fieldNumber,individualCount,minimumElevationInMeters,maximumElevationInMeters,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.410344,-23.776225,"3",2021-03-15 16:37:00-03,NY,NYBG,"719868",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,R. J. Almeida-Scabbia,"5119","2007","11","13",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523706' target='other'> <mi>dwc_moreinfo</mi></a>,NY00719868,Magnoliophyta,Myrtales,Mattos,São Paulo,"Suborefeitura de Paranapiacaba e Parque Andreense, regiao administrativa da Subprefeitura, Parque America, trilha travessa Marechal Rondon.",Santo André,-46.410344,-23.776225,NY00719868_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"11",2021-03-01 16:36:23-03,UNICAMP,UEC,"11756",S,Plantae,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,"Matthes, LAF","9257","1978","08","17",NA,Brazil,NA,NA,Coleção Bosque dos Jequitibás nº 491-D,NA,Magnoliopsida,NA,Mattos,São Paulo,Bosque dos Jequitibás,Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"12",2021-03-01 16:36:23-03,UNICAMP,UEC,"11754",S,Plantae,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,"Matthes, LAF","9256","1978","08","17",NA,Brazil,NA,NA,Coleção Bosque dos Jequitibás nº 798-D,NA,Magnoliopsida,NA,Mattos,São Paulo,Bosque dos Jequitibás,Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.40667,-23.77806,"18",2015-02-05 16:46:53-02,MNHN,RECOLNAT_MNHN_P,P00966401,PreservedSpecimen,NA,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,"Almeida-Scabbia, R.J.|Silva, C.|Dias, R.|Capistrano, T.R.|Oliveira, T.R.",NA,"2007","11","13",NA,Brasil,hb,NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00966401' target='other'> <mi>dwc_moreinfo</mi></a>,P00966401,NA,NA,Mattos,São Paulo,"Subprefeitura de Paranapiacaba e Parque andreense, região administrativa da subprefeitura, Parque América, trilha travessa Marechal Rondon",Santo André,-46.40667,-23.77806,P00966401_01,NA,NA,NA,NA,NA,"5119",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"34",2021-03-04 11:17:34-03,UEFS,HUEFS,"234025",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,"Mattos, J.","15090","1967","10","18",NA,Brasil,NA,NA,Capoeira.,HUEFS0234025,Angiospermae,Myrtales,Mattos,São Paulo,"Paranapiacaba, mais ou menos no Km 3 da rodovia Estação de Campo Grande Paranapiacaba.",Santo André,-46.5299987792969,-23.6599998474121,NA,J.Mattos,Rosanae,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"44",2020-08-26 10:50:01-03,MCN-FZBRS,HAS,"74569",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,stipularis,Eugenia stipularis,"Matthes, L.A.",s.n.,"1978","08",NA,NA,Brasil,NA,NA,Coleção Bosque dos Jequitibás. 23-E,HAS0074569,Magnoliophyta,NA,(Berg) Mattos,São Paulo,Bosque dos Jequitibás,Campinas,-47.060001373291,-22.8999996185303,NA,NA,NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"45",2020-08-26 10:50:01-03,MCN-FZBRS,HAS,"74570",PreservedSpecimen,Plantae,Myrtaceae,Eugenia,stipularis,Eugenia stipularis,"Shepherd, G.J.","5912","1977","10",NA,NA,Brasil,NA,NA,Em mata. Árvore pequena de 4m. Flores brancas,HAS0074570,Magnoliophyta,NA,(Berg) Mattos,São Paulo,Serra do Japí,Jundiaí,-46.8800010681152,-23.1800003051758,NA,"Mattos, J.",NA,"1988","17840",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.410344,-23.776225,"46",2019-11-21 10:11:45-03,IBt,SP,"427020",S,Plantae,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,"Almeida Scabbia, RJ; Silva, C; Oliveira, TR; Dias, R; Capistrano, TR","5119","2007","12","13",NA,Brasil,NA,NA,NA,SP057098,NA,NA,Mattos,São Paulo,"Subprefeitura de Paranapiacaba e Parque Andreense, região administrativa da Subprefeitura, Parque América, trilha travessa Marechal Rondon",Santo André,-46.410344,-23.776225,SP057098,"Almeida Scabbia, RJ",NA,"2009",NA,NA,NA,NA,NA,NA,"10",NA,"-46.410344","-23.776225","35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"48",2019-11-21 10:11:45-03,IBt,SP,"420",S,Plantae,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,"Schwebel, E",s.n.,NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,Mattos,São Paulo,"E.B. do Alto da Serra de Paranapiacaba, Alto da Serra",Santo André,-46.5299987792969,-23.6599998474121,NA,"Sugiyama, M",NA,"1988","27258",auto,NA,NA,NA,NA,"11","16",NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"49",2019-11-21 10:11:45-03,IBt,SP,"118354",S,Plantae,Myrtaceae,Eugenia,squamiflora,Eugenia squamiflora,"Mattos, J; Mattos, N","15090","1967","10","18",NA,Brasil,NA,NA,"Numa capoeira, arbusto com 2m de alt.",SP057097,NA,NA,Mattos,São Paulo,"E.B. do Alto da Serra de Paranapiacaba, mais ou menos no Km 3 da rodovia Estação Campo Grande",Santo André,-46.5299987792969,-23.6599998474121,SP057097,"Barroso, GM",NA,"1989","27258",auto,NA,NA,NA,NA,"10","02",NA,NA,"35",São Paulo,SP,Sudeste
