X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,recordNumber,continentOcean,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,yearIdentified,monthIdentified,coordinatePrecision,geoFlag,dayIdentified,class,individualCount,fieldNumber,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.621883,-23.654505,"17",2021-03-15 16:37:00-03,NY,NYBG,"662306",PreservedSpecimen,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,NA,W. Hoehne,"1948","08","27",Brazil,São Paulo,Sao Paulo,-46.621883,-23.654505,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=624094' target='other'> <mi>dwc_moreinfo</mi></a>,NY00662306,NY00662306_01,Magnoliophyta,Poales,s.n.,South America,"Sao Paulo, SP. Parque do Estado do SP",NA,NA,sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.8600006103516,-21.2199993133545,"35",2019-12-04 15:26:41-03,PUCPR,HUCP,"24359",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Barboza, E","Felitto, G","2012","03","14",Brasil,São Paulo,Valparaíso,-50.8600006103516,-21.2199993133545,NA,NA,NA,HUCP00006113,NA,Monocotiledonea,NA,"238",NA,Usina da Mata,NA,NA,NA,NA,NA,"32798",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"49",2020-11-04 12:18:45-03,ESALQ,ESA,"108768",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","2007","01","19",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA108768,ESA108768,Magnoliophyta,NA,"86.0",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"50",2020-11-04 12:15:56-03,ESALQ,ESA,"116109",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Macedo, C.L.","Macedo, C.C.L.","2009","01","01",Brasil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,NA,ESA116109,ESA116109,NA,NA,"30.0",NA,NA,NA,NA,NA,NA,NA,"15840",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"51",2020-11-04 12:18:45-03,ESALQ,ESA,"108770",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","2007","05","03",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA108770,ESA108770,Magnoliophyta,NA,"124.0",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"52",2020-11-04 12:15:56-03,ESALQ,ESA,"116085",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Macedo, C.L.","Rodrigues, M.E.F.","2006","09","01",Brasil,São Paulo,São Bernardo do Campo,-46.560001373291,-23.6900005340576,NA,NA,NA,ESA116085,ESA116085,NA,NA,"76.0",NA,NA,NA,NA,NA,NA,NA,"31119",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"53",2020-11-04 12:15:56-03,ESALQ,ESA,"116103",PreservedSpecimen,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","2007","09","01",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,ESA116103,ESA116103,NA,NA,"377.0",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"86",2021-03-01 16:20:29-03,UNICAMP,UEC,"110829",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Amaral, MCE; Bittrich, V; Mendonça, TG; Belinello, R","2000","02","04",Brazil,São Paulo,Itirapina,-47.8199996948242,-22.25,NA,NA,"Erva robusta até 1,5m.",UEC012401,UEC012401 UEC012401_01,Liliopsida,NA,2000/11,NA,"Margem da represa do Broa, Solo arenoso, ancharcado.",NA,NA,NA,"2015","05","22843",auto,"21",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"87",2019-08-20 10:01:21-03,UNICAMP,UEC,"24964",S,Plantae,Poaceae,Hymenachne,pernambucensis,Hymenachne pernambucensis,(Spreng.) Zuloaga,"Rodrigues, RS","Leitão Filho, HF; Martins, FR; Mantovani, W","1981","02","06",Brazil,São Paulo,Mogi Guaçu,-46.9421997070312,-22.372200012207,NA,NA,Herbáceo rizomatoso.,UEC019781,UEC019781,Liliopsida,NA,"12279",NA,"Fazenda Campininha, Reserva Biológica de Cerrado.&nf;Em área brejosa.",NA,NA,NA,"2012","05","39309",auto,"17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-21.7099990844727,"88",2019-08-20 10:01:30-03,UNICAMP,UEC,"100569",S,Plantae,Poaceae,Panicum,pernambucense,Panicum pernambucense,(Spreng.) Mez ex Pilg.,"Guglieri, A","Faria, AD; Belinello, R; Galvão, JC; Aona, LYS; Matsumoto, K","1997","01","13",Brazil,São Paulo,Santa Rita do Passa Quatro,-47.4700012207031,-21.7099990844727,NA,NA,NA,UEC088914,UEC088914,Liliopsida,NA,97/31,NA,"Rodovia Anhanguera, km 239, Sítio Aubiri, à beira de lago.",NA,NA,NA,"2000","06","24893",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
