X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.7700004577637,-22.5300006866455,"48",2021-03-01 16:39:00-03,UNICAMP,UEC,"83906",S,Plantae,Magnoliopsida,NA,Rubiaceae,Bathysa,cuspidata,Bathysa cuspidata,(A.St.-Hil.) Hook.f. ex K.Schum.,"Germano Filho, P","Macias, L; Goldenberg, R; Koch, I; Árbocz, GF; Belinello, R","96.18","1996","05","23",NA,Brazil,São Paulo,Queluz,Margens do Rio das Cruzes.,-44.7700004577637,-22.5300006866455,NA,"Árvore de 6m de altura; flores brancas; leve aroma desagradável.; Mata ciliar.",UEC078089,UEC078089,NA,NA,"1997","06","16",NA,NA,"14382",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.656667,-22.642778,"150",2019-11-13 11:30:35-03,USP,SPF,"200202",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Schizocalyx,cuspidatus,Schizocalyx cuspidatus,(A.St.-Hil.) Kainul. & B.Bremer,"Zappi, DC","Freitas, HS","329","2007","03","21",NA,Brasil,São Paulo,São José do Barreiro,NA,-44.656667,-22.642778,NA,NA,SPF00200202,NA,"504","504","2013",NA,NA,"-44.656667","-22.642778",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.724167,-24.522778,"158",2019-10-07 09:14:55-03,UEFS,HUEFS,"34195",PreservedSpecimen,Plantae,Angiospermae,Gentianales,Rubiaceae,Schizocalyx,cuspidatus,Schizocalyx cuspidatus,(A.St.-Hil.) Kainul. & B. Bremer,C.M.Taylor,"França, F.","2550","1998","05","17",NA,Brasil,São Paulo,Apiaí,Estrada para Iporanga.,-48.724167,-24.522778,NA,Mata beira de estrada.,HUEFS0034195,HUEFS0034195,"540","540","2012","07",NA,48W43'27'',24S31'22'',NA,NA,Asteranae,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.781667,-22.455556,"219",2019-11-21 10:17:30-03,IBt,SP,"299533",S,Plantae,NA,NA,Rubiaceae,Bathysa,cuspidata,Bathysa cuspidata,(A.St.-Hil.) Hook.f.,NA,"Macias, L; Goldenberg, R; Koch, I; Árbocz, GF; Belinello, R","96.18","1996","05","23",NA,Brasil,São Paulo,Queluz,Margens do Rio das Cruzes,-44.781667,-22.455556,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.781667","-22.455556",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.411667,-23.976944,"221",2020-11-05 09:52:29-03,IBt,SP,"377094",S,Plantae,NA,NA,Rubiaceae,Bathysa,cuspidata,Bathysa cuspidata,(A.St.-Hil.) Hook.f.,"Costa, CB","Pastore, JA; Moura, C","1209","2002","10","25",NA,Brasil,São Paulo,São Vicente,"Parque Estadual Xixová-Japuí, Restinga de Paranapuã, na mata",-46.411667,-23.976944,NA,NA,NA,NA,NA,NA,"2004","04","29","-46.411667","-23.976944",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
