X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,coordinatePrecision,geoFlag,maximumElevationInMeters,class,individualCount,dayIdentified,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.60569,-22.76356,"2",2021-03-15 16:37:00-03,NY,NYBG,"02641677",PreservedSpecimen,Plantae,Magnoliophyta,Apiales,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & S.L.Jung,NA,P. Fiaschi,"3910","2012","03","07",South America,Brazil,Rio de Janeiro,Itatiaia,"Parque Nacional do Itatiaia. Estrada para o Atelier das Artes. Trilha para os Três Picos, início na antigo Hotel Simon.",-44.60569,-22.76356,"1200",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2914275' target='other'> <mi>dwc_moreinfo</mi></a>,NY02641677,NY02641677_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.766667,-22.45,"3",2021-03-01 16:22:31-03,UNICAMP,UEC,"073615",S,Plantae,Magnoliopsida,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Koch, I; Goldenberg, R","232","1995","04","07",NA,Brazil,São Paulo,Queluz,"9Km ao norte de Queluz; beira do Rio das Cruzes.",-44.766667,-22.45,NA,NA,"Mata. Árvore de 9m de altura; flores brancas.",UEC109241,UEC109241,"2006","-44.766667","-22.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.766667,-22.45,"4",2021-03-01 16:22:31-03,UNICAMP,UEC,"73615",S,Plantae,Magnoliopsida,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Koch, I; Goldenberg, R","232","1995","04","07",NA,Brazil,São Paulo,Queluz,"9Km ao norte de Queluz; beira do Rio das Cruzes.",-44.766667,-22.45,NA,NA,"Mata. Árvore de 9m de altura; flores brancas.",UEC109241,UEC109241,"2006","-44.766667","-22.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.766667,-22.45,"5",2021-03-01 16:22:31-03,UNICAMP,UEC,"74709",S,Plantae,Magnoliopsida,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Koch, I; Goldenberg, R","232","1995","04","07",NA,Brazil,São Paulo,Queluz,"9Km ao norte de Queluz; beira do Rio das Cruzes.",-44.766667,-22.45,NA,NA,"Mata. Árvore de 9m de altura; flores brancas.",UEC109218,UEC109218,"2006","-44.766667","-22.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"6",2021-03-01 16:22:31-03,UNICAMP,UEC,"130200",S,Plantae,Magnoliopsida,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Arzolla, FARDP","116","2000","05","04",NA,Brazil,São Paulo,Mairiporã,"Parque Estadual da Cantareira, Região de águas claras.",-46.5800018310547,-23.3099994659424,NA,NA,"Arvoreta 2,5m altura, botões florais e flores brancas.",UEC109239,UEC109239,"2011",NA,NA,"11","15840",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"7",2021-03-01 16:22:31-03,UNICAMP,UEC,"130201",S,Plantae,Magnoliopsida,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Arzolla, FARDP","120","2000","03","22",NA,Brazil,São Paulo,Mairiporã,"Parque Estadual da Cantareira, Região de águas claras.",-46.5800018310547,-23.3099994659424,NA,NA,Arvoreta flores brancas.,UEC109238,UEC109238,"2011",NA,NA,"11","15840",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"8",2021-03-01 16:22:37-03,UNICAMP,UEC,"85868",S,Plantae,Magnoliopsida,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Rossi, L; Cordeiro, I; Pastore, JFB; Silva, ELS","1477","1994","03","31",NA,Brazil,São Paulo,Pindamonhangaba,"Ribeirão Grande - Fazenda São Sebastião, Mata pluvial montana, mata de encosta.",-45.4599990844727,-22.9200000762939,"900",NA,"Arvoreta cerca de 2m de altura, inflorescência e botões verdes, margem de riacho.",UEC109227,UEC109227,"2011",NA,NA,"11","24176",auto,"900",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"13",2019-11-13 11:15:38-03,USP,SPF,"99217",PreservedSpecimen,Plantae,NA,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Rossi, L","1477","1994","03","31",NA,Brasil,São Paulo,Pindamonhangaba,Ribeirão Grande. Fazenda São Sebastião do Ribeirão Grande.,-45.4599990844727,-22.9200000762939,"900",NA,NA,SPF00099217,SPF00099217,"2006",NA,NA,"05","24176",auto,"900",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"14",2021-03-15 18:25:04-03,USP,SPF,"222830",PreservedSpecimen,Plantae,NA,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Silva-Luz, CL","111","2010","11","30",NA,Brasil,São Paulo,São Paulo,"Parque Estadual da Cantareira, Núcleo Águas Claras. Av. Senador José Emírio de Marais. Divisa dos municípios de São Paulo e Mairiporã. ca. de 200 m do início da trilha para Pedra Grande. Lado direito da estrada.",-46.6300010681152,-23.5400009155273,NA,NA,"Arvoreta ca. 2,5 m alt. Inflorescências muito jovens. Voucher para estudos anatômicos.; Floresta ombrófila densa antropizada, com muitos pinheiros.",SPF00222830,SPF00222830,"2010",NA,NA,"11","53584",auto,NA,NA,NA,"30",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"15",2019-11-13 11:15:38-03,USP,SPF,"82970",PreservedSpecimen,Plantae,NA,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Pastore, JA","214","1988","03","10",NA,Brasil,São Paulo,São Paulo,Serra da Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00082970,SPF00082970,"2006",NA,NA,"05","53584",auto,NA,NA,NA,NA,paratype,NA,"35",São Paulo,SP,Sudeste
-44.75,-22.466667,"17",2020-08-10 16:07:35-03,CEPLAC,CEPEC,"133869",PreservedSpecimen,Plantae,NA,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,NA,P. Fiaschi,S. J. S. Neto,"1168","1986","09","01",NA,Brasil,Rio de Janeiro,ITATIAIA,"Maromba, trilha para Cachoeira Itaporani.",-44.75,-22.466667,NA,NA,NA,NA,NA,NA,44W45'0,22S28'0,NA,NA,NA,NA,NA,NA,NA,NA,30/09/2006,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"22",2021-03-04 15:42:17-03,IF,SPSF,"11952",PreservedSpecimen,Plantae,Magnoliophyta,Apiales,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,P.Fiaschi,J.A.Pastore,"214","1988","03","10",América do Sul,Brasil,SP,São Paulo,Serra da Cantareira - Pinheirinho,-46.6300010681152,-23.5400009155273,NA,NA,"COLETA: Árvore 4m de altura. Início de inflorescência.; GEOGRAFIA: Área A da fitossociologia. Início da linha 5.;",NA,NA,NA,NA,NA,NA,"53584",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"23",2021-03-04 15:42:17-03,IF,SPSF,"14156",PreservedSpecimen,Plantae,Magnoliophyta,Apiales,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,P.Fiaschi,O.T. Aguiar,"407","1991","04","23",América do Sul,Brasil,SP,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,NA,"COLETA: Arvoreta com 6,5 m de altura e 10 cm de DAP. Flores.; GEOGRAFIA: Região do Pinheirinho. Área 04, linha 01, ponto 07, árvore 637.;",NA,NA,NA,NA,NA,NA,"53584",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"24",2021-03-04 15:42:17-03,IF,SPSF,"13831",PreservedSpecimen,Plantae,Magnoliophyta,Apiales,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,P.Fiaschi,R.Esteves,"12","1990","05","03",América do Sul,Brasil,SP,São Paulo,Serra da Cantereira,-46.6300010681152,-23.5400009155273,NA,NA,"COLETA: Arvoreta com 7 metros de altura e 11,5 cm de diâmetro. Flores.; GEOGRAFIA: Região do Pinheirinho. Área 01, Linha 11, Ponto 02, árvore nº 28.;",NA,NA,NA,NA,NA,NA,"53584",auto,NA,Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4599990844727,-22.9200000762939,"25",2019-11-21 09:59:19-03,IBt,SP,"276603",S,Plantae,NA,NA,Araliaceae,Dendropanax,nebulosus,Dendropanax nebulosus,Fiaschi & Jung-Mend.,"Fiaschi, P","Rossi, L; Cordeiro, I; Pastore, JA; Silva, EL","1477","1994","03","31",NA,Brasil,São Paulo,Pindamonhangaba,Ribeirão Grande-Fazenda São Sebastião do Ribeirão Grande,-45.4599990844727,-22.9200000762939,"900",NA,NA,SP010690,SP010690,"2007",NA,NA,NA,"24176",auto,"900",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
