X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,typeStatus,relatedCatalogItem,infraspecificEpithet,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0699996948242,-23.4300003051758,"164",2020-11-04 11:13:44-03,ESALQ,ESA,"31260",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(DC.) Naudin,"Leitão Filho, H.F. et al.","34586.0","1996","02","01",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA031260,ESA031260,"Goldenberg, R.",NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"166",2020-11-04 11:13:44-03,ESALQ,ESA,"60590",PreservedSpecimen,Plantae,Magnoliophyta,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(DC.) Naudin,"Souza, V.C.; Souza, J.P.; Mazine, F.F.","12238.0","1996","09","05",NA,Brasil,São Paulo,Ubatuba,Praia de Puruba. Mata de Encosta.,-45.0699996948242,-23.4300003051758,NA,"Arbusto, ca. 2,5 m alt.; frutos imaturos verdes.",ESA060590,ESA060590,"Goldenberg, R.",NA,NA,"34265",auto,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.260556,-23.572222,"177",2020-02-10 17:54:58-03,UNICAMP,UEC,"89809",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(A.DC.) Naudin,"Spina, AP","29200","1993","11","16",NA,Brazil,São Paulo,Ubatuba,Praia de Maranduba,-45.260556,-23.572222,NA,"fruto, Arbusto de cerca de 2 m de altura, folhas discolores, com pêlos ferrugíneos no dorso, frutos verdes e maduros roxo-escuros.",UEC107186,UEC107186_01 UEC107186_02,"Aranha, JLM",NA,NA,NA,NA,"2003","11",NA,"-45.260556","-23.572222",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"184",2020-02-10 17:54:58-03,UNICAMP,UEC,"35716",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(A.DC.) Naudin,"Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Cavalcanti, DC; Scudeller, VV","337","1994","08","28",NA,Brazil,São Paulo,Ubatuba,Estrada de Itamambuca - km 35 da Rodovia,-45.0699996948242,-23.4300003051758,NA,"fruto, Arbusto de 4 m, dentro da mata. Frutos verdes de ápice creme. Mata Atlântica.",UEC170196,UEC170196,"Goldenberg, R",NA,NA,"34265",auto,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"185",2020-02-10 17:54:58-03,UNICAMP,UEC,"96347",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(A.DC.) Naudin,"Furlan, A; Garcia, FCP; Carneiro, CE; Assis, MA; Ruffino, PHP","1552","1994","04","17",NA,Brazil,São Paulo,Ubatuba,Estrada de Itamambuca - km 35 da Rodovia,-45.0699996948242,-23.4300003051758,NA,"fruto, Arvoreta de 4 m de altura. Frutos verdes com tubo branco. Mata Atlântica.",UEC170197,UEC170197,"Goldenberg, R",NA,NA,"34265",auto,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"186",2020-02-10 17:54:58-03,UNICAMP,UEC,"106831",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(A.DC.) Naudin,"Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Grecco, MDN; Cardoso-Leite, E; Goldenberg, R","34586","1996","02","01",NA,Brazil,São Paulo,Ubatuba,Instituto Agronômico de Campinas - Estra,-45.0699996948242,-23.4300003051758,NA,"fruto, Flores com pétalas brancas e estames menores púrpura e maiores com conectivo branco e tecas púrpura, frutos imaturos verde-claros. Mata de encosta, trilha na mata.",UEC170199,UEC170199,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"187",2020-02-10 17:54:58-03,UNICAMP,UEC,"178725",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(A.DC.) Naudin,"Caetano, APS; Cortez, PA; et al.","21","2011","10","20",NA,Brazil,São Paulo,Ubatuba,"Praia de Puruba, início da estrada de acesso.&nf;Estrada de acesso à praia a partir da rodovia (antes da escola).",-45.0699996948242,-23.4300003051758,NA,NA,UEC031693,UEC031693,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"201",2020-12-21 16:34:51-03,MBM,MBM,"253935",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(DC.) Naudin,"Dittrich, VA de O; et al.; et al.","648",NA,NA,NA,Southern America,Brazil,São Paulo,Ubatuba,"Rod. SP-55, estrada para Araibá",-45.0699996948242,-23.4300003051758,NA,NA,MBM253935,MBM253935,"Goldenberg, R.",NA,NA,"34265",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"203",2020-12-21 16:34:51-03,MBM,MBM,"307686",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(DC.) Naudin,"Ivanauskas, N.M.; et al.; et al.","6028","2005","02","19",Southern America,Brazil,São Paulo,Caraguatatuba,Parque Estadual da Serra do Mar,-45.4099998474121,-23.6200008392334,NA,NA,MBM307686,MBM307686,NA,NA,NA,"30093",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"297",2021-02-11 17:20:09-03,UFPR,UPCB,"38846",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,serrulata,Miconia serrulata,(DC.) Naudin,"Dittrich, V.A.O.","648","1999","08","01",NA,Brasil,São Paulo,Ubatuba,Confluência da BR 101 (SP055) com estrada para Araribá,-45.0699996948242,-23.4300003051758,NA,"Arvoreta em barranco, flores alvas com estames violáceos. Domínio da floresta ombrófila densa de terras baixas. Alt.: 5m..",UPCB0020009,UPCB0020009,"Goldenberg, R.",NA,NA,"34265",auto,"1999","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
