X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,phylum,order,scientificNameAuthorship,typeStatus,imagecode,identifiedBy,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,sex,class,infraspecificEpithet,relatedCatalogItem,individualCount,fieldNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.4619,-20.2042,"13",2021-03-15 16:37:00-03,NY,NYBG,"1018391",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,A. B. Junqueira,"117","2003","12","15",South America,Brazil,sheet,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258944' target='other'> <mi>dwc_moreinfo</mi></a>,NY01018391,São Paulo,Pedregulho,"Sede da propriedade do Sr. Antonio Zuza deOliveira e Silvania Aparecida Polo de Oliveira, vizinha ao Parque Estadual Furnas do Bom Jesus. Quintal da casa.",-47.4619,-20.2042,NA,NA,NA,NA,Magnoliophyta,Sapindales,Allemão & M.Allemão,NA,NY01018391_01,A. B. Junqueira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"222",2020-11-04 10:59:02-03,ESALQ,ESA,"10124",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Barreto, K.D.","689.0","1993","02","11",NA,Brasil,NA,NA,NA,ESA010124,São Paulo,Piracicaba,Proximo mata do godinho,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,Magnoliophyta,NA,Fr. All,NA,ESA010124,"Rodrigues, R.R. & Souza, V.C.","44778",auto,"1993","03","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8199996948242,-22.4300003051758,"223",2020-11-04 10:59:02-03,ESALQ,ESA,"18599",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Barreto, K.D. et al.","1749.0","1994","01","10",NA,Brasil,NA,NA,NA,ESA018599,São Paulo,Itapira,NA,-46.8199996948242,-22.4300003051758,NA,NA,NA,NA,Magnoliophyta,NA,Fr.All.,NA,ESA018599,"Souza, V.C. & Rodrigues, R.R.","19933",auto,"1994",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.4700012207031,-20.25,"224",2020-11-04 10:59:02-03,ESALQ,ESA,"31056",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Macedo, E.E.","148.0","1995","01","12",NA,Brasil,NA,NA,NA,ESA031056,São Paulo,Pedregulho,NA,-47.4700012207031,-20.25,NA,NA,NA,NA,Magnoliophyta,NA,Fr.All.,NA,ESA031056,"Pastore, J.A","27552",auto,"1995","01","12",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"229",2020-11-04 10:59:02-03,ESALQ,ESA,"14708",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Ivanauskas, N.M.","95.0","1991","10","25",NA,Brasil,NA,NA,NA,ESA014708,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,Magnoliophyta,NA,Fr.All.,NA,ESA014708,"Ivanauskas, N.M.","44778",auto,"1991","10","25",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6199989318848,-22.2199993133545,"230",2020-11-04 10:59:02-03,ESALQ,ESA,"119472",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Carreira, D.",NA,"2012","01","10",NA,Brasil,NA,NA,Árvore. Porte aproximado de 7m.,ESA119472,São Paulo,Corumbataí,Bacia do Corumbataí,-47.6199989318848,-22.2199993133545,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,NA,"Carreira, D.","14989",auto,"2012","07","05",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"231",2020-11-04 10:59:02-03,ESALQ,ESA,"5475",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Kampf, E.","81.0","1989","08","04",NA,Brasil,NA,NA,Fl.,ESA005475,São Paulo,Piracicaba,Parque da Esalq,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,Magnoliophyta,NA,Fr.All.,NA,ESA005475,"Kampf, E.","44778",auto,"1989","10","30",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5699996948242,-21.4599990844727,"235",2020-11-04 10:59:02-03,ESALQ,ESA,"16023",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Rodrigues, R.R. et al.","1.0","1994","07","19",NA,Brasil,NA,NA,NA,ESA016023,São Paulo,Sabino,NA,-49.5699996948242,-21.4599990844727,NA,NA,NA,NA,Magnoliophyta,NA,NA,NA,ESA016023,"Rodrigues, R.R.","18841",auto,"1994",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"236",2020-11-04 10:59:02-03,ESALQ,ESA,"17374",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Santin, D.A. ; Rodrigues, R.R.","102.0","1993","10","21",NA,Brasil,NA,NA,NA,ESA017374,São Paulo,Mogi Guaçu,NA,-46.9421997070312,-22.372200012207,NA,NA,NA,NA,Magnoliophyta,NA,Fr.All.,NA,ESA017374,"Santim, D.","39309",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"237",2020-11-04 10:59:02-03,ESALQ,ESA,"14978",PreservedSpecimen,Plantae,Anacardiaceae,Myracrodruon,urundeuva,Myracrodruon urundeuva,"Ivanauskas, N.M.",NA,"1992","04","10",NA,Brasil,NA,NA,NA,ESA014978,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,Magnoliophyta,NA,Fr.All.,NA,ESA014978,"Ivanauskas, N.M.","44778",auto,"1992","04","10",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
