X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,recordNumber,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,imagecode,locality,minimumElevationInMeters,coordinatePrecision,maximumElevationInMeters,geoFlag,identifiedBy,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,individualCount,fieldNumber,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"130",2020-11-04 11:08:37-03,ESALQ,ESA,"7982",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Leite, C.A.",NA,Brasil,NA,NA,NA,ESA007982,Magnoliophyta,NA,Lam.,NA,"1992","01","01",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,ESA007982,NA,NA,"44778",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"131",2020-11-04 11:08:26-03,ESALQ,ESA,"69468",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Condini, F.G.M.",NA,Brasil,NA,NA,NA,ESA069468,Magnoliophyta,NA,Lam.,"1.0","1999","10","04",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,ESA069468,NA,NA,"44778",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"132",2020-11-04 11:08:26-03,ESALQ,ESA,"6875",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Kampf, E.",NA,Brasil,NA,NA,NA,ESA006875,Magnoliophyta,NA,Lam.,"173.0",NA,NA,NA,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,ESA006875,NA,NA,"44778",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"133",2020-11-04 11:08:37-03,ESALQ,ESA,"70093",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Hiraoka, E.Y.",NA,Brasil,NA,NA,NA,ESA070093,Magnoliophyta,NA,Lam.,"2.0","1999","10","04",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,ESA070093,NA,NA,"44778",NA,auto,NA,"1999",NA,NA,"10","04",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"135",2020-11-04 10:55:49-03,ESALQ,ESA,"140746",PreservedSpecimen,Plantae,Fabaceae,Paubrasilia,echinata,Paubrasilia echinata,"Gibau, A.",NA,Brasil,NA,NA,"Árvore ca. 10m. Corola amarela, pétala central com mancha vermelha.",ESA140746,NA,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","381.0","2017","09","22",SP,Piracicaba,-47.6399993896484,-22.7199993133545,NA,Parque da ESALQ,NA,"44778",NA,auto,"Gibau, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"244",2019-08-20 10:12:19-03,UNICAMP,UEC,"61251",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Stranghetti, V; Martins, AL; Barbosa, AR; Guimarães, PJF",NA,Brazil,NA,NA,"Árvore ca. 3,0 m. Tronco com espinhos. Pau Brasil. Dentro do Bosque próximo da marca de 300 metros.",UEC144536,Magnoliopsida,NA,Lam.,"23581","1990","10","24",São Paulo,Campinas,-47.060001373291,-22.8999996185303,NA,Bosque dos Alemães,NA,"23900",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"245",2021-03-01 16:30:00-03,UNICAMP,UEC,"192323",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Moraes, FAL",NA,Brazil,NA,NA,"Árvore ca. 10-12 m alt, flores amarelas.",UEC126710,Magnoliopsida,NA,Lam.,IAC38445,"1998","09","28",São Paulo,Campinas,-47.060001373291,-22.8999996185303,UEC126710,Parque do IAC.,NA,"23900",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"246",2019-08-20 10:12:19-03,UNICAMP,UEC,"159725",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Santin, DA",NA,Brazil,NA,NA,NA,UEC013209,Magnoliopsida,NA,Lam.,"30930","1993","09","23",São Paulo,Campinas,-47.060001373291,-22.8999996185303,UEC013209,Praça do Pau Brasil,NA,"23900",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.3699989318848,-20.8899993896484,"332",2020-06-29 09:30:19-03,UFRRJ,RBR,"30466",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,N. Silva-Junior,NA,Brasil,NA,NA,NA,RBR00030466,NA,NA,Lam.,"24","2002","07","28",São Paulo,Andradina,-51.3699989318848,-20.8899993896484,NA,Zoológico Municipal Antônio Joaquim de Moura Andrade.,NA,"31224",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"418",2015-09-04 09:03:05-03,MNHN,RECOLNAT_MNHN_P,P02997030,PreservedSpecimen,NA,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Schnell, R.",NA,Brasil,hb,NA,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02997030' target='other'> <mi>dwc_moreinfo</mi></a>,P02997030,NA,NA,Lam.,NA,"1958","10","25",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,P02997030_01,Jardin de l´ ? Botanique de São Paulo.,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8507",NA,"35",São Paulo,SP,Sudeste
-46.630833,-23.4625,"424",2020-10-01 14:20:26-03,JBB,HEPH,"32370",S,Plantae,Fabaceae,Paubrasilia,echinata,Paubrasilia echinata,"Maruyama, A; Cicco, L",Southern America,Brasil,NA,NA,NA,NA,Dicotyledon,Fabales,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","552","2016","09","17",São Paulo,Cunha,-46.630833,-23.4625,NA,NA,"715",NA,"715",NA,"Maruyama, A; Cicco, L","2016","-46.630833","-23.4625","09","17",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3544485,-20.77694485,"444",2020-06-22 14:18:04-03,UNESP-IBILCE,SJRP,"34081",PreservedSpecimen,Plantae,Fabaceae,Paubrasilia,echinata,Paubrasilia echinata,"Soares-Silva, J.P.",América do Sul,Brasil,NA,NA,"Árvore de 8 metros, sem látex, borda de mata.",NA,Tracheophyta,Fabales,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis","160.0","2018","04","25",São Paulo,São José do Rio Preto,-49.3544485,-20.77694485,NA,Bosque e Zoológico Municipal,NA,NA,NA,NA,"Soares-Silva, J. P.","2018","-49.3544485","-20.77694485","11","21",Magnoliopsida,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"475",2020-06-15 15:30:35-03,UNESP-RC,HRCB,"2964",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Timoni, J.L.",NA,Brasil,NA,NA,Árvore até 4m <ll>dwc_commonname:</ll> Pau Brasil,NA,NA,NA,Lam.,"92","1982","09",NA,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,E.E. de Tupi,NA,"44778",NA,auto,"Giannotti, E.","1982",NA,NA,"09",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"476",2020-06-15 15:30:35-03,UNESP-RC,HRCB,"3594",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Bellotti, N.M.",NA,Brasil,NA,NA,Árvore até 12m. DAP=80 cm. Flor amarela <ll>dwc_commonname:</ll> Pau Brasil,NA,NA,NA,Lam.,"2","1983","09",NA,São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,ESALQ,NA,"44778",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"477",2020-06-15 15:30:35-03,UNESP-RC,HRCB,"40305",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Furlan, A.",NA,Brasil,NA,NA,Árvore espinhenta com frutos verdes,NA,NA,NA,Lam.,s.n.,"2003","11","20",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,ESALQ,NA,"44778",NA,auto,"Furlan, A.","2003",NA,NA,"11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"478",2020-06-15 15:30:35-03,UNESP-RC,HRCB,"24680",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Rampin, V.T.",NA,Brasil,NA,NA,"Árvore com espinhos no tronco, flores amarelas, estandarte vermelho e vinho na base, odorífera <ll>dwc_commonname:</ll> Pau Brasil",NA,NA,NA,Lam.,"893","1996","09","24",São Paulo,Rio Claro,-47.560001373291,-22.4099998474121,NA,Campus UNESP,NA,"21773",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3800010681152,-22.3500003814697,"482",2017-11-24 14:10:45-02,UFLA,ESAL,"2245",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,Walter Magalhães da Silva,NA,Brasil,NA,NA,"árvore; 7,0 - 10,0; amarela, hermafrodita, reunidas em panículas; 11 - 13 cm",NA,NA,NA,Lam.,"2",NA,NA,NA,São Paulo,Araras,-47.3800010681152,-22.3500003814697,NA,NA,"7","22739","7",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.939998626709,-22.2099990844727,"483",2017-11-24 14:10:45-02,UFLA,ESAL,"4649",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,Augusto Gabriel,NA,Brasil,NA,NA,"; ; ;; floresta",NA,NA,NA,Lam.,s.n.,NA,NA,NA,São Paulo,Marília,-49.939998626709,-22.2099990844727,NA,Bosque Rangel Pietraróia,"6","38865","6",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"587",2020-09-02 16:26:24-03,Cenargen,CEN,"107672",PreservedSpecimen,Plantae,Fabaceae Caesalp.,Paubrasilia,echinata,Paubrasilia echinata,F. A. L. Moraes,NA,Brasil,Exsicatas,NA,Árvore com cerca de 10 a 12 metros de altura. Doação - Instituto Agronomico de Campinas - IAC (38445),CEN00107672,NA,NA,"(Lam.) E.Gagnon, H.C.Lima & G.P.Lewis","177","1999","09","18",SP,CAMPINAS,-47.060001373291,-22.8999996185303,CEN00107672,Parque do IAC.,NA,"23900",NA,auto,B. M. T. Walter,"2019",NA,NA,"02",NA,NA,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"612",2019-11-13 11:21:37-03,USP,SPF,"177036",PreservedSpecimen,Plantae,Leguminosae,Caesalpinia,echinata,Caesalpinia echinata,"Oliveira, RS",NA,Brasil,NA,NA,NA,SPF00177036,NA,NA,Lam.,"28","2002","08","12",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Cidade Universitária Armando de Salles Oliveira,NA,"53584",NA,auto,Anônimo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"613",2019-11-13 11:21:37-03,USP,SPF,"139117",PreservedSpecimen,Plantae,Leguminosae,Caesalpinia,echinata,Caesalpinia echinata,"Dell'Aringa, S",NA,Brasil,NA,NA,NA,SPF00139117,NA,NA,Lam.,s.n.,"1999","09","28",São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,Cidade Universitária Armando de Salles Oliveira,NA,"53584",NA,auto,"Ogawa, NR","1999",NA,NA,"11",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"620",2021-03-25 13:52:12-03,UNIVILLE,JOI,"7721",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,K.D. Barreto et al.,NA,Brasil,NA,NA,"Floração, sadia, tronco escamoso, sem latéx. Fruto ausente, Formação Antropicas.; HABITAT: áreas abertas; HABITO: arbóreo",JOI007721,NA,NA,NA,NA,"1993","09","09",São Paulo,Piracicaba,-47.6399993896484,-22.7199993133545,NA,Parque da ESALQ.,NA,"44778",NA,auto,J.Y. Tamashiro,"1999",NA,NA,"01","01",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6361,-23.5475,"668",2019-10-03 14:21:01-03,IAC,IAC,"16366",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,?,NA,Brasil,NA,NA,nome vulgar: pau-brasil,NA,NA,NA,Lam.,"4383","1949",NA,NA,São Paulo,São Paulo,-46.6361,-23.5475,NA,Horto Florestal de São Paulo,NA,NA,NA,NA,B.J. Pickel,"1949","-46.6361","-23.5475","06","30",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.3842,-22.3569,"669",2019-01-25 15:40:28-02,IAC,IAC,"24294",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,G.R.A. Cavalcanti,NA,Brasil,NA,NA,Material recebido do Herbário do Serviço Florestal de Rio Claro - SP,NA,NA,NA,Lam.,s/nº,"1961","11","10",São Paulo,Araras,-47.3842,-22.3569,NA,EngenhoVelho,NA,NA,NA,NA,G.P. Lewis & R. Machado,"2005","-47.3842","-22.3569","01","15",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
