X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,locality,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,infraspecificEpithet,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.850556,-23.353611,"57",2021-03-01 16:30:58-03,UNICAMP,UEC,"163314",S,Plantae,Magnoliopsida,NA,Fabaceae,Mimosa,elliptica,Mimosa elliptica,Benth.,"Silva, ED","Silva, ED","409","2006","10","11",NA,Brazil,São Paulo,Ubatuba,-44.850556,-23.353611,NA,"Subarbusto decumbente, flores róseas.",UEC036860,UEC036860,"Parque Estadual da Serra do Mar Picinguaba, Rodovia Rio-Santos.","9","9",NA,"2006","12",NA,"-44.850556","-23.353611",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.850556,-23.353611,"58",2021-03-01 16:30:58-03,UNICAMP,UEC,"185162",S,Plantae,Magnoliopsida,NA,Fabaceae,Mimosa,elliptica,Mimosa elliptica,Benth.,"Silva, ED","Silva, ED","587","2008","12","16",NA,Brazil,São Paulo,Ubatuba,-44.850556,-23.353611,NA,"Subarbusto decumbente, flores róseas.; Floresta de restinga.",UEC106733,UEC106733,"Picinguaba, Parque estadual da Serra do Mar, próximo a entrada de acesso à praia da Fazenda.","9","9",NA,"2009","03","05","-44.850556","-23.353611",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
