X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,geoFlag,identifiedBy,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,class,individualCount,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5275,-23.620833,"10",2021-03-01 16:40:42-03,UNICAMP,UEC,"166894",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,"Stefani, EJF; Belinello, R; Galvão, JC","169","2010","06","02",NA,Brazil,São Paulo,Caraguatatuba,Parque Estadual da Serra do Mar.,-45.5275,-23.620833,NA,"50","90",NA,"Árvore com 7 m.; Mata Atlântica.",UEC059348,UEC059348,NA,"Stefani, EJF","2010","12",NA,"-45.5275","-23.620833",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"11",2021-03-01 16:40:42-03,UNICAMP,UEC,"85803",S,Plantae,Magnoliopsida,NA,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,"Shirasuna, RT; Catharino, ELM; Esteves, GL; Rodrigues, EA","52","1994","09","27",NA,Brazil,São Paulo,Bananal,"Serra da Bocaina, Estrada para Madeirite.",-44.3199996948242,-22.6800003051758,"26795",NA,NA,NA,"Árvore, cerca de 8m de altura; frutos imaturos.; Mata secundária.",UEC159836,UEC159836,auto,"Ferrucci, MS","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.726944,-22.640833,"28",2019-11-13 11:31:29-03,USP,SPF,"196514",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,"Freitas, HS","115","2009","02","14",NA,Brasil,São Paulo,Areias,NA,-44.726944,-22.640833,NA,"813","813",NA,NA,SPF00196514,NA,NA,"Ferrucci, MS","2009",NA,NA,"-44.726944","-22.640833",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"29",2019-11-13 11:31:29-03,USP,SPF,"96075",PreservedSpecimen,Plantae,NA,NA,Sapindaceae,Cupania,concolor,Cupania concolor,Radlk.,"Shirasuna, RT","52","1994","09","27",NA,Brasil,São Paulo,Bananal,Serra da Bocaina,-44.3199996948242,-22.6800003051758,"26795",NA,NA,NA,NA,SPF00096075,NA,auto,"Ferrucci, MS","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"38",2021-03-04 15:46:32-03,IF,SPSF,"24052",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,E.A.Anunciaçao,"359","1993","08","29",América do Sul,Brasil,SP,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,"55628",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.3800010681152,-20.0300006866455,"39",2021-03-04 15:46:32-03,IF,SPSF,"20267",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,V.Stranghetti,"217","1993","10","21",América do Sul,Brasil,SP,Paulo de Faria,E.Ecol.Instituto Florestal,-49.3800010681152,-20.0300006866455,"29574",NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Beira de mata&nf;Arbusto 3m; GEOGRAFIA: beira da mata&nf;;",NA,NA,auto,A.C.Pscheidt,"2010","10","28",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"40",2021-03-04 15:46:32-03,IF,SPSF,"42816",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,(Spreng.) Müll.Arg.,S.Honda,"765","2008","08","29",América do Sul,Brasil,SP,São Paulo,Parque Tizo,-46.6300010681152,-23.5400009155273,"53584",NA,NA,NA,"COLETA: Árvore 8m; inflorscências esverdeadas; GEOGRAFIA: Triha do Fragmento 2;",NA,NA,auto,R.J.F. Garcia,"2009","08","31",NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.9599990844727,"41",2021-03-04 15:46:32-03,IF,SPSF,"28403",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,J.A.Pastore & C.Moura,"1091","2001","08","31",América do Sul,Brasil,SP,São Vicente,P.E.Xixová-Japuí,-46.3899993896484,-23.9599990844727,"25482",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira&nf;;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.9599990844727,"42",2021-03-04 15:46:32-03,IF,SPSF,"32383",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,J.A.Pastore & C.Moura,"1254","2003","09","05",América do Sul,Brasil,SP,São Vicente,P.E.Xixová-Japuí,-46.3899993896484,-23.9599990844727,"25482",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Pedreira, topo de morro&nf;;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-52.1599998474121,-22.5300006866455,"43",2021-03-04 15:46:32-03,IF,SPSF,"09520",PreservedSpecimen,Plantae,Magnoliophyta,Sapindales,Sapindaceae,Cupania,concolor,Cupania concolor,NA,O.T. Aguiar,"146","1985","10","16",América do Sul,Brasil,SP,Teodoro Sampaio,"P.E.Morro do Diabo,",-52.1599998474121,-22.5300006866455,"54606",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,auto,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
