X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,typeStatus,relatedCatalogItem,fieldNumber,individualCount,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.316667,-24.166667,"77",2020-02-08 09:51:28-03,NBC,NL-BOTANY,L.2451692,PreservedSpecimen,Plantae,NA,Malpighiales,Flacourtiaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,NA,"Smith LB; Klein RM; Hatschbach GG",NA,"1965","01","18",Southern America,Brazil,NA,NA,"Paraná, Mun. Jaguariaiva: High rocky campo, boggy slope, and grove, Fazenda Cajurú, source of Rio Cajurú.",-49.316667,-24.166667,NA,<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2451692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>,NL-L2451692,NL-L2451692,NA,NA,NA,"-49.316667","-24.166667",NA,NA,NA,NA,Magnoliopsidae,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"102",2020-11-04 11:19:12-03,ESALQ,ESA,"6042",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,"Ramos, E. & Torres, R.B.","Durigan, G.","201.0","1988","11","29",NA,Brasil,São Paulo,Assis,NA,-50.4099998474121,-22.6599998474121,NA,NA,ESA006042,NA,NA,NA,NA,NA,NA,NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"115",2020-11-04 11:19:12-03,ESALQ,ESA,"91749",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Casearia,lasiophylla,Casearia lasiophylla,NA,NA,"Savassi-Coutinho, A.P.","698.0","1905","06","24",NA,Brasil,São Paulo,Assis,NA,-50.4099998474121,-22.6599998474121,NA,NA,ESA091749,NA,NA,NA,NA,NA,NA,NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48,-24.6900005340576,"116",2020-11-04 11:19:12-03,ESALQ,ESA,"24088",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,"Ramos, E. & Torres, R.B.","Fernandes, G.D. et al.","33439.0","1995","02","14",NA,Brasil,São Paulo,Jacupiranga,NA,-48,-24.6900005340576,NA,NA,ESA024088,NA,NA,NA,NA,NA,NA,NA,NA,"35797",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9500007629395,-22.4300003051758,"117",2020-11-04 11:19:12-03,ESALQ,ESA,"16479",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,"Ramos, E. & Torres, R.B.","Toledo Filho, D.V.","10695.0","1979","11","01",NA,Brasil,São Paulo,Mogi Mirim,NA,-46.9500007629395,-22.4300003051758,NA,NA,ESA016479,NA,NA,NA,NA,NA,NA,NA,NA,"19575",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"118",2020-11-04 11:19:12-03,ESALQ,ESA,"6581",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichl.,"Ivanauskas, N.M.","Zandoval, J.A. ; Rodrigues, R.R.",NA,"1990","12","12",NA,Brasil,São Paulo,Piracicaba,NA,-47.6399993896484,-22.7199993133545,NA,NA,ESA006581,ESA006581,NA,NA,NA,NA,NA,NA,NA,"44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"119",2020-11-04 11:19:12-03,ESALQ,ESA,"117517",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Casearia,lasiophylla,Casearia lasiophylla,NA,NA,"Flores, T.B.","325.0","2010","01","01",NA,Brasil,São Paulo,Assis,Estação Ecológica de Assis - Instituto Florestal - Projeto Parcelas Permanentes - Biota Fapesp - Estrada em direção a parcela,-50.4099998474121,-22.6599998474121,NA,"Árvore ca. 2,5m de altura. Material vegetativo.",ESA117517,NA,NA,NA,NA,NA,NA,NA,NA,"23972",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.1300010681152,-22.4099998474121,"120",2020-11-04 11:19:12-03,ESALQ,ESA,"118783",PreservedSpecimen,Plantae,Magnoliophyta,NA,Salicaceae,Casearia,lasiophylla,Casearia lasiophylla,NA,"Colletta, G.D.","Colletta, G.D.","568.0","2011","11","01",NA,Brasil,São Paulo,Piratininga,"Sítio Lagoa Azul, Mata em volta da represa",-49.1300010681152,-22.4099998474121,NA,"Árvore, 5m,frutos imaturos verdes,passando a amarelos (sílica).",ESA118783,NA,NA,NA,"2011",NA,NA,"11","07","19389",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.238899230957,-22.8805999755859,"144",2020-12-20 21:17:54-03,UFV,VIC,"11386",PreservedSpecimen,Plantae,NA,NA,Flacourtiaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,"Meira, Neto J A","Meira, Neto J A",s.n.,"1989","09","20",NA,Brasil,São Paulo,Águas de Santa Bárbara,"Estado Ecológico de Santa Bárbara, Cerrado.",-49.238899230957,-22.8805999755859,NA,"Árvore de 3 m, flores esverdeadas, anteras amarelas.",VIC011386,VIC011386,NA,NA,"1990",NA,NA,NA,NA,"18363",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5900001525879,-23.7900009155273,"145",2020-12-20 21:17:54-03,UFV,VIC,"043959",PreservedSpecimen,Plantae,NA,NA,Flacourtiaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,"Torres, R.B.","Torres, R.B.; Figueiredo, N.","409","1987","10","09",NA,Brasil,São Paulo,Buri,"Estação Experimental do Insituto Florestal, Beira de Mata Estacinal Semidecídua degradada",-48.5900001525879,-23.7900009155273,NA,NA,VIC043959,VIC043959,"600","600","1998",NA,NA,NA,NA,"28249",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.076944,-24.335278,"190",2021-03-01 16:42:57-03,UNICAMP,UEC,"173158",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,"Torres, RB; Ramos, E","Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; et al.","598","1997","12","13",NA,Brazil,São Paulo,Apiaí,"Estrada para Pinhalzinho/ Apiaí, 11km de Bom Sucesso de Itararé.",-49.076944,-24.335278,NA,"Árvore com 12m, frutos maduros amarelos.; Floresta Ombrófila Mista. Interior da mata.",UEC046520,UEC046520,NA,NA,"2005","-49.076944","-24.335278","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.9375,-23.075,"194",2021-03-01 16:42:57-03,UNICAMP,UEC,"53252",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,NA,"Silva, AF; Menezes Silva, S","1571","1987","08","29",NA,Brazil,São Paulo,São José dos Campos,NA,-45.9375,-23.075,NA,"Árvore de até 20m, botões florais creme esverdeados.",UEC046509,UEC046509,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.414889,-24.962361,"195",2021-03-01 16:42:57-03,UNICAMP,UEC,"72424",S,Plantae,Magnoliopsida,NA,Vivianiaceae,Casearia,lasiophylla,Casearia lasiophylla,Eichler,"Torres, RB; Ramos, E","Fernandes, GD; et al.","33439","1995","02","14",NA,Brazil,São Paulo,Jacupiranga,"Parque Estadual Jacupiranga, núcleo cedro.",-48.414889,-24.962361,NA,"Árvore 4m, frutos maduros amarelos. Com 3-4cm diam.",UEC046517,UEC046517,NA,NA,"2005","-48.414889","-24.962361","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
