X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,typeStatus,recordedBy,recordNumber,year,continentOcean,country,stateProvince,locality,minimumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,maximumElevationInMeters,identifiedBy,month,day,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.8199996948242,-22.25,"45",2020-11-04 11:15:10-03,ESALQ,ESA,"13279",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,"Catharino, E.L.M.",NA,"1984",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA013279,NA,(O.Berg) Nied.,NA,"Kawasaki, M.L.","11","01",Itirapina,-47.8199996948242,-22.25,NA,NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"46",2020-11-04 11:15:10-03,ESALQ,ESA,"14399",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,"Goldenberg, R.",NA,"1988",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA014399,ESA014399,(O.Berg) Nied.,NA,"Tuler, A.C.","11","24",Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,"2018","08","06","44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.6399993896484,-22.7199993133545,"47",2020-11-04 10:56:25-03,ESALQ,ESA,"132933",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,"Colletta, G. D","2076.0","2015",NA,Brasil,São Paulo,"Campus da esalq, mata ao lado da biblioteca central",NA,NA,"Árvore, 2,5m, flores alvas, frutos imaturos verdes.",ESA132933,NA,(O.Berg) Nied.,NA,"Tuler, A.C.","03","17",Piracicaba,-47.6399993896484,-22.7199993133545,NA,NA,"2018","08","06","44778",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"48",2020-11-04 11:15:10-03,ESALQ,ESA,"109980",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,"Franco, G.A.D.C. ; Furlan, E.","4545.0",NA,NA,Brasil,São Paulo,NA,NA,NA,NA,ESA109980,ESA109980,NA,NA,NA,NA,NA,Gália,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.5499992370605,-22.2900009155273,"49",2020-11-04 11:15:10-03,ESALQ,ESA,"103600",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,"Gorenstein, M.R.","9504.0","2005",NA,Brasil,São Paulo,NA,NA,NA,NA,ESA103600,ESA103600,NA,NA,"Durigan, G. & Franco, G.A.D.C.","06","15",Gália,-49.5499992370605,-22.2900009155273,NA,NA,NA,NA,NA,"23314",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8499984741211,-20.5799999237061,"50",2020-11-04 11:15:10-03,ESALQ,ESA,"119371",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,"Farah, F.T. ; Vieira, D.M.","2425.0","2004",NA,Brasil,São Paulo,NA,NA,NA,Árvore,ESA119371,NA,(O.Berg) Nied.,NA,"Tuler, A.C.","06","22",São Joaquim da Barra,-47.8499984741211,-20.5799999237061,NA,NA,"2018","08","06","29681",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.39,-22.18,"51",2015-07-02 14:03:25-03,JBP,HPL,"5755",S,Plantae,NA,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,H. Lorenzi,"1249","1994",NA,Brasil,SP,"Coletado no Taquari, venda do turco.",NA,NA,NA,NA,NA,(O.Berg) Nied.,NA,H. Lorenzi,"01","14",Leme,-47.39,-22.18,NA,NA,"1994","01","14","20942",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.39,-22.18,"52",2015-07-02 14:03:25-03,JBP,HPL,"5757",S,Plantae,NA,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,H. Lorenzi,"1148","1993",NA,Brasil,SP,"Coletado nas proximidades da cidade, na estrada de terra que liga a ponte Rio Mogi a Aguaí.",NA,NA,NA,NA,NA,(O.Berg) Nied.,NA,H. Lorenzi,"11","17",Leme,-47.39,-22.18,NA,NA,"1993","11","17","20942",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.78,-20.33,"53",2015-07-02 14:03:25-03,JBP,HPL,"5760",S,Plantae,NA,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,H. Lorenzi,"2980","1997",NA,Brasil,SP,Coletado na beira da via Anhanguera.,NA,NA,NA,NA,NA,(O.Berg) Nied.,NA,H. Lorenzi,"09","18",Ituverava,-47.78,-20.33,NA,NA,"1997","09","18","25831",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.78,-20.33,"54",2015-07-02 14:03:25-03,JBP,HPL,"5762",S,Plantae,NA,NA,Myrtaceae,Psidium,sartorianum,Psidium sartorianum,NA,G.F. Arbocz,"2689","1996",NA,Brasil,SP,Coletado nas proximidades da cidade.,NA,NA,NA,NA,NA,(O.Berg) Nied.,NA,H. Lorenzi,"03","31",Ituverava,-47.78,-20.33,NA,NA,"1996","03","31","25831",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
