X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,yearIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,individualCount,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.8817,-22.4636,"1",2021-03-15 16:37:00-03,NY,NYBG,"01318281",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,M. K. Caddah,M. K. Caddah,"631","2009","08","03",South America,Brazil,São Paulo,Lavrinhas,"Serra da Mantiqueira, Fábrica da Suall",-44.8817,-22.4636,"1339","1339",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305582' target='other'> <mi>dwc_moreinfo</mi></a>,NY01318281,NY01318281_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8817,-22.4636,"7",2021-03-15 16:37:00-03,NY,NYBG,"01318294",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,M. K. Caddah,M. K. Caddah,"630","2009","08","03",South America,Brazil,São Paulo,Lavrinhas,"Serra da Mantiqueira, Fábrica da Suall",-44.8817,-22.4636,"1346","1346",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305581' target='other'> <mi>dwc_moreinfo</mi></a>,NY01318294,NY01318294_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"10",2020-01-20 14:40:39-03,UPM,MACK,"865",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,R. Goldenberg,M. J. Robim,"605","1988","04","27",NA,Brasil,SP,Campos do Jordão,"Parque Estadual, região do Sítio Velho.",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,NA,NA,NA,"2009","21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.471389,-22.776667,"15",2021-03-01 16:34:46-03,UNICAMP,UEC,"152625",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,"Caddah, MK","Caddah, MK; Shimizu, GH; Belinello, R","630","2009","08","03",NA,Brazil,São Paulo,Lavrinhas,"Serra da Mantiqueira, Fábrica da Suall",-45.471389,-22.776667,"1346","1346",NA,"Árvore ca. 8 m, inflorescência jovem, coleta em sílica",UEC071985,UEC071985,NA,"2009",NA,NA,"-45.471389","-22.776667","08",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.881667,-22.462778,"17",2019-09-30 10:30:06-03,UNICAMP,UEC,"88268",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,"Goldenberg, R","Goldenberg, R; Shepherd, GJ","71","1995","04","06",NA,Brazil,São Paulo,Lavrinhas,"Vale do Ribeirão do Braço, Entre 22°27'46 S e 22°27'46, entre 44°52'54 e 44°52'48 W.",-44.881667,-22.462778,NA,NA,NA,"Árvore com 12m; frutos maduros cor de laranja.",UEC055451,UEC055451,holotypus,NA,NA,NA,"-44.881667","-22.462778",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.466667,-22.766667,"18",2021-03-01 16:34:46-03,UNICAMP,UEC,"58546",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,"Caddah, MK","Caddah, MK; Shimizu, GH; Belinello, R","631","2009","08","03",NA,Brazil,São Paulo,Lavrinhas,"Serra da Mantiqueira, Fábrica da Suall.",-45.466667,-22.766667,"1339","1339",NA,"Árvore ca. 12m, casca externa com fissuras verticais, popularmente conhecida como casca de arroz, coleta em sílica.",UEC071983,UEC071983,NA,"2009",NA,NA,"-45.466667","-22.766667","08",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"19",2020-02-14 09:20:51-03,UNICAMP,UEC,"51869",S,Plantae,Magnoliopsida,NA,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,"Goldenberg, R","Robim, MJ","605","1988","04","24",NA,Brazil,São Paulo,Campos do Jordão,"Parque Estadual, Instituto Florestal, sítio velho.",-45.5900001525879,-22.7299995422363,NA,NA,NA,"Árvore de 10m de altura, frutos verdes e maduros de cor amarela. Tronco com esfoliações.",UEC055449,UEC055449,paratypus,"2008","21048",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"33",2021-02-11 17:20:09-03,UFPR,UPCB,"93782",PreservedSpecimen,Plantae,NA,NA,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R. Goldenb. E Reginato,"Baumgratz, J. . A","Baumgratz, J. F. A. | Bovini, M. | Nadruz, M.","1319","2014","06","03",NA,Brasil,São Paulo,São José do Barreiro,"Na zona de amortecimento do PARNA Serra do Bocaina, na trilha que se inicia proxima a pousada Campos de Bocaina em direção a Pedra da Bacia (ou pedra Alta), antes do mirante.",-44.5699996948242,-22.6399993896484,NA,NA,NA,"Arvore ca. 7 m de altura; ramos, peciolo e face adaxial das folhas verde-pardacento; folhas discolores, face adaxial =verde.",UPCB0041137,UPCB0041137,NA,"2018","30784",auto,NA,NA,"10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"53",2021-03-04 15:45:05-03,IF,SPSF,"12109",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,R.Goldenberg,M.J.Robim,"605","1988","04","27",América do Sul,Brasil,SP,Campos do Jordão,Parque Estadual de Campos do Jordão,-45.5900001525879,-22.7299995422363,NA,NA,NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m altura; tronco com esfoliações; frutos verdes e maduros de cor amarela.; GEOGRAFIA: Região do Sítio Velho.;",NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,NA,Magnoliopsida,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"56",2019-11-21 10:10:18-03,IBt,SP,"226754",S,Plantae,NA,NA,Melastomataceae,Miconia,shepherdii,Miconia shepherdii,R.Goldenb. & Reginato,"Goldenberg, R","Robim, MJ","605","1988","04","27",NA,Brasil,São Paulo,Campos do Jordão,"Parque Estadual, Instituto Florestal, sítio velho",-45.5900001525879,-22.7299995422363,NA,NA,NA,NA,SP002798,SP002798,Paratype,"2014","21048",auto,NA,NA,"08","04",NA,NA,"35",São Paulo,SP,Sudeste
