X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,scientificNameAuthorship,identifiedBy,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,typeStatus,verbatimLongitude,verbatimLatitude,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,dayIdentified,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.84,-24.48,"6",2021-03-15 16:37:00-03,NY,NYBG,"557952",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,prasina,Eugenia prasina,J. Mattos,"9196","1961","10","01",South America,Brazil,São Paulo,"Registro, 5 km da Reserva Florestal de Xiririca, na estrada de Registro-Sao Miguel Arcanjo",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479592' target='other'> <mi>dwc_moreinfo</mi></a>,NY00557952,NY00557952_01,O.Berg,A. Giaretta,Registro,-47.84,-24.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"62",2020-11-04 11:14:35-03,ESALQ,ESA,"20551",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Moraes, P.L.R.","1194.0","1995","03","02",NA,Brasil,São Paulo,NA,NA,NA,ESA020551,ESA020551,O. Berg,"Kuntz, J.",São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,NA,"2011","27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"63",2020-11-04 11:14:35-03,ESALQ,ESA,"104086",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Ivanauskas, N.M.","6183.0","2006","08","31",NA,Brasil,São Paulo,NA,NA,NA,ESA104086,ESA104086,NA,"Kuntz, J.",São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,NA,"2011","27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"64",2020-11-04 11:14:35-03,ESALQ,ESA,"17346",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Moraes, P.L.R.","735.0","1992","11","17",NA,Brasil,São Paulo,NA,NA,NA,ESA017346,ESA017346,O. Berg,"Kuntz, J.",São Miguel Arcanjo,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,NA,NA,"2011","27904",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"65",2020-11-04 11:14:35-03,ESALQ,ESA,"85318",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Zipparro, V.B.","825.0","1994","01","11",NA,Brasil,São Paulo,NA,NA,NA,ESA085318,ESA085318,O. Berg,"Kuntz, J.",Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,"2011","34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"66",2020-11-04 11:14:35-03,ESALQ,ESA,"109428",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Duarte, A.R.","526.0",NA,NA,NA,NA,Brasil,São Paulo,NA,NA,NA,ESA109428,ESA109428,NA,NA,Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,NA,NA,"34059",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"67",2020-11-04 11:14:35-03,ESALQ,ESA,"75471",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","178.0","2001","04","16",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.",NA,"Arbusto, ca. 2m alt. Frutos imaturos verdes.",ESA075471,ESA075471,O. Berg,"Kuntz, J.",Itanhaém,-46.7799987792969,-24.1800003051758,NA,NA,NA,NA,NA,NA,"2011","26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"68",2020-11-04 11:14:35-03,ESALQ,ESA,"75189",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2209.0","2001","04","13",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.",NA,"Ca. 3m alt.; frutos verdes.",ESA075189,ESA075189,O. Berg,"Mazine, F.F.",São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"70",2020-11-04 11:14:35-03,ESALQ,ESA,"33536",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Souza, V.C. et al.","12305.0","1991","01","01",NA,Brasil,São Paulo,NA,NA,NA,ESA033536,ESA033536,O. Berg,"Mazine, F.F.",IlhaBela,-45.3499984741211,-23.7700004577637,NA,NA,NA,NA,NA,NA,NA,"23719",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"71",2020-11-04 11:14:35-03,ESALQ,ESA,"17705",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Eugenia,prasina,Eugenia prasina,"Ivanauskas, N.M. ; Nascimento, R.C.","84.0","1995","03","24",NA,Brasil,São Paulo,NA,NA,NA,ESA017705,ESA017705,O. Berg,"Kuntz, J.",Pariquera-Açu,-47.8800010681152,-24.7099990844727,NA,NA,NA,NA,NA,NA,"2011","17990",auto,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
