X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,recordNumber,phylum,coordinatePrecision,geoFlag,individualCount,continentOcean,preparationType,previousCatalogNumber,order,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,typeStatus,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-49.5697,-20.88,"109",2021-03-15 16:37:00-03,NY,NYBG,"807487",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,M. R. R. Silva,NA,NA,NA,M. R. R. Silva,"1992","09","12",Brazil,São Paulo,Jaci,"Região S. J. Rio Preto, Estrada de Terra de acesso ao Povoado de Sto Antônio das Perobas, divisa entre José Bonifácio - Jaci, Fazenda Remanso.",-49.5697,-20.88,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799609' target='other'> <mi>dwc_moreinfo</mi></a>,NY00807487,NY00807487_01,NA,NA,"414",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8286,-24.1664,"110",2021-03-15 16:37:00-03,NY,NYBG,"2554091",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,A. Salino,"2001","04","17",Brazil,São Paulo,Itanhaém,"Parque Estadual da Serra do Mar, Núcleo de Curucutu.",-46.8286,-24.1664,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808736' target='other'> <mi>dwc_moreinfo</mi></a>,NY02554091,NY02554091_01,"100","120","6597",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.6,"129",2016-09-29 18:50:00-03,NY,NYBG,"807468",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,NA,NA,NA,NA,C. B. Fonseca,"1961","03","13",Brazil,São Paulo,Sao Paulo,"Parque do Estado (on old maps Parque de Agua Funda), grounds of the Instituto de Botânica. Ca. 10km S and ca. 1km E of center of Sao Paulo (Praça da Sé).",-46.63,-23.6,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799341' target='other'> <mi>dwc_moreinfo</mi></a>,NY00807468,NY00807468_01,"800","800","38",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.49,-21.2603,"140",2021-03-15 16:37:00-03,NY,NYBG,"807489",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,"C. E. Rodrigues Jr.; M. R. R. Silva",NA,NA,NA,C. E. Rodrigues Jr.,"1992","07","12",Brazil,São Paulo,Monte Alto,"Região Ribeirão Preto, Serra Tabarama.",-48.49,-21.2603,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799614' target='other'> <mi>dwc_moreinfo</mi></a>,NY00807489,NY00807489_01,NA,NA,"142",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.1383,-23.3414,"147",2021-03-15 16:37:00-03,NY,NYBG,"2554079",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,A. Salino,"2001","03","04",Brazil,São Paulo,Sao Luís do Paraitinga,"Parque Estadual da Sera do mar, Núcleo Santa Virginia, Trilha da Pirapitinga.",-45.1383,-23.3414,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808722' target='other'> <mi>dwc_moreinfo</mi></a>,NY02554079,NY02554079_01,"900","950","6086",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.63,-23.5403,"148",2021-03-15 16:37:00-03,NY,NYBG,"807465",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,NA,NA,NA,NA,S. Tsugaru,"1987","07","04",Brazil,São Paulo,Sao Paulo,"Parque de Anhanguera, Vairo de Pelusu.",-46.63,-23.5403,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799337' target='other'> <mi>dwc_moreinfo</mi></a>,NY00807465,NY00807465_01,"750","750",B-16,Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.621883,-23.654505,"176",2016-09-29 18:50:00-03,NY,NYBG,"807471",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,NA,NA,NA,NA,W. Hoehne,"1948","08","10",Brazil,São Paulo,Sao Paulo,Parque Estadual S. Paulo. Capital.,-46.621883,-23.654505,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799391' target='other'> <mi>dwc_moreinfo</mi></a>,NY00807471,NY00807471_01,NA,NA,"2648",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.06,-22.9,"180",2021-03-15 16:37:00-03,NY,NYBG,"807444",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,(L.) Sw.,J. T. Mickel,NA,NA,NA,A. Löfgren,NA,NA,NA,Brazil,São Paulo,Campinas,NA,-47.06,-22.9,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799274' target='other'> <mi>dwc_moreinfo</mi></a>,NY00807444,NY00807444_01,NA,NA,"4705",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.49,-21.2603,"218",2016-09-29 18:50:00-03,NY,NYBG,"807488",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,"M. R. R. Silva; C. E. Rodrigues Jr.",NA,NA,NA,M. R. R. Silva,"1992","07","12",Brazil,São Paulo,Monte Alto,"Região Ribeirão Preto, Serra Anhumas, Sítio Bocâina.",-48.49,-21.2603,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=799612' target='other'> <mi>dwc_moreinfo</mi></a>,NY00807488,NY00807488_01,NA,NA,"244",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8497,-23.64,"241",2016-09-30 18:31:00-03,NY,NYBG,"720362",PreservedSpecimen,Plantae,Anemiaceae,Anemia,phyllitidis,Anemia phyllitidis,NA,NA,NA,NA,NA,J. Prado,"2007","08","30",Brazil,São Paulo,Embu,"Rodoanel Mário Covas, trecho Sul, lote 5.",-46.8497,-23.64,NA,NA,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500306' target='other'> <mi>dwc_moreinfo</mi></a>,NY00720362,NY00720362_01,NA,NA,"1714",Pteridophyta,NA,NA,NA,South America,sheet,NA,Schizaeales,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
