X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,identifiedBy,yearIdentified,coordinatePrecision,geoFlag,monthIdentified,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,dayIdentified,eventTime,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.5697,-22.64,"1",2021-03-15 16:37:00-03,NY,NYBG,"495985",PreservedSpecimen,Plantae,Magnoliophyta,Ericales,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,C. Farney,"673","1985","04","05",South America,Brazil,São Paulo,Sao José do Barreiro,P. N. da Serra de Bocaina. Mata de Galeria próxima a entrada do Parque,-44.5697,-22.64,"1300","1300",sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=239164' target='other'> <mi>dwc_moreinfo</mi></a>,NY00495985,NY00495985_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"3",2020-10-27 11:22:06-03,PUCPR,HUCP,"25631",S,Plantae,Eudicotiledonea,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,"Cordeiro, J.; Silva, JM","3505","2010","03","06",NA,Brasil,São Paulo,São José do Barreiro,Serra da Bocaína,-44.5699996948242,-22.6399993896484,"1640","1640",NA,"Arbusto, 1,69 m, frutos imaturos verdes com flores creme.",HUCP00025631,HUCP00025631,NA,"Martin, V.C.","2010","30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5099983215332,-22.1299991607666,"8",2021-01-14 15:32:11-03,MN,R,"11631",PreservedSpecimen,Plantae,NA,NA,Myrsinaceae,Rapanea,villosissima,Rapanea villosissima,(Mart.) Mart.,"Glaziou, A.F.M.","11139","1879","09","07",NA,Brasil,São Paulo,Bocaina,NA,-48.5099983215332,-22.1299991607666,NA,NA,NA,Plantas do Brasil Central,R000011631,R000011631_001,NA,NA,NA,"18396",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"13",2019-11-21 14:44:02-03,UFJF,CESJ,"61836",PreservedSpecimen,Plantae,Angiosperma,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,"J. Cordeiro; J.M. Silva","3505","2010","03","06",América do Sul,Brasil,São Paulo,São José do Barreiro,"Serra da Bocaina, Alt.: 1640m.",-44.5699996948242,-22.6399993896484,NA,NA,NA,"Arbusto, 1,60m. Frutos imaturos verdes, flor creme.",CESJ061836,NA,NA,V.C. Martins,NA,"30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.775417,-23.989083,"14",2021-03-01 16:38:37-03,UNICAMP,UEC,"122125",S,Plantae,Magnoliopsida,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,"Souza, FM; et al.","119","2001","04","13",NA,Brazil,São Paulo,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu",-46.775417,-23.989083,"750","750",NA,"Liana, botões creme, frutos negros.; Floresta Ribeirinha ao longo do Rio Mambu.",NA,NA,NA,"Freitas, MF","2010",NA,NA,"08","-46.775417","-23.989083",NA,NA,"02",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.666667,-23.466667,"15",2021-03-01 16:38:37-03,UNICAMP,UEC,"116613",S,Plantae,Magnoliopsida,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,"Souza, JP; Souza, VC; et al.","3480","2000","04","25",NA,Brazil,São Paulo,Caraguatatuba,"Parque Estadual da Serra do Mar, Núcleo Caraguatatuba - Estrada Intermediária km 41.",-45.666667,-23.466667,"1200","1200",NA,"Liana (Arbusto volúvel); flores creme rosadas. Beira de Estrada.; Floresta Ombrófila Densa Montana mata de altitude",NA,NA,NA,"Scarpa, FM",NA,NA,NA,NA,"-45.666667","-23.466667",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.5900001525879,-22.7299995422363,"16",2021-03-01 16:38:37-03,UNICAMP,UEC,"90879",S,Plantae,Magnoliopsida,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,"Martins, E; et al.","26502","1992","06","08",NA,Brazil,São Paulo,Campos do Jordão,Caminho para São José dos Alpes,-45.5900001525879,-22.7299995422363,NA,NA,NA,"Arbusto, frutos pretos.",NA,NA,NA,"Freitas, MF","2005","21048",auto,"06",NA,NA,NA,NA,"30",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"17",2021-03-01 16:38:37-03,UNICAMP,UEC,"84649",S,Plantae,Magnoliopsida,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,"Rossi, L; Catharino, ELM","1552","1994","07","16",NA,Brazil,São Paulo,São José do Barreiro,"Parque Nacional da Bocaina, Trilha para Cachoeira de Santo Isidro.",-44.5699996948242,-22.6399993896484,NA,NA,NA,"Arvoreta, 3m alt., frutos imaturos verdes passando a negros.",NA,NA,NA,"Freitas, MF","2000","30784",auto,"02",NA,NA,NA,NA,"18",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"18",2021-03-01 16:38:37-03,UNICAMP,UEC,"84650",S,Plantae,Magnoliopsida,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,"Rossi, L; Catharino, ELM","1551","1994","07","16",NA,Brazil,São Paulo,São José do Barreiro,"Parque Nacional da Bocaina, Trilha para Cachoeira de Santo Isidro.",-44.5699996948242,-22.6399993896484,NA,NA,NA,"Arvoreta, 3m alt., caule e ramos ferrugíneos com pêlos densos voltados para baixo, flores velhas; mata próxima à cachoeira.",NA,NA,NA,"Freitas, MF","2000","30784",auto,"02",NA,NA,NA,NA,"21",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.5699996948242,-22.6399993896484,"45",2019-08-16 08:40:46-03,UTFPR,HCF,"19247",S,Plantae,NA,NA,Primulaceae,Myrsine,villosissima,Myrsine villosissima,Mart.,J. Cordeiro,"3505","2010","03","06",NA,Brasil,SP,São José do Barreiro,Serra da Bocaina,-44.5699996948242,-22.6399993896484,"1640","1640",NA,"arbusto, 1,69 m, frutos imaturos verdes com flores creme.",NA,NA,NA,V.C. Martin,"2010","30784",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
