X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,minimumElevationInMeters,maximumElevationInMeters,imagecode,county,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,individualCount,fieldNumber,class,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.6399993896484,-22.7199993133545,"33",2020-11-04 11:19:03-03,ESALQ,ESA,"4366",PreservedSpecimen,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"Catharino, E.L.M.",NA,"1984","05","08",NA,Brasil,São Paulo,NA,-47.6399993896484,-22.7199993133545,NA,NA,NA,NA,NA,ESA004366,Magnoliophyta,NA,NA,"Silva Neto, S.J.",NA,NA,ESA004366,Piracicaba,"44778",auto,"2000",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"34",2020-11-04 11:19:03-03,ESALQ,ESA,"109650",PreservedSpecimen,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30315.0",NA,NA,NA,NA,Brasil,São Paulo,Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes,-47.9199981689453,-24.3799991607666,NA,NA,NA,NA,NA,ESA109650,Magnoliophyta,NA,NA,NA,NA,NA,ESA109650,Sete Barras,"34059",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"60",2020-06-29 09:32:02-03,UFRRJ,RBR,"26492",S,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"J.Y. Tamashiro; A.O.S. Vieira","268","1994","06","28",NA,Brasil,São Paulo,"Estação Ecológica, Paulo de Farias, mata.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,RBR00026492,NA,NA,(Standl.) Steyerm.,S.J. Silva-Neto,NA,NA,NA,São Paulo,"53584",auto,"2000",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"61",2020-06-29 09:32:02-03,UFRRJ,RBR,"26489",S,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,B.S. Moreira,s.n.,"1995","05","18",NA,Brasil,São Paulo,"Cardoso, Antigo Porto Militão.Mata mesófila.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,RBR00026489,NA,NA,(Standl.) Steyerm.,S.J. Silva-Neto,NA,NA,NA,São Paulo,"53584",auto,"2000",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"62",2020-06-29 09:32:02-03,UFRRJ,RBR,"26490",S,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"L.C. Bernacci; A. Schiamarelli, M.D.N. Grecco, P.R.P. Andrade, R. Belinello, S. Falivene","1553","1995","04","26",NA,Brasil,São Paulo,"Estação Experimental do IAC, Tiete, região de matas.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,RBR00026490,NA,NA,(Standl.) Steyerm.,S.J. Silva-Neto,NA,NA,NA,São Paulo,"53584",auto,"2000",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"63",2020-06-29 09:32:02-03,UFRRJ,RBR,"26491",S,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"L.C. Bernacci; R. Belinelo, P.R.P. Andrade, O. Camargo","793","1994","11","29",NA,Brasil,São Paulo,"Estação Experimental do IAC, Votuporanga, vizinho da EstaÇão Experimental do IAC. Floresta mesófila semidecídua.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,RBR00026491,NA,NA,(Standl.) Steyerm.,S.J. Silva-Neto,NA,NA,NA,São Paulo,"53584",auto,"2000",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"88",2020-07-09 18:40:01-03,UNESP-IBILCE,SJRP,"26612",PreservedSpecimen,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"Tomasetto, F. & Rezende, A.A.",NA,NA,NA,NA,América do Sul,Brasil,São Paulo,Estação Ecológica de Paulo de Faria,-49.516667,-19.916667,"-49.516667","-19.916667",NA,NA,"Árvore 8m, botões esverdeados, interior da mata;",NA,Tracheophyta,Gentianales,(Standl.) Steyerm.,"Margalho, L.F.",NA,NA,NA,Paulo de Faria,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"98",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"20680",PreservedSpecimen,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"Assis, M. A. de",NA,NA,NA,NA,NA,Brasil,São Paulo,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,(Standl.) Steyerm.,S. J. Silva Neto,NA,NA,NA,Ubatuba,"34265",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.661444,-22.638611,"122",2019-11-13 11:30:35-03,USP,SPF,"200376",PreservedSpecimen,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"Freitas, HS","82","2008","05","05",NA,Brasil,São Paulo,NA,-44.661444,-22.638611,"-44.661444","-22.638611",NA,NA,NA,SPF00200376,NA,NA,(Standl.) Steyerm.,"Neto, SJS","482","482",NA,Areias,NA,NA,"2009",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.07418,-20.46994,"130",2020-02-20 14:37:38-03,IAC,IAC,"29528",S,Plantae,Rubiaceae-311.Cinchonoideae-Condamineeae,Simira,corumbensis,Simira corumbensis,L.C. Bernacci et al.,"793","1994","11","29",NA,Brasil,São Paulo,vizinho à Estação Experimental do IAC,-50.07418,-20.46994,"-50.07418","-20.46994",NA,NA,Identificação apud SP 301164 (SpLink)!,NA,NA,NA,(Standl.) Steyerm.,S.J. Silva Neto,NA,NA,NA,Votuporanga,NA,NA,"2007","06","30",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.9142,-20.0819,"131",2020-02-20 14:37:38-03,IAC,IAC,"30694",S,Plantae,Rubiaceae-311.Cinchonoideae-Condamineeae,Simira,corumbensis,Simira corumbensis,"L.C. Bernacci; A. Sciamarelli; J.L.A. Moreira; P.R.P. Andrade; A.M.C. Silva; R. Belinelo & J. Soares","1824","1995","05","18",NA,Brasil,São Paulo,Antigo Porto Militão,-49.9142,-20.0819,"-49.9142","-20.0819",NA,NA,Identificação apud SP 301166 (SpLink)!,NA,NA,NA,(Standl.) Steyerm.,S.J. Silva Neto,NA,NA,NA,Cardoso,NA,NA,"2007","06","30",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"138",2020-11-12 17:00:12-03,UEL,FUEL,"43798",PreservedSpecimen,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"Tomasetto, F; Rezende, AA","186","2001","11","20",NA,Brasil,São Paulo,"Estação Ecológica de Paulo de Faria, abrangendo um, Interior da mata",-49.516667,-19.916667,"-49.516667","-19.916667",NA,NA,NA,NA,Tracheophyta,Gentianales,(Standl.) Steyerm.,"Margalho, LF","500","500",NA,Paulo de Faria,NA,NA,"2014","11","17",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.516667,-19.916667,"139",2020-11-12 17:00:12-03,UEL,FUEL,"43821",PreservedSpecimen,Plantae,Rubiaceae,Simira,corumbensis,Simira corumbensis,"Tomasetto, F; Rezende, AA; Taroda, N","213","2002","12","05",NA,Brasil,São Paulo,"Estação Ecológica de Paulo de Faria, abrangendo um, Interior da mata",-49.516667,-19.916667,"-49.516667","-19.916667",NA,NA,NA,NA,Tracheophyta,Gentianales,(Standl.) Steyerm.,"Margalho, LF","500","500",NA,Paulo de Faria,NA,NA,"2014","11","17",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
