X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.3,-23.75,"1",2021-03-15 16:37:00-03,NY,NYBG,"1795751",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Eugenia,leonanii,Eugenia leonanii,Mattos,isotype,J. Santana,s.n. [=herb. SP 118801],"1970","01","27",South America,Brazil,São Paulo,"Paranapiacaba (via férrea S. Paulo-Santos), Estação Biológica",-46.3,-23.75,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2024102' target='other'> <mi>dwc_moreinfo</mi></a>,NY01795751,NY01795751_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883,-23.5228,"3",2015-07-02 14:03:13-03,JBP,HPL,"5729",S,Plantae,NA,NA,Myrtaceae,Eugenia,leonanii,Eugenia leonanii,Mattos,NA,E.R. Salviani & H. Lorenzi,"488","1999","09","06",NA,Brasil,SP,Coletado no morro do Garrafão.,-46.1883,-23.5228,NA,NA,NA,NA,M. Sobral,Mogi das Cruzes,NA,NA,"2012","02","10","28666",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"4",2021-03-01 16:36:19-03,UNICAMP,UEC,"111418",S,Plantae,Magnoliopsida,NA,Myrtaceae,Eugenia,macrobracteolata,Eugenia macrobracteolata,Mattos,NA,"Garcia, RJF; Coffani-Nunes, JV; Sordi, SJ; Oliveira, LF; Soares, JM","971","1996","12","19",NA,Brazil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para rio Embu-Guaçu",-46.6300010681152,-23.5400009155273,NA,"Árvore, 5m alt., DAP 9cm, tronco liso manchado, casca descamante, frutos verdes com sépalas e brácteas persistentes.",UEC018764,UEC018764,"Sobral, M",São Paulo,NA,NA,"2003",NA,NA,"53584",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.733611,-23.987778,"10",2019-11-13 11:26:45-03,USP,SPF,"120627",PreservedSpecimen,Plantae,NA,NA,Myrtaceae,Eugenia,macrobracteolata,Eugenia macrobracteolata,Mattos,NA,"Garcia, RJF","971","1996","12","19",NA,Brasil,São Paulo,Parque Estadual da Serra do Mar,-46.733611,-23.987778,NA,NA,SPF00120627,NA,"Bünger, MO",São Paulo,NA,NA,"2012","05",NA,NA,NA,"-46.733611","-23.987778",NA,"35",São Paulo,SP,Sudeste
-46.3125,-23.775556,"14",2019-02-27 14:02:49-03,UFSJ,HUFSJ,"6600",S,Plantae,NA,NA,Myrtaceae,Eugenia,macrobracteolata,Eugenia macrobracteolata,Mattos,NA,"Faria, JEQ; Lima, MEL","2984","2012","10","26",NA,Brasil,São Paulo,"Reserva Biológica do Alto da Serra de Paranapiacaba, coletada ao lado da casa dos guardas, entrada para a picada 12 Mathias Wacket",-46.3125,-23.775556,NA,"Árvore ca. 5 m de altura, botões florais verdes e flores brancas. (coletado material em sílica gel)",HUFSJ006600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.3125","-23.775556",NA,"35",São Paulo,SP,Sudeste
-46.312778,-23.78,"15",2019-02-27 14:02:49-03,UFSJ,HUFSJ,"6633",S,Plantae,NA,NA,Myrtaceae,Eugenia,macrobracteolata,Eugenia macrobracteolata,Mattos,NA,"Faria, JEQ; Lima, MEL","3051","2012","11","22",NA,Brasil,São Paulo,"Paranapiacaba, reserva Biológica do Alto da Serra de Paranapiacaba, ao lado da portaria da reserva",-46.312778,-23.78,NA,"Árvore ca. 5 m de altura, botões florais verdes, frutos imaturos jovens. (material coletado em sílica gel)",HUFSJ006633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.312778","-23.78",NA,"35",São Paulo,SP,Sudeste
-45.310001373291,-23.2199993133545,"16",2019-12-20 18:46:41-03,UFSJ,HUFSJ,"1873",S,Plantae,NA,NA,Myrtaceae,Eugenia,macrobracteolata,Eugenia macrobracteolata,Mattos,NA,"Ressel, K; Guilherme, FAG","185","2003","03","10",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, trilha pirapitinga.",-45.310001373291,-23.2199993133545,NA,"Árvore até 20m de altura, frutos alaranjados.",HUFSJ001873,NA,"Sobral, M",São Luis do Paraitinga,NA,NA,"2009",NA,NA,"27362",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3125,-23.775556,"17",2019-11-01 15:05:38-03,UnB,UB,"199048",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Eugenia,macrobracteolata,Eugenia macrobracteolata,Mattos,NA,"Faria, JEQ; Lima, MEL","2984","2012","10","26",Southern America,Brasil,São Paulo,"Reserva Biológica do Alto da Serra de Paranapiacaba, coletada ao lado da casa dos guardas, entrada para a picada 12 Mathias Wacket",-46.3125,-23.775556,NA,"Árvore ca. 5 m de altura, botões florais verdes e flores brancas. (coletado material em sílica gel); Floresta ombrófila densa montana",NA,NA,"Faria, JEQ",Santo André,"781","781","2012","10",NA,NA,NA,"-46.3125","-23.775556",NA,"35",São Paulo,SP,Sudeste
-46.312778,-23.78,"18",2019-11-01 15:05:38-03,UnB,UB,"199112",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Myrtaceae,Eugenia,macrobracteolata,Eugenia macrobracteolata,Mattos,NA,"Faria, JEQ; Lima, MEL","3051","2012","11","22",Southern America,Brasil,São Paulo,"Paranapiacaba, reserva Biológica do Alto da Serra de Paranapiacaba, ao lado da portaria da reserva",-46.312778,-23.78,NA,"Árvore ca. 5 m de altura, botões florais verdes, frutos imaturos jovens. (material coletado em sílica gel); Floresta ombrófila densa montana",NA,NA,"Bünger, M",Santo André,"804","804","2012","11",NA,NA,NA,"-46.312778","-23.78",NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"21",2019-11-21 10:11:31-03,IBt,SP,"156563",S,Plantae,NA,NA,Myrtaceae,Eugenia,leonanii,Eugenia leonanii,Mattos,NA,"Santana, J",s.n.,"1968","01","10",NA,Brasil,São Paulo,"E.B. do Alto da Serra de Paranapiacaba, Estação Campo Grande via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,NA,NA,SP020614,SP020614,"Kawasaki, ML",Santo André,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,"35",São Paulo,SP,Sudeste
