X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,yearIdentified,coordinatePrecision,geoFlag,class,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.0711,-23.4339,"28",2019-01-25 15:47:31-02,IAC,IAC,"16221",S,Plantae,NA,NA,Zingiberaceae,Renealmia,brasiliensis,Renealmia brasiliensis,K.Schum.,D.M. Dedecca,"349","1953","05","04",NA,Brasil,São Paulo,Ubatuba,Ubatuba,-45.0711,-23.4339,NA,NA,NA,NA,NA,NA,D.M. Dedecca,"1953",NA,NA,NA,"05","04","-45.0711","-23.4339",NA,NA,"35",São Paulo,SP,Sudeste
-46.810001373291,-23.8299999237061,"33",2020-10-08 08:53:42-03,IBt,SP,"337801",S,Plantae,NA,NA,Zingiberaceae,Renealmia,brasiliensis,Renealmia brasiliensis,K.Schum.,"Rossi, L","1718","1995","10","21",NA,Brasil,São Paulo,Embu-Guaçu,NA,-46.810001373291,-23.8299999237061,NA,NA,NA,NA,NA,NA,NA,NA,"15311",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
