X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,county,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,class,dayIdentified,fieldNumber,individualCount,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.618358,-23.646109,"1",2021-03-15 16:37:00-03,NY,NYBG,"405348",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Mitranthes,pubescens,Mitranthes pubescens,Burret,isotype,F. C. Hoehne,"32836","1935","03","30",South America,Brazil,São Paulo,Nativa no Jardim Botanico,-46.618358,-23.646109,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108193' target='other'> <mi>dwc_moreinfo</mi></a>,NY00405348,NY00405348_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3697,-23.08,"3",2021-03-15 16:37:00-03,NY,NYBG,"01096270",PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O.Berg,NA,G. F. Arbocz,"1478","1995","05","30",South America,Brazil,São Paulo,NA,-48.3697,-23.08,sheet,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235949' target='other'> <mi>dwc_moreinfo</mi></a>,NY01096270,NY01096270_01,M. L. Kawasaki,Pardinho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"16",2020-11-04 11:15:10-03,ESALQ,ESA,"119334",PreservedSpecimen,Plantae,Magnoliophyta,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,NA,NA,"Colletta, G.D.","690.0","2012","07","03",NA,Brasil,São Paulo,"Estrada da Cumbica n° 500, mata ao lado do ct do São Paulo",-46.6300010681152,-23.5400009155273,NA,"Árvore, 12m, flores brancas, placa 5939",ESA119334,NA,"Mazine, F.F.",São Paulo,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.37,-23.08,"18",2015-07-02 14:03:25-03,JBP,HPL,"5751",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,E.R. Salviani & H. Lorenzi,"124","1998","07","15",NA,Brasil,SP,Coletado nos arredores da cidade a cerca de 4km.,-48.37,-23.08,NA,NA,NA,NA,H. Lorenzi,Pardinho,NA,NA,NA,NA,"14628",auto,"1998","07",NA,"15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.37,-23.08,"19",2015-07-02 14:03:25-03,JBP,HPL,"5752",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,E.R. Salviani & H. Lorenzi,"123","1998","07","15",NA,Brasil,SP,Coletado nos arredores da cidade cerca de 4km.,-48.37,-23.08,NA,NA,NA,NA,E.R. Salviani & H. Lorenzi,Pardinho,NA,NA,NA,NA,"14628",auto,"1998","07",NA,"15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.37,-23.08,"20",2015-07-02 14:03:25-03,JBP,HPL,"5753",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg.,NA,E.R. Salviani & H. Lorenzi,"122","1998","07","15",NA,Brasil,SP,Coletado nos arredores da cidade cerca de 4km.,-48.37,-23.08,NA,NA,NA,NA,E.R. Salviani & H. Lorenzi,Pardinho,NA,NA,NA,NA,"14628",auto,"1998","07",NA,"15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.96,-23.07,"21",2015-07-02 14:03:25-03,JBP,HPL,"10488",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,(O. Berg) Kiaersk.,NA,R. Tsuji,"2533","2008","03","28",NA,Brasil,SP,"Coletado nas proximidades do município de Cunha, em beira de asfalto sentido Parati-RJ.",-44.96,-23.07,NA,NA,NA,NA,R. Tsuji,Cunha,NA,NA,NA,NA,"38855",auto,"2008","10",NA,"24",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.96,-23.07,"22",2015-07-02 14:55:40-03,JBP,HPL,"10605",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,L.C. Bernacci & R. Tsuji,"4469","2008","02","28",NA,Brasil,SP,"Sentido Paraty, em beira de rodovia asfaltada.",-44.96,-23.07,NA,NA,NA,NA,R. Tsuji,Cunha,"44955833",23° 136667,"1000","1000","38855",auto,"2008","11",NA,"10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.37,-23.08,"23",2015-07-02 14:03:25-03,JBP,HPL,"11597",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,NA,NA,E. Franco,"57","2009","05","28",NA,Brasil,SP,"Coletado em área de pastagem à beira da estrada, próximo a antiga pista de corrida de cavalos (a mais ou menos 5 km da cidade).",-48.37,-23.08,NA,NA,NA,NA,E. Franco,Pardinho,NA,NA,NA,NA,"14628",auto,"2009","05",NA,"28",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.37,-23.08,"24",2015-07-02 14:03:25-03,JBP,HPL,"5748",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg.,NA,H. Lorenzi,"1297","1994","01","27",NA,Brasil,SP,"Coletado na estrada de terra de contorno Pardinho-estrada velha de acesso a Castelo Branco, no alto da serra.",-48.37,-23.08,NA,NA,NA,NA,H. Lorenzi,Pardinho,NA,NA,NA,NA,"14628",auto,"1994","01",NA,"27",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.37,-23.08,"25",2015-07-02 14:03:25-03,JBP,HPL,"5750",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg.,NA,H. Lorenzi,"1374","1994","02","25",NA,Brasil,SP,Coletado na estrada de terra do contôrno pardinho-estrada de acesso a Rodovia Castelo Branco.,-48.37,-23.08,NA,NA,NA,NA,H. Lorenzi,Pardinho,NA,NA,NA,NA,"14628",auto,"1994","02",NA,"25",NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.37,-23.08,"26",2015-07-02 14:03:25-03,JBP,HPL,"7949",S,Plantae,NA,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,NA,NA,R. Tsuji & A. Campos-Rocha,"1837","2007","04","21",NA,Brasil,SP,Coletado em beira de estrada de terra sentido Rodovia Castelo Branco - em área de cerrado.,-48.37,-23.08,NA,NA,NA,NA,R. Tsuji,Pardinho,NA,NA,NA,NA,"14628",auto,"2007","04",NA,"21",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.616667,-23.533333,"28",2018-03-08 09:18:16-03,ASU,ASU-PLANTS,NA,PreservedSpecimen,Plantae,Magnoliophyta,Myrtales,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,O. Berg,NA,F. C. Hoehne,NA,"1935","3","30",NA,Brazil,Sao Paulo,Sao Paulo,-46.616667,-23.533333,NA,"PHOTO-MICH; Arvore grande com flores alvas. Nativa no Jardim Botanico",NA,NA,"C. Proenca, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7299995422363,-21.6599998474121,"44",2019-11-21 14:40:30-03,UFJF,CESJ,"27601",PreservedSpecimen,Plantae,Angiosperma,NA,Myrtaceae,Siphoneugena,widgreniana,Siphoneugena widgreniana,Berg.,NA,H.F. Leitão Filho,s.n.,"1971","04","19",América do Sul,Brasil,São Paulo,NA,-46.7299995422363,-21.6599998474121,NA,NA,CESJ027601,NA,NA,Divinolandia,NA,NA,NA,NA,"15684",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
